propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.parkingSpacePrice
105375035,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/a7/b8/1250178996.webp,LCM31230,20,2,260000.0,studio,sale,39.0,False,0,1,calle de Gravina,Madrid,Madrid,Centro,es,40.4217839,-3.6952877,False,https://www.idealista.com/inmueble/105375035/,"Tu piso en Chueca  La Casa Agency te presenta este estudio en Calle Gravina reformado y ubicado en el corazón de Chueca, con 39 metros cuadrados, cocina equipada, baño completo con plato de ducha, armarios empotrados y espacios muy bien optimizados, este piso ofrece un espacio acogedor y funcional ideal para aquellos que buscan invertir o vivir en una de las zonas más vibrantes y cosmopolitas de Madrid. La cocina está completamente equipada se entrega con todos los electrodomésticos, la reforma garantiza que todo el piso se encuentre en perfecto estado, ofreciendo un ambiente moderno y confortable. Además, la calefacción de gas natural asegura un hogar cálido y eficiente durante los meses más fríos. Situado en una segunda planta con ascensor y con acceso para personas con movilidad reducida, este estudio destaca por su excelente ventilación y luz natural, creando un ambiente agradable y saludable gracias a los amplios ventanales que componen las estancias principales de la vivienda.  La ubicación es simplemente inmejorable: a solo unos metros de Chueca, tendrás acceso rápido y cómodo a cualquier punto de la ciudad. La zona es conocida por su animada vida nocturna, tiendas de moda, cafeterías y restaurantes, haciendo de este piso el lugar perfecto para disfrutar de todo lo que Madrid tiene para ofrecer. No pierdas la oportunidad de adquirir este encantador estudio que combina a la perfección ubicación, comodidad y estilo.  ¡Ven a visitarlo y enamórate de tu nuevo hogar en Chueca!",False,good,False,True,6667.0,False,False,False,False,[],False,False,260000.0,€,,,,,,flat,studio,"Chueca-Justicia, Madrid",Estudio en calle de Gravina,Destacado,Chueca-Justicia,
107987907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/5a/d1/1330349570.webp,,19,bj,137000.0,flat,sale,44.0,True,1,1,calle de Arganzuela,Madrid,Madrid,Centro,es,40.4078501,-3.7112334,False,https://www.idealista.com/inmueble/107987907/,"Estos 44 metros cuadrados se encuentran perfectamente distribuidos en una habitación, baño y salón recibidor, que ha sido reformado con esmero y atención al detalle. Se trata de un inmueble totalmente reformado y a estrenar como vivienda aunque a efectos registrales tiene uso de local comercial. La reforma realizada ha optimizado los espacios, ofreciendo un ambiente moderno, funcional y acogedor. La ubicación es simplemente inmejorable. Situado en una de las zonas más codiciadas de la ciudad, a tan solo unos minutos andando de las estaciones de metro La Latina y Puerta de Toledo, lo que garantiza una excelente conexión con el resto de la ciudad y permite un acceso cómodo y rápido a todos los puntos de interés. La cercanía a estos puntos clave de transporte público hace que la ubicación sea sumamente estratégica, con una gran afluencia de público y una alta visibilidad para cualquier actividad comercial. El entorno es ideal, rodeado de servicios, comercios, restaurantes y una gran vida social, lo que convierte este inmueble en una excelente oportunidad de inversión. Sin duda, una propiedad que no dejará indiferente a quienes busquen lo mejor en términos de calidad y ubicación. NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",False,good,False,False,3114.0,False,False,False,False,[],False,False,137000.0,€,,,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Arganzuela,Destacado,Lavapiés-Embajadores,
108394219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/75/ef/1342853365.webp,1048,37,bj,233000.0,flat,sale,114.0,False,3,2,calle de Humanes,Madrid,Parla,Centro,es,40.2374378,-3.7766073,False,https://www.idealista.com/inmueble/108394219/,"HF&HOUSE ofrece en exclusiva un acogedor piso de 3 dormitorios, reformado, muy cuidado y para entrar a vivir en planta baja. La finca cuenta con plaza de garaje y trastero incluidos en el precio. Ubicado en la zona de Parla centro en finca privada con ascensor y zonas comunes. La vivienda cuenta con 91 m2 de superficie útil (según catastro) distribuidos en hall recibidor con armario empotrado, amplio y luminoso salón-comedor independiente, cocina totalmente amueblada con salida a terraza tendedero cerrada, 3 amplios dormitorios (dos de ellos con armarios empotrados); el dormitorio principal cuenta además con vestidor propio, 2 baños completos (uno con bañera y el segundo reformado totalmente con plato de ducha y mampara).  Entre sus calidades podemos destacar; puerta blindada de acceso a la vivienda, suelos de tarima laminada (AC5), ventanas climalit lacadas en blanco, carpintería de puertas interiores en color roble, agua caliente y calefacción por gas natural individual con radiadores distribuidos en todas las estancias, aire acondicionado (frío y calor) en el salón. Se encuentra junto a todos los servicios necesarios como el centro de salud ""San Blas"" a 280 metros del Ayuntamiento, farmacias, entidades bancarias, supermercados, diversos establecimientos comerciales y de hostelería a escasos metros de escuelas de enseñanza primaria- secundaria a 56 metros de la Escuela de Educación para adultos "" CEPA Ramón y Cajal"" parques infantiles: "" Parque Galilea"", ""Parque Adolfo Suárez Centro"", ""Parque Inlasa"" y rodeado de áreas verdes.  En cuanto a su comunicación cuenta con una amplia red de transporte público.  A tan sólo 3 minutos andando de la parada de autobús 463 (Aranjuez-Belén).  Próximo a la Estación de Tren de Parla (C4-C4a-C4b)  Fácil acceso a través de las autovías A-42 y A-4, R-4 o también M-408. Gastos comunitarios: 92€ (incluye plaza de garaje) IBI: 360€ Te invitamos a visitarnos en HF&HOUSE donde nuestros expertos te acompañarán en todo el proceso y te ayudarán a encontrar el hogar que siempre has soñado. Contamos con asesores inmobiliarios y del departamento financiero HOME & CREDIT, quienes te informarán sobre los gastos adicionales y te ofrecerán las mejores opciones de financiación. Nos encargamos de todo para que la adquisición de tu vivienda sea lo más sencilla y cómoda posible. Además, ofrecemos VALORACIONES GRATUITAS y sin compromiso. ¡Llama para consultarnos, te informamos sin compromiso!",True,good,False,True,2044.0,False,False,False,False,[],False,False,233000.0,€,,,,True,True,flat,,"Centro, Parla",Piso en calle de Humanes,Destacado,,
108000534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/a1/2c/1330757349.webp,LCM32500,28,4,199000.0,flat,sale,72.0,True,3,1,calle del Espinar,Madrid,Madrid,Carabanchel,es,40.3819275,-3.7439568,False,https://www.idealista.com/inmueble/108000534/,"¡Oportunidad en Vista Alegre!  La Casa Agency presenta en exclusiva este luminoso piso exterior, ubicado en una 4ª planta sin ascensor, ideal para quienes buscan una vivienda para reformar a su gusto o como inversión en una zona con alta demanda. La vivienda cuenta con 72 m² construidos y una distribución muy funcional: •Amplio salón-comedor con buena luz natural •Tres dormitorios, uno de ellos con salida a una acogedora terraza privada •Cocina independiente equipada •Baño completo con bañera El inmueble dispone de calefacción y agua caliente individual por caldera de gas natural, ventanas climalit, suelos de gres y puerta blindada. La zona ofrece todos los servicios necesarios: colegios, centros de salud, supermercados, farmacias, parques y mucho más, todo a pocos minutos de casa. Bien comunicado: a 10 minutos andando de la parada de Metro Carabanchel (L5) y próximo a diversas líneas de autobús, haciendo el acceso a cualquier punto de la ciudad más cómodo y accesible. Para visitar este piso o solicitar más información, no dudes en llamarnos o escribirnos. ¡En La Casa Agency estaremos encantados de atenderte! HORARIO DE ATENCIÓN: De lunes a viernes: 10:00h-14:00h y 17:00h-20:30h. Sábados: 10:00h-14:00h. *Además, si quieres conocer el valor de tu vivienda, contáctanos y te haremos una valoración SIN COMPROMISO y SIN COSTE.",True,good,False,False,2764.0,False,False,True,False,[],False,False,199000.0,€,,,,,,flat,,"Vista Alegre, Madrid",Piso en calle del Espinar,Destacado,Vista Alegre,
108175461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/12/ff/1336115388.webp,,49,,489000.0,chalet,sale,230.0,,5,3,avenida Miguel de Unamuno,Madrid,Alcalá de Henares,Ensanche,es,40.495069,-3.362145,False,https://www.idealista.com/inmueble/108175461/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA DE TECNOCASA ZONA ENSANCHE VENDE IMPECABLE CHALET ADOSADO EN EL ENSANCHE. La vivienda se encuentra en un INMEJORABLE ESTADO DE CONSERVACIÓN y está distribuida en cuatro plantas, se compone de: Planta Baja: amplio salón independiente y acceso a un patio privado solado, cocina totalmente amueblada, un aseo de cortesía y acceso a las escaleras para acceder a la planta primera. Primera planta: Recibidor con 3 amplios dormitorios uno de ellos con baño suite y otro baño completo, y armarios empotrados. Segunda planta: Buhardilla totalmente reformada y confortable con dos habitaciones y aire acondicionado. Suelos de tarima y grés, carpintería interior de roble, carpintería exterior de aluminio climalit. Tenemos también garaje con espacio para dos coches y cuenta con la instalación para coche eléctrico.  La finca dispone de zonas comunes con PISCINA COMUNITARIA Y ZONAS VERDES. La zona destaca por su cómoda accesibilidad al Centro Comercial Alcala-Magna a la Nacional A-2, además cuenta con numerosas paradas de autobús urbano e interurbano, y la estación de Alcalá de Henares a sólo 15 minutos andando. Además la zona cuenta con una gran variedad de servicios como: Colegios ( Pablo Neruda, Alborada, Mozart.. . ) Institutos ( IES Pedro Gumiel, IES Doctor Marañón, IES Alborada. ) centro de especialidades Francisco Díaz, además de bancos, farmacias, bares y todo tipo de comercios. No lo dude y venga a visitarlo sin compromiso, le va a sorprender su inmejorable estado.",False,good,False,,2126.0,False,True,False,False,[],False,False,489000.0,€,,,,True,True,chalet,terracedHouse,"Ensanche, Alcalá de Henares",Chalet adosado en avenida Miguel de Unamuno,Destacado,,
108779695,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/cc/74/1354898363.webp,LCM37804,73,1,895000.0,flat,sale,134.0,True,4,2,ronda de Valencia,Madrid,Madrid,Arganzuela,es,40.4060501,-3.7027291,False,https://www.idealista.com/inmueble/108779695/,"La Casa Agency vende piso elegante y luminoso, totalmente reformado con materiales de alta calidad y un gusto exquisito, ubicado en calle Ronda de Valencia, en pleno Barrio de Embajadores, una de las zonas más dinámicas y mejor conectadas de Madrid. Consta de 134 m² en Ronda de Valencia - Barrio Embajadores Situado en una primera planta de una finca con ascensor, el edificio cuenta con la ITE favorable, lo que garantiza su buen estado general. Además, la finca dispone de piscina y zonas comunes de disfrute, ideales para el ocio y el relax. Vivienda ha sido rediseñada cuidando cada detalle, ofreciendo una combinación perfecta entre funcionalidad, confort y estilo. Se distribuye de la siguiente manera: Amplio salón exterior con gran ventanal, bañado por la luz natural y decorado con una estética moderna y acogedora. Cocina americana con acceso a un balcón exterior, ideal para ventilar y disfrutar del espacio. Cuatro dormitorios amplios, todos con armarios empotrados; el principal incluye un elegante baño en suite. Suelos de tarima de excelente calidad que aportan calidez en toda la vivienda. La propiedad se vende con garaje incluido y trastero, añadiendo un plus de comodidad y almacenamiento. Ubicado en el Barrio de Embajadores, una zona con una rica vida cultural, excelente oferta de servicios y óptimas conexiones de transporte: Renfe Cercanías, varias líneas de Metro (Embajadores, Lavapiés, Acacias) y una amplia red de autobuses a pocos pasos. Una propiedad ideal tanto para quienes buscan entrar a vivir sin reformas, como para inversores que valoran calidad, ubicación y estilo. ¡Contáctanos hoy mismo para programar una visita y descubre todo lo que tiene para ofrecer! LA CASA AGENCY.",True,good,False,True,6679.0,False,False,False,False,[],False,False,895000.0,€,,,,True,True,flat,,"Palos de la Frontera, Madrid",Piso en ronda de Valencia,Destacado,Palos de la Frontera,
108334403,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/55/fa/1341029242.webp,LCM36541,36,4,622000.0,flat,sale,130.0,True,2,2,calle del Hierro,Madrid,Madrid,Arganzuela,es,40.3893355,-3.6914214,False,https://www.idealista.com/inmueble/108334403/,"Luminoso piso exterior para entrar a vivir calle Hierro  Presentamos esta magnífica vivienda situada en una cuarta planta con ascensor, en una de las zonas más consolidadas y bien comunicadas de Madrid.  La vivienda destaca por su amplitud y distribución. Cuenta con dos dormitorios de generosas dimensiones y dos baños completos, diseñados con acabados actuales y elegantes. El salón-comedor es amplio y luminoso, ideal para el descanso o el entretenimiento, gracias a su disposición exterior que aporta luz natural y una agradable sensación de amplitud. La cocina está equipada con mobiliario moderno y pensada para el uso diario, combinando funcionalidad y diseño. Uno de los grandes valores añadidos de esta propiedad es su sistema de climatización por bomba de frío/calor programable y también suelo radiante que garantiza confort todo el año y un consumo energético eficiente. Además, al tratarse de una vivienda exterior, goza de buena ventilación y luz natural en todas las estancias principales. Ubicado en la calle Hierro, el inmueble se encuentra en un entorno residencial tranquilo, pero con todos los servicios a pocos pasos: transporte público, comercios, zonas verdes, centros educativos y acceso rápido a las principales vías de comunicación. Además la finca cuenta con piscina de verano-invierno. Una opción ideal tanto para quienes buscan su hogar definitivo como para quienes desean invertir en una propiedad de alta calidad y excelente ubicación.",True,good,False,True,4785.0,False,True,False,False,[],False,False,622000.0,€,,,,True,True,flat,,"Legazpi, Madrid",Piso en calle del Hierro,Destacado,Legazpi,
108768133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/4c/d2/1354564541.webp,RP1292025140054,51,1,725000.0,flat,sale,104.0,True,2,2,calle del Espíritu Santo,Madrid,Madrid,Centro,es,40.4264069,-3.7031062,False,https://www.idealista.com/inmueble/108768133/,"Redpiso Malasaña vende elegante y luminoso piso exterior en pleno corazón de Madrid, en una ubicación privilegiada de uno de los barrios más exclusivos de la ciudad.  Con 104 m² construidos, esta propiedad se sitúa en la primera planta de una finca clásica, tranquila y muy bien conservada, con ascensor. Su carácter exterior y sus dos amplios balcones a la calle permiten una entrada de luz natural excepcional durante todo el día, creando una atmósfera luminosa y acogedora en cada estancia.  Totalmente reformado con materiales de alta gama, el piso destaca por sus cuidados detalles y acabados de lujo. La cocina, moderna y funcional, está equipada con electrodomésticos de calidad y ofrece un generoso espacio de almacenamiento.  Dispone de dos dormitorios con grandes armarios empotrados y dos baños completos, uno de ellos en suite. El elegante suelo de parquet en espiga de roble natural aporta calidez y sofisticación, en perfecta armonía con el estilo general del inmueble.  La vivienda incluye además trastero, ventanas de PVC oscilobatientes con gran aislamiento térmico y acústico, puerta de seguridad, calefacción eléctrica y aire acondicionado por conductos, para garantizar el máximo confort durante todo el año.  Ubicación inmejorable, a tan solo 2 minutos andando de la estación de metro Tribunal y a 5 minutos de Noviciado. Situado en pleno centro de Madrid, en una zona llena de vida, con una oferta excepcional de gastronomía, tiendas de autor, cultura y servicios. Un entorno con estilo propio, ideal para quienes buscan calidad de vida y una experiencia urbana sofisticada.  Ven a visitarlo, te enamorarás. ¡No dejes pasar esta oportunidad única de vivir con elegancia y distinción en una de las zonas más emblemáticas de Madrid!  Ponemos a tu disposición nuestro departamento financiero que obtendrá las mejores condiciones de financiación. ***GASTOS DE ITP 6% Y GESTIÓN NO INCLUIDOS*** Más inmuebles en nuestra página web.",False,good,False,True,6971.0,False,False,False,False,[],False,False,725000.0,€,,,,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Espíritu Santo,Destacado,Malasaña-Universidad,
101387251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/e7/3c/1120980610.webp,2509d,1,2,2150000.0,flat,sale,191.0,True,4,3,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,40.4297239,-3.6814051,False,https://www.idealista.com/inmueble/101387251/,"Vivienda de lujo a estrenar en la calle Castelló. 2ª Planta. Exterior. Terracita. Muy luminosa. Amplia zona de recibo. Dormitorios en Suite + Aseo de Cortesía. Dormitorio principal exterior a la calle. Despacho. Zona de lavandería. Reforma de diseño con materiales de primeras marcas. Trastero. Buena Finca y Portal Señorial. Muy bien comunicada. Posibilidad de Plaza de Garaje. Ref-2509d. * 2ª Planta * Exterior * 190m2 * 3 Dormitorios en Suite + Despacho * Aseo de Cortesía * Cuarto de Lavandería * Reformado a estrenar * Cocina equipada con todos los electrodomésticos * 2 Terrazas ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid. Teléfono: ”.",False,good,False,True,11257.0,True,False,False,False,[],False,False,2150000.0,€,,,,,,flat,,"Recoletos, Madrid",Piso en calle de Castelló,Destacado,Recoletos,
108669560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/b9/32/1351672022.webp,LCM37416,32,3,227000.0,flat,sale,31.0,True,1,1,plaza del General Vara de Rey,Madrid,Madrid,Centro,es,40.4095047,-3.7102217,False,https://www.idealista.com/inmueble/108669560/,"¡OPORTUNIDAD A REFORMAR EN PLENO RASTRO DE MADRID! Esta vivienda de 31 m² ubicada en una tercera planta exterior muy luminosa está ubicada en frente de la histórica Plaza del General Vara del Rey, en la emblemática zona del Rastro de Madrid. Con balcones en todas las estancias, lo que le aporta una increíble luminosidad y ventilación, y añade unas vistas altas y despejadas gracias a estar en una tercera planta en frente de la amplia plaza. Su posibilidad y potencial de reforma integral es gracias a su estructura tabicada. Se distribuye en un salón, una habitación, una cocina y también una antigua alcoba y acceso a baño comunitario, con posibilidad real de incorporar baño propio.  A 6 minutos a pie de Metro La Latina (L5), Puerta Toledo (L5) y Tirso de Molina (L1). ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",False,renew,False,False,7323.0,False,False,False,False,[],False,False,227000.0,€,,,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en plaza del General Vara de Rey,Destacado,Lavapiés-Embajadores,
108674902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/35/c2/1351802025.webp,,39,3,705000.0,penthouse,sale,151.0,True,3,2,calle Secundino Zuazo,Madrid,Boadilla del Monte,Sector B,es,40.403036,-3.8945636,False,https://www.idealista.com/inmueble/108674902/,"Ático con bonita terraza en Boadilla del Monte HOUX presenta este exclusivo ático de esquina de 127 m² construidos, con una encantadora terraza y una magnífica orientación sur y este. La vivienda cuenta con 3 amplios dormitorios y 2 baños completos, ideal para familias que buscan amplitud y comodidad. Distribución funcional y espacios bien aprovechados: Al acceder a la vivienda encontramos un vestíbulo con armario y una escalera de caracol que conduce a una terraza superior de uso privativo de 42 m², equipada con pérgola y toldo lateral. Desde la entrada se accede a la cocina, el salón y la zona de dormitorios. El salón-comedor, muy luminoso, dispone de dos grandes librerías de obra, preinstalación para chimenea y salida directa a una agradable terraza con vistas a la pista de pádel y la piscina. La cocina, de orientación sur, conecta con una zona de lavado acristalada y tendedero. El pasillo distribuidor conduce a un dormitorio principal con baño en suite y bañera de hidromasaje, así como a dos dormitorios adicionales con armarios empotrados y un baño completo. Calidades y características destacadas: El ático está equipado con mosquiteras y toldos en las habitaciones, moderna caldera de gas natural y aire acondicionado frío/calor en salón y dormitorio principal. Además, existe la posibilidad de adherirse al plan de suministro de energía solar de la comunidad. Incluye dos plazas de garaje y un trastero de aproximadamente 17 m². Urbanización privada con excelentes servicios: La urbanización ofrece portero físico y automático, pista de pádel, piscina, zona de juegos infantil, salón social y amplias zonas ajardinadas, proporcionando un entorno tranquilo y familiar. Ubicación privilegiada y bien comunicada: Situado en pleno Sector B de Boadilla del Monte, el inmueble se encuentra en una de las principales arterias del municipio. Dispone de parada de autobuses en la puerta y fácil acceso a la M-50. En las inmediaciones hay colegios, centro de salud, metro ligero, supermercados como Mercadona, zonas de ocio y restauración, iglesia y todos los servicios necesarios para el día a día.",False,good,False,True,4669.0,False,False,False,False,[],False,False,705000.0,€,,,,True,True,flat,penthouse,"Sector B, Boadilla del Monte",Ático en calle Secundino Zuazo,Destacado,,
107425340,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/51/a5/1312347055.webp,LCM35158,50,1,1650000.0,flat,sale,250.0,True,5,3,calle del Acuerdo,Madrid,Madrid,Centro,es,40.430787,-3.707711,False,https://www.idealista.com/inmueble/107425340/,"¡Descubre una joya en el corazón de Madrid! Este piso de 250 m² ofrece una oportunidad única para aquellos que desean personalizar su hogar en una ubicación inmejorable. Situado en un edificio emblemático de 1975 diseñado por el renombrado arquitecto Fernando Higueras, cuenta con una distribución ideal para reformar a tu gusto. La amplitud de sus espacios, techos altos y abundante luz natural crean un ambiente acogedor y luminoso. Disfruta de dos terrazas privadas perfectas para relajarte o recibir a tus invitados. Además, el piso incluye una plaza de garaje, ascensor y servicio de portería para tu comodidad. La propiedad se encuentra rodeada de una vibrante oferta de ocio, gastronomía, cultura y servicios, con excelente comunicación mediante transporte público. Este piso cuenta con 5 dormitorios, 3 baños, calefacción de gas natural y Aire acondicionado. No dejes pasar esta oportunidad única en el centro de Madrid. ¡Contacta ahora para programar una visita y comienza a imaginar tu nuevo hogar! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,renew,False,True,6600.0,False,False,False,False,[],False,False,1650000.0,€,,,,True,True,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Acuerdo,Destacado,Malasaña-Universidad,
107899727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/5e/46/1327899944.webp,04/ja717,43,,850000.0,chalet,sale,368.0,,5,4,calle del Río Sella,Madrid,Hoyo de Manzanares,,es,40.6078469,-3.9359143,False,https://www.idealista.com/inmueble/107899727/,"Extraordinario Chalet en Venta en La Berzosa, con 1300m2 de parcela. El inmueble cuenta con una superficie de 368m2 construidos, excelente distribución.  La vivienda esta distribuido en 5 dormitorios, 4 baños, 1 salón amplio, 1 terraza muy amplia acristalada, Cocina amplia, zona de garaje techado, jardín muy amplio con capacidad de hacer una piscina. Definitivamente un inmueble de gran oportunidad que cuenta con todas las bondades para el uso de una feliz residencia permanente de la familia, pida su cita para que compruebe de cerca esta inigualable oportunidad, verlo es comprarlo. Somos un equipo especializado particularmente en satisfacer las necesidades de nuestros clientes, de una manera seria, rápida, sencilla y eficaz. Estamos conformados por un equipo altamente profesional, con prestigio para ser totalmente de su confianza. Establés Inmobiliaria y Abogados “Confianza y Transparencia” Si no contestamos al fijo envíanos un email o contactanos a José Antonio 6 3 4 2 4 5 2 2 0 o al whatsapp "".",False,good,False,,2310.0,False,False,False,False,[],False,False,850000.0,€,,,,True,True,chalet,independantHouse,Hoyo de Manzanares,Casa independiente en calle del Río Sella,Destacado,,
108631232,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/15/18/1350477342.webp,LCM37501,20,3,252000.0,flat,sale,64.0,False,2,2,calle Marquesa de Argüeso,Madrid,Madrid,Carabanchel,es,40.3897011,-3.7227174,False,https://www.idealista.com/inmueble/108631232/,"Inversión con alta rentabilidad: piso reformado y segregado en 2 apartamentos, ambos alquilados (7,2 % bruto) Se vende vivienda completamente reformada y actualmente segregada en dos apartamentos independientes de 32 m² cada uno, ambos alquilados a inquilinos solventes con contratos vigentes hasta 2029. Una oportunidad ideal para inversores que buscan una rentabilidad estable y desde el primer día. Cada apartamento dispone de entrada independiente, cocina equipada, zona de estar y dormitorio con baño en suite. La reforma integral ha aprovechado al máximo el espacio, ofreciendo viviendas modernas, funcionales y listas para seguir generando ingresos sin necesidad de inversión adicional. La propiedad se encuentra en una ubicación bien comunicada, con todos los servicios cercanos y gran demanda de alquiler en la zona. Con una rentabilidad bruta del 7,2 %, esta inversión combina seguridad, rendimiento y potencial de revalorización. ¡No te pierdas lo mejor! Cuenta con una ubicación inmejorable, al lado de General Ricardos, teniendo cerca todo tipo de comercios, farmacias, centro de salud, etc. Además, tiene una gran comunicación con diversas líneas de autobús; 34, 35, 118, 119 y N25 y a muy pocos minutos andando del metro de Urgel (L5) y de Oporto (L5, L6).",False,good,False,False,3938.0,False,False,False,False,[],False,False,252000.0,€,,,,,,flat,,"Opañel, Madrid",Piso en calle Marquesa de Argüeso,Destacado,Opañel,
108137131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/09/ca/1334965090.webp,,15,en,460000.0,flat,sale,108.0,True,2,1,calle de Juan Álvarez Mendizábal,Madrid,Madrid,Moncloa,es,40.4264647,-3.7164453,False,https://www.idealista.com/inmueble/108137131/,"� OPORTUNIDAD PARA VIVIENDA O INVERSORES CON ALTA RENTABILIDAD – Argüelles / Plaza de España Precio: 460.000 € Superficie construida: 108 m² (según Catastro) Tipo de inmueble: Local comercial convertible en vivienda Ubicación: Argüelles – a escasos metros de Plaza de España Estado: Buen estado Patio: Uso privativo Certificado energético: Letra D Descripción: Se vende magnífico local actualmente habilitado como oficina, con posibilidad de cambio de uso a vivienda, en una ubicación privilegiada del barrio de Argüelles, a pocos metros de Plaza de España. La propiedad cuenta con 108 m² construidos y un patio de uso privativo, ideal para diseñar una vivienda luminosa, funcional y con espacio exterior propio. Zona con altísima demanda de alquiler, ideal para inversores, gracias a su proximidad a universidades, centros hospitalarios y una excelente conexión mediante líneas de metro y autobús.  Ideal para transformar en vivienda  Alta rentabilidad para alquiler  Zona universitaria y bien comunicada  Certificado energético: D ¡No dejes pasar esta oportunidad única! Llámanos hoy y agenda tu visita. �️ Etiquetas– Venta local convertible en vivienda:  Local en venta  Convertible en vivienda  Oportunidad inversión  Alta rentabilidad  Zona Argüelles  Cerca Plaza de España  Con patio  Ideal inversores  Cambio de uso  Buena comunicación  Zona universitaria  Certificado energético D    Oficina con posibilidad de vivienda  Local bien ubicado  Inversión Madrid centro  Ideal alquiler  Zona con demanda  A reformar.",False,renew,False,True,4259.0,True,False,False,False,[],False,False,460000.0,€,,,,,,flat,,"Argüelles, Madrid",Piso en calle de Juan Álvarez Mendizábal,Destacado,Argüelles,
108126370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/2f/f0/1350906294.webp,,63,,850000.0,chalet,sale,350.0,,6,3,"Rio Guadalquivir, 18",Madrid,Cotos de Monterrey,,es,40.7933686,-3.6004878,True,https://www.idealista.com/inmueble/108126370/,"¡Descubre el hogar de tus sueños en este impresionante chalet independiente! Situado en una parcela de 3.000 m², esta vivienda ofrece espectaculares vistas al campo y un entorno de total intimidad, rodeado de majestuosas encinas. Con una distribución perfecta en dos plantas, el chalet cuenta con un amplio salón con chimenea, una gran cocina independiente que se abre a una encantadora terraza y tres cómodos dormitorios en la planta principal, uno de ellos tipo suite. La planta inferior es un verdadero oasis de diversión, con un acogedor salón de juegos y tres dormitorios adicionales, ideales para recibir a familiares o amigos. Además, dispone de un baño completo y un cuarto de lavandería para mayor comodidad. El jardín, totalmente desarrollado con plantas autóctonas, invita a disfrutar de momentos de tranquilidad en sus múltiples espacios de descanso. ¡No olvides la piscina con vistas despejadas al campo, perfecta para refrescarse en los días soleados! Ubicado en una urbanización con vigilancia privada, tendrás acceso a zonas comunes que incluyen piscinas, pistas deportivas y parques infantiles. La cercanía a zonas comerciales, cafeterías y farmacias, así como el transporte público disponible, hacen de este chalet un lugar ideal para vivir. Con 350 m² construidos y un gran garaje independiente, este hogar combina confort y funcionalidad en un entorno natural inigualable. ¡No dejes pasar la oportunidad de visitarlo!",False,good,False,,2429.0,False,False,False,False,[],False,False,850000.0,€,,,,True,True,chalet,independantHouse,Cotos de Monterrey,"Casa independiente en Rio Guadalquivir, 18",Destacado,,
