propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
107500794,,DS-P77676B,0,2,5450000.0,flat,sale,298.0,True,3,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4381199,-3.6878048,False,https://www.idealista.com/inmueble/107500794/,"DIZA Consultores presenta piso en edificio palaciego de obra nueva con seguridad 24 horas en una de las zonas más exclusivas del Barrio Salamanca. En la segunda planta del edificio, se encuentra este precioso piso, de 298 metros cuadrados. Se trata de un piso donde se han cuidado todos los detalles. El salón-comedor tiene vistas a fachadas clásicas y diferentes ambientes. La cocina es independiente. La zona de descanso consta de tres dormitorios y tres baños. También existe una zona de lavandería independiente. La propiedad cuenta con una plaza de garaje. El edificio cuenta con vigilancia 24 horas, gimnasio, piscina interior, sauna, lobby con sala de reuniones y TV y coworking. El barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,False,True,18289.0,False,False,False,False,[],False,False,5450000.0,€,True,True,flat,"Castellana, Madrid",Piso,Castellana,,,,,,
108517528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/5c/2a/1353070764.webp,,57,,1100000.0,chalet,sale,510.0,,4,5,avenida Rocío Dúrcal,Madrid,Torrelodones,La Berzosilla,es,40.5893631,-3.9494586,False,https://www.idealista.com/inmueble/108517528/,"Exclusivo chalet independiente con impresionante parcela en Torrelodones — Un refugio de lujo en plena naturaleza con vistas privilegiadas Ubicada en un enclave residencial selecto de Torrelodones, esta propiedad emblemática redefine el concepto de exclusividad, privacidad y confort. Con una construcción de 510 m² en una generosa parcela de 2.282 m², esta residencia es una joya para aquellos exigentes compradores que buscan un refugio privilegiado en la sierra madrileña, combinando amplitud, diseño y entorno natural incomparable. Distribuida en dos plantas, la vivienda ofrece cuatro dormitorios de generosas dimensiones, todos equipados con armarios empotrados de alta calidad, tres baños completos (dos de ellos en suite) y dos aseos. La suite principal, concebida para el máximo confort, dispone de baño en suite y desde la que se puede disfrutar de panorámicas excepcionales, ideales para momentos de relax y contemplación en total privacidad. El salón principal, bañado en luz natural gracias a sus grandes ventanales orientados al norte y sur, presenta un ambiente cálido y sofisticado, perfecto tanto para el disfrute cotidiano como para recepciones exclusivas. La cocina independiente, amplia y funcional, incorpora un área de office con acceso directo al exterior, facilitando un estilo de vida fluido y conectado con el entorno. La vivienda dispone una estupenda pista de padel, piscina y de espacios polivalentes ideales para una sala de juegos, cine o un gimnasio, satisfaciendo las necesidades de ocio y bienestar de los residentes más exigentes. Destaca también por sus dos plazas de garaje techadas, con espacio suficiente para alojar cómodamente hasta cuatro vehículos, una característica excepcional en la zona.  La vivienda cuenta con placas solares, alineándose con las tendencias actuales de sostenibilidad y eficiencia energética. Recientemente reformada, esta propiedad ofrece acabados modernos sin perder su esencia clásica, y dispone de un tejado completamente renovado, garantizando así la máxima seguridad y confort durante todo el año, ya que ademas se han cambiado todas las ventanas y aislamiento de la vivienda. Completan esta propiedad un trastero y un diseño que combina funcionalidad con la elegancia propia de una vivienda pensada para satisfacer los estándares más exigentes. Una oportunidad excepcional para adquirir un inmueble con carácter y amplios espacios exteriores en una de las localizaciones más cotizadas de la sierra madrileña, donde la calidad de vida y el entorno natural convergen en perfecta armonía.",True,good,False,,2157.0,True,False,False,False,[],False,False,1100000.0,€,True,True,chalet,"La Berzosilla, Torrelodones",Casa independiente en avenida Rocío Dúrcal,,independantHouse,,,,,
108201598,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/f4/f2/1336960720.webp,JOP-4081,18,en,455000.0,flat,sale,40.0,True,1,1,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,40.4271254,-3.6787554,False,https://www.idealista.com/inmueble/108201598/,"EN GOYA. EXTERIOR, UN DORMITORIO. ¿Es lo que estas buscando? En una de las mejores zonas de Madrid, con todos los servicios comerciales necesarios a tu alcance. PISO EXTERIOR, con orientación oeste en su balcón y vistas a la misma Calle General Díaz Porlier.  Amplio dormitorio, cocina totalmente equipada y baño. Acceso desde el salón al dormitorio a través de acceso sin puerta, con la cocina y el baño independientes del resto del apartamento. Gran armario empotrado en el salón y mueble mural a medida. Dispone de AIRE ACONDICIONADO, agua caliente individual gas natural, gran armario empotrado, alarma opcional.  Cama con canapé abatible para más capacidad de almacenaje.  Cocina amueblada y equipada. Es ideal como vivienda, pero cabe la posibilidad de adaptarlo como oficina o despacho. Finca con ascensor ( no es necesario para el acceso al piso ). No pierdas la oportunidad de vivir en este magnífico apartamento, una mezcla de confort, funcionabilidad y en una ubicación inmejorable, Ofrece todo lo que necesitas para cubrir todas las necesidades y disfrutar del confort y la exclusividad de uno de los mejores barrios de Madrid. LA ZONA EL piso se encuentra situado en pleno corazón de la zona más comercial del barrio de Goya. , zona privilegiada del distrito de Salamanca, a pocos metros del eje de confluencia de la calle Alcalá y Conde de Peñalver. En el mismo epicentro de la ZONA COMERCIAL de gran vitalidad, rodeada y al alcance de todos los SERVICIOS NECESARIOS, tales como restaurantes, bares, supermercados, gimnasios, toda las opciones de tiendas de moda y primeras marcas, colegios, el Corte Inglés a 50 metros y mucho más. La plaza Felipe II y el Wizink Center a dos minutos, y el maravilloso e HISTÓRICO Parque del Buen Retiro a escasos minutos a pie. Perfectas comunicaciones, con varias líneas de autobuses y Metro casi en la misma puerta ( Goya, Lista y Príncipe de Vergara ) Definitivamente, una de las zonas privilegiadas de Madrid.  Estar en Madrid, vivir en Madrid.  ¡ Te esta esperando!",False,good,False,True,11375.0,True,False,False,False,[],False,False,455000.0,€,,,flat,"Goya, Madrid",Piso en calle del General Díaz Porlier,Goya,,,,,,
108404353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/6c/16/1343477983.webp,CUARTO,10,4,233160.0,flat,sale,103.0,True,3,2,Fuentebella-San Felix-El Leguario,Madrid,Parla,Fuentebella-San Felix-El Leguario,es,40.225352,-3.777004,False,https://www.idealista.com/obra-nueva/108404353/,"""Las Terrazas del Leguario"" son 23 viviendas de VPPL en régimen de Cooperativa en una de las zonas de mayor desarrollo de Parla.  Se encuentra ubicada en la zona del Leguario, situado en el este de Parla, una zona bien comunicada con la autovía A-42 así como con las líneas de tranvía y cercanías. El proyecto se compone de viviendas de VPPL de 3 dormitorios, terraza, plaza de garaje y trastero opcional. Se trata de viviendas de diseño moderno, muy luminosas, con ventilación cruzada y doble orientación, una distribución que optimiza al máximo el espacio y solamente 0,80 m² de pasillos. Consta de salón-comedor-cocina de 31m², terraza de 10m², tres dormitorios, dos baños, lavadero, climatización por aerotermia y piscina comunitaria. La Cooperativa trabaja con costes reales sin que haya beneficio de promotor, lo que se traduce en ahorro económico para los socios: mejores viviendas a menor coste.",False,newdevelopment,True,True,2264.0,True,False,False,False,[],False,False,233160.0,€,True,True,flat,"Fuentebella-San Felix-El Leguario, Parla",Piso,,,,,,False,
106917623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/ee/f5/1297600820.webp,MLH-342,24,2,3875000.0,flat,sale,280.0,True,4,4,calle de O'Donnell,Madrid,Madrid,Barrio de Salamanca,es,40.4226575,-3.6804597,False,https://www.idealista.com/inmueble/106917623/,"¡Descubre el hogar de tus sueños en pleno corazón de Madrid! Este exclusivo piso en esquina, ubicado en la segunda planta, ofrece una experiencia de lujo incomparable con vistas directas al emblemático Parque del Retiro.  Con 280 m² de espacio cuidadosamente reformado con materiales de alta calidad, disfrutarás de una luminosidad excepcional gracias a su doble orientación sur-este. La zona social exterior está diseñada para el máximo confort, con ambientes diferenciados para el descanso y el comedor. La cocina integrada, equipada con electrodomésticos de alta gama, es perfecta para los amantes de la gastronomía. Además, cuenta con una amplia terraza donde podrás relajarte mientras contemplas las vistas al parque. La vivienda dispone de cuatro generosos dormitorios, dos de ellos con terraza, y cada uno con su baño en suite, destacando el dormitorio principal por su vestidor y numerosos armarios. Un family room añade un toque extra de comodidad para toda la familia. No faltan detalles prácticos como un aseo de cortesía, una zona de lavandería independiente, trastero y servicio de portería. Construida en 1965 y mantenida en perfecto estado, esta propiedad combina el encanto clásico con las comodidades modernas, incluyendo calefacción por bomba de frío/calor y aire acondicionado. Con clase energética D, este piso es una joya que ofrece un estilo de vida sofisticado y confortable. ¡No pierdas la oportunidad de vivir en un lugar tan especial!",False,good,False,True,13839.0,True,False,False,False,[],False,False,3875000.0,€,,,flat,"Goya, Madrid",Piso en calle de O'Donnell,Goya,,,,,,
108915513,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/fc/89/1359063872.webp,1680577000370430722,6,4,1650000.0,flat,sale,181.0,True,2,2,Barrio Argüelles,Madrid,Madrid,Moncloa,es,40.426918,-3.7209313,False,https://www.idealista.com/inmueble/108915513/,"Vivienda con encanto y diseño en Argüelles. Ubicada en un edificio con ascensor, esta vivienda exterior se sitúa en una cuarta planta y combina amplitud con estilo cuidado. La propiedad ofrece excelente ventilación cruzada y luz natural durante todo el día. El amplio salón, diseñado pensando en el confort, se conecta con una cocina semiintegrada de estética contemporánea, perfecta para disfrutar en familia o recibir invitados. Cuenta con una superficie de 181m² distribuidos en tres dormitorios, dos baños completos, un aseo de cortesía, zona de lavandería independiente. Está totalmente amueblada con proyecto de interiorismo, lo que garantiza una atmósfera estética y funcional lista para entrar a vivir.",False,good,False,True,9116.0,False,False,False,False,[],False,False,1650000.0,€,,,flat,"Argüelles, Madrid",Piso,Argüelles,,,,,,
108846044,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/5a/d6/1357711853.webp,,84,4,630000.0,penthouse,sale,185.0,True,2,2,paseo de Valdelasfuentes,Madrid,Alcobendas,Norte,es,40.5492903,-3.652942,False,https://www.idealista.com/inmueble/108846044/,"¡Descubre tu nuevo hogar en Valdelasfuentes! Este espectacular ático en perfecto estado te ofrece 90 m² útiles de vivienda y un impresionante espacio exterior de 90 m² en la planta superior. Con 2 amplios dormitorios y 2 baños exteriores, uno de ellos tipo suite, disfrutarás de la comodidad y privacidad que te mereces. La cocina, totalmente equipada, cuenta con salida a un tendedero cubierto y tiene espacio suficiente para una mesa y sillas, ideal para compartir momentos inolvidables. El amplio recibidor da la bienvenida a un hogar lleno de luz, con puertas y rodapiés lacados en blanco que aportan un toque moderno. El aire acondicionado por conducto en todas las estancias asegura un ambiente agradable durante todo el año. Además, la planta superior está acondicionada para cerramientos y baños, lo que te brinda la posibilidad de personalizar aún más este magnífico espacio. Imagina disfrutar de tu terraza privada, perfecta para crear diferentes ambientes: una zona de comedor para cenas al aire libre, un solárium para tomar el sol y un rincón de relax para desconectar. La ducha de agua fría y caliente en la zona solárium añade un plus de confort en esos días calurosos. La urbanización cerrada cuenta con piscina y césped natural, ideal para disfrutar de días soleados. La propiedad incluye 2 plazas de garaje y un trastero, todo en el precio. Su ubicación es inmejorable, junto a Renfe Valdelasfuentes y a escasos metros de metro Norte. La zona está muy consolidada, con comercios, centro de salud, polideportivo, colegios y guarderías. Parques infantiles y grandes espacios de juegos, lo que la convierte en una opción perfecta para familias.  1% DE HONORARIOS DE AGENCIA.",True,good,False,True,3405.0,False,False,False,False,[],False,False,630000.0,€,True,True,flat,"Norte, Alcobendas",Ático en paseo de Valdelasfuentes,,penthouse,,,,,
108857690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/37/67/1357175989.webp,,60,2,630000.0,flat,sale,160.0,True,3,2,calle Higuera,Madrid,Las Rozas de Madrid,El Cantizal,es,40.5182,-3.9278036,False,https://www.idealista.com/inmueble/108857690/,"Vivienda de tres dormitorios y dos cuartos de baño completos en las Rozas, zona completamente residencial, tranquila, cerca de todo pero lo suficientemente alejada de la ciudad y su estrés. La vivienda en una segunda planta, situada en una urbanización cerrada con piscina, tanto infantil como para adultos, protegida y vigilada por socorrista. La urbanización cuenta además con portero físico y video vigilancia, con un amplio gimnasio, sala de juntas y mucha zona verde y zonas infantil para los más pequeños. Cuatro vecinos por planta, ascensor y un amplio hall de entrada con armario empotrado. Desde dicho hall de entrada accedemos a la cocina, al salón comedor y al pasillo que conduce a los baños y a las tres habitaciones. La cocina, amplia con suficiente espacio para una mesa y varias sillas donde desayunar o comer entre semana. Muchos muebles de almacenamiento y todos los electrodomésticos necesarios, tendedero a través de una de las dos ventanas que dispone esta estancia y con vistas a las zonas comunes. Disponemos de una gran encimera para los amantes de la cocina y para poder colocar todos los pequeños aparatos necesarios. El salón comedor, de forma totalmente rectangular permite amueblarlo de manera que queden bien diferenciadas las dos zonas, zona de comer y zona de estar. En la zona de comer, entra perfectamente una mesa para seis comensales, mientras que en la zona de estar podemos colocar un gran sofá que queda sitio suficiente para no sentirse angustiado por falta de espacio. Desde dicho salón comedor, podemos salir a una amplia y muy soleada terraza. Terraza que dispone de espacio para una mesa y varios comensales, para hamacas y/o sillas bajas para disfrutar de las vistas y de las noches de verano.  Una vez pasado el salón comedor, accedemos tras el pasillo a un cuarto de baño completo con bañera, las habitaciones tienen armarios empotrados altos y la del dormitorio principal un espacio extra a modo de vestidor. Las tras habitaciones dan a las zonas comunes, tienen mucha luz y con sus grandes ventanas, nos aseguramos buena ventilación. El baño en suite con la habitación principal, en lugar de bañera, tiene un gran plato de ducha y además ventilación natural. En el salón comedor tenemos aire acondicionado. El suelo de toda la vivienda es de tarima de roble acuchillable, salvo en baños y cocina que tenemos suelo de gres. Paredes lisas y fácil de pintar, puertas de roble y armarios completamente revestidos, la carpintería exterior es de aluminio con climalit. La vivienda cuenta anexa una plaza de garaje y un trastero bastante amplio. En cuanto a la zona tenemos: Supermercados ALCAMPO, MERCADONA, DIA Centro Comercial ZOCO, Centro Comercial El Palmeral, Las Rozas Village,  Las Rozas The Style Outlet, Centro de Ocio Heron City,  COLEGIOS, distancias andando: A 12 minutos Colegio Público, hasta Secundaria, EL CANTIZAL A 20 minutos Colegio Público, hasta Primaria, LOS OLIVOS A 20 minutos Colegio Público, hasta Primaria MARIO VARGAS LLOSA A 20 minutos Colegio Privado, hasta Bachillerato ZOLA LAS ROZAS COLEGIOS; Colegio Privado, hasta Bachillerato LOGOS INTERNACIONAL Colegio Público, hasta Primaria LA ENCINA, Colegio Público, hasta Primaria LOS JARALES MONTERROZAS, Colegio Concertado, hasta Bachillerato PUNTA GALEA, Colegio Privado, hasta Bachillerato ORVALLE,Colegio Privado, hasta Bachillerato GSD LAS ROZAS, Colegio Privado, hasta Bachillerato ESCUELA LIBRE MICAEL, Colegio Privado, hasta Bachillerato BALDER LINEAS AUTOBUSES, 1 - Las Rozas-Urbanización Molino de la Hoz 661 - Madrid (Moncloa)-San Lorenzo de El Escorial (Por Galapagar) 661A – Madrid (Moncloa)-Galapagar 662 - Madrid (Moncloa)-Urb. Molino de la Hoz A 8 minutos en coche 2 - Las Rozas-Monte Rozas-El Encinar 620 - Las Matas-Hospital Puerta de Hierro 625 - Madrid (Moncloa)-Monte Rozas ESTACION DE TREN LAS ROZAS, a 13 minutos en coche.",True,good,False,True,3938.0,True,False,True,False,[],False,False,630000.0,€,True,True,flat,"El Cantizal, Las Rozas de Madrid",Piso en calle Higuera,El Cantizal,,,,,,
108810638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/9e/1b/1355803431.webp,JC148 - Holanda,36,,200000.0,chalet,sale,157.0,,3,2,CL HOLANDA,Madrid,Colmenar de Oreja,,es,40.0734279,-3.4525766,False,https://www.idealista.com/inmueble/108810638/,"¡OPORTUNIDAD! ¡Conseguimos tu FINANCIACIÓN! JC SOLUCIONES INMOBILIARIAS vende fantástico y luminoso chalet independiente de 157m² construidos y parcela de 573m² en urbanización privada a las afueras del municipio de Colmenar de Oreja (Madrid). La vivienda dispone de planta principal y planta sótano, ambas con entradas independientes desde el exterior pero conectadas por escalera interior. La planta principal se distribuye en espacioso hall de entrada, amplio salón con cocina americana, tres estupendas habitaciones, dos baños completos (uno en suite en habitación principal), sótano, garaje, trastero, cenador, zona de barbacoa y amplia zona ajardinada.  La parcela dispone de 573m², con espacio de sobra para acometer la obra de una piscina o instalar una portátil de grandes dimensiones (incluida). Dispone también de zona ajardinada, zona de barbacoa con cenador techado, riego automático por goteo, zona de invernadero/huerto, varias salidas de agua, iluminación exterior, portones exteriores correderos metálicos para acceso tanto a parcela como a sótano.. .  Ventanas de aluminio CLIMALIT con mosquiteras (varias de ellas oscilobatientes), suelos de gres, calefacción por Gas-Oil o Pellet indistintamente (Hidro-estufa de pellet de altas prestaciones y Caldera de Gas-Oil con depósito de 1.000lt), radiadores de aluminio, armarios empotrados en todas las habitaciones, trastero, paredes lisas, sótano ampliable.. . La vivienda se ubica en la reconocida urbanización Valle de San Juan, con seguridad privada 24 horas. Situada a escasos km. del municipio de Colmenar de Oreja y a 35/40 minutos de Madrid Capital. Muy cerca también de los municipios de Chinchón y Aranjuez. Perfectamente comunicado por autobuses, con el Hospital del Tajo y numerosos servicios en la zona y en el municipio de Colmenar de Oreja (colegios, comercios, restauración, centro de salud, polideportivo…). ¿A qué estás esperando para iniciar tu nueva vida? Ponte en contacto para ampliar información o realizar una visita. Disponemos de facilidades para la FINANCIACIÓN de tu nueva propiedad.  Honorarios por gestión inmobiliaria no incluidos (2% del precio de venta más IVA).  JC Soluciones Inmobiliarias. Cumplimos tus deseos. Hacemos realidad tus sueños.",True,good,False,,1274.0,True,False,False,False,[],False,False,200000.0,€,True,True,chalet,Colmenar de Oreja,Casa independiente en Cl Holanda,,independantHouse,,,,,
108269062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/b7/e8/1339064576.webp,ISASANTA,44,bj,259000.0,flat,sale,54.0,True,2,1,avenida de Santa Eugenia,Madrid,Madrid,Villa de Vallecas,es,40.3862713,-3.6109326,False,https://www.idealista.com/inmueble/108269062/,"¡RIMAN HOUSE GESTIONES INMOBILIARIAS TE PRESENTAMOS ESTE INCREIBLE PISO COMPLETAMENTE REFORMADO EN UNA DE LAS MEJORES ZONAS DE SANTA EUGENIA! ¡Tu nuevo hogar te espera! Cuenta con: ✨ Salón con cocina americana totalmente amueblada, barra comedor y aire acondicionado bomba frío/calor. Es exterior, con ventana de 2x2 y unas preciosas vistas a una zona ajardinada. ✨ Dos habitaciones, una de ellas es doble, exterior, también con una ventana de 2x2 y unas preciosas vistas a una zona ajardinada con armario empotrado, toma para TV y aire acondicionado bomba frío/calor. ✨ La segunda habitación es individual, con armario empotrado y también cuenta con ventana. Baño moderno totalmente equipado y toallero radiador. Alarma. Calefacción eléctrica en todas las estancias. ✨ La ubicación es inmejorable, justo enfrente de la vivienda se encuentra: Renfe Santa Eugenia Mercadona Gimnasio Altafit Aldi Ahorramas  Hospital Universitario Infanta Leonor Tiene fácil acceso a la A3 y M30 M40 M50. GASTOS DE COMINIDAD: 60€ GASTOS DE IBI ANUAL: 200€ ✨ ¡Expertos en financiación! Realizamos un estudio previo gratuito para ayudarte a conseguir las mejores condiciones, de forma eficaz, segura y personalizada. ✨ Te ayudamos a encontrar el hogar ideal para tu familia, al mejor precio y con total confianza. No dejes pasar esta oportunidad única de vivir en un piso que lo tiene todo: ✨ Diseño | ✨ Comodidad | ✨ Ubicación | Calidad ✨ ¡Contáctanos y agenda tu visita sin compromiso!",True,good,False,False,4796.0,True,False,False,False,[],False,False,259000.0,€,,,flat,"Santa Eugenia, Madrid",Piso en avenida de Santa Eugenia,Santa Eugenia,,,,,,
108669077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/90/66/1352084711.webp,MADV2508,26,4,775000.0,penthouse,sale,116.0,True,3,2,glorieta de Cuatro Caminos,Madrid,Madrid,Tetuán,es,40.4484645,-3.7030549,False,https://www.idealista.com/inmueble/108669077/,"¡SITIUM te presenta una oportunidad única en plena Glorieta de Cuatro Caminos! Descubre este luminoso piso todo exterior de 99 m2 útiles, a mayores cuenta con un espectacular terrazón de 42 m² útiles con vistas a la calle Doctor Santero, perfecto para disfrutar del aire libre sin salir de casa. Con 116 m² construidos, esta vivienda situada en una cuarta planta exterior con ascensor es ideal para quien busca amplitud, buena ubicación y un espacio con gran potencial. Ubicado en una de las zonas más emblemáticas del distrito de Tetuán, este piso ofrece la posibilidad de crear el hogar que siempre has querido. Actualmente, la vivienda se distribuye en 3 habitaciones (antes 4), todas con armarios empotrados, 2 baños, salón, cocina y una amplia terraza. Además, cuenta con aire acondicionado en todas las estancias para tu mayor comodidad. El edificio, construido en 1966, se encuentra en buen estado de conservación, con calefacción central por gas natural individualizada y doble acceso tanto desde la Glorieta de Cuatro Caminos como desde la calle Doctor Santero. Aunque la vivienda necesita una reforma, esto la convierte en una excelente oportunidad para personalizar cada rincón a tu gusto. Ideal tanto para vivir como para invertir en una de las zonas con más demanda de Madrid. Incluye opción de plaza de garaje para coche pequeño en la cercana calle Maudes, por solo 15.000 € adicionales. Y, por supuesto, no podemos dejar de destacar su ubicación privilegiada: Cuatro Caminos es una zona consolidada y dinámica, con una excelente conectividad gracias a las líneas de metro 1, 2 y 6, múltiples líneas de autobuses y fácil acceso a las principales vías de la ciudad. Rodeado de comercios, restaurantes, supermercados, centros deportivos y una amplia oferta de ocio, este barrio lo tiene todo. Una vivienda con muchas posibilidades, en una zona con vida propia y un sinfín de ventajas. ¡No dejes pasar esta oportunidad de vivir o invertir en uno de los rincones con más carácter de Madrid!",True,renew,False,True,6681.0,True,False,False,False,[],False,False,775000.0,€,True,False,flat,"Cuatro Caminos, Madrid",Ático en glorieta de Cuatro Caminos,Cuatro Caminos,penthouse,,,,,15000.0
108728360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/47/88/1353595113.webp,,40,1,439000.0,flat,sale,72.0,True,2,1,"CL REYES AIZQUIBEL, 16",Madrid,Madrid,Tetuán,es,40.4683559,-3.707522,True,https://www.idealista.com/inmueble/108728360/,"Se vende vivienda recién reformada de 2 dormitorios, 1 baño completo, cocina independiente, hall de entrada y salón-comedor, con una superficie construida de 71 m2 en planta primera, con trastero y plaza de garaje incluidos en el precio en la C/Reyes Aizquibel, junto a las Torres de Pº de la Dirección (Valdeacederas). La vivienda cuenta con caldera de gas individual (a estrenar) para agua caliente y calefacción, tiene preinstalación de aire acondicionado por conductos, suelos de tarima laminada y rodapié lacado blanco (10 cm), armario empotrado, carpintería exterior de aluminio. La cocina se entrega sin amueblar. El edificio tiene ascensor desde planta de garaje en sótano -1 hasta planta tercera o ático. La vivienda dispone de un trastero de 3,5 m2 de superficie y se vende junto a una plaza de garaje en sótano -1. Hay opción de comprar una plaza de garaje adicional en garaje en superficie (parte posterior del propio edificio). Los gastos de comunidad de la vivienda son 68. -€/mes y de 10. -€/mes para la plaza de garaje.  El IBI asciende a 375. -€ para la vivienda y a 38. -€ para la plaza de garaje. La vivienda pertenece a un edificio construido en el año 2006 de 16 viviendas distribuidos en 2 portales. ** Disponemos de otras 2 viviendas en venta en el mismo edificio de similares características (2-d y 1-b) y superficie en planta primera y segunda, también con trastero y plaza de garaje incluidas en el precio. ** La vivienda se encuentra en una zona de expansión de la capital y muy bien comunicada, junto al eje de Paseo de la Dirección y C/Marqués de Viana, Avda. de Asturias y C/Sinesio Delgado, muy próxima a la estación de Chamartín, al barrio del Pilar (C. C. La Vaguada), 4 Torres, Plaza de Castilla (intercambiador de transportes), Paseo de la Castellana y con buenos accesos a la M-30 (norte A-1, Colmenar Viejo, noroeste A-6 y sur) y M-11 Aeropuerto y M-40.",False,good,False,True,6097.0,True,False,False,False,[],False,False,439000.0,€,True,True,flat,"Valdeacederas, Madrid","Piso en Cl Reyes Aizquibel, 16",Valdeacederas,,,,,,
106322462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/9d/4d/1279369875.webp,1177,23,1,795000.0,flat,sale,95.0,True,2,2,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,40.4367652,-3.6990358,False,https://www.idealista.com/inmueble/106322462/,"SSH presenta encantador piso exterior de 95 m² con una distribución moderna y funcional. La cocina está abierta al salón, creando un espacio diáfano y luminoso. Además, dispone de un pequeño cuarto de lavandería. El inmueble cuenta con dos habitaciones con armarios empotrados y dos baños completos, proporcionando comodidad y practicidad para sus residentes. Vivir en Trafalgar, Chamberí es disfrutar de uno de los barrios más encantadores y céntricos de Madrid. Con sus calles arboladas, arquitectura clásica y una amplia oferta de restaurantes, tiendas y servicios, Trafalgar combina la vida urbana con un ambiente residencial acogedor. La zona está bien conectada por transporte público, facilitando el acceso a otros puntos de la ciudad.",True,good,False,True,8368.0,True,False,False,False,[],False,False,795000.0,€,,,flat,"Trafalgar, Madrid",Piso en calle de Santa Engracia,Trafalgar,,,,,,
108374437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/b8/4a/1342204835.webp,,25,2,450000.0,studio,sale,58.0,True,0,1,"calle de Roma, 21",Madrid,Madrid,Barrio de Salamanca,es,40.4312134,-3.6649333,True,https://www.idealista.com/inmueble/108374437/,"OPORTUNIDAD! Magnifico piso moderno y funcional ubicado dentro de una finca construida en 2007, finca que cuenta con zonas ajardinadas, servicio exclusivo de portería todos los días de la semana, garaje dentro del edificio y trastero. Zona muy bien comunicada tanto por metro como por autobuses. Zona con todos los servicios tanto de primera necesidad como de ocio. Segunda planta. Nos encontramos al entrar con un amplio y acogedor salón dormitorio con cocina completamente integrada en el espacio, completamente equipada y baño. Dentro del salón tenemos la escalera semicircular privada que nos lleva a la estupenda terraza donde disfrutar de un oasis privado. Vivienda que cuetna con calefacción y aire por conductos  Vivienda que cuenta con plaza de garaje y trastero dentro del edificio,  MERECE LA PENA VISITARLO.",False,good,False,True,7759.0,True,False,False,False,[],False,False,450000.0,€,True,True,flat,"Guindalera, Madrid","Estudio en calle de Roma, 21",Guindalera,studio,,,,,
