propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108716718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/2b/a4/1353013222.webp,,1,510000.0,flat,sale,77.0,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,40.4143481,-3.7006024,False,https://www.idealista.com/inmueble/108716718/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este magnífico y luminoso piso de 77 m² es ideal para quienes buscan comodidad y estilo. Con 2 acogedoras habitaciones, cada una equipada con armarios empotrados, y 2 baños completos, este espacio está diseñado para maximizar tu confort. El amplio salón, bañado por la luz natural que entra a través de sus grandes ventanales, te llevará a dos espectaculares balcónes con vistas que te dejarán sin aliento. La cocina, totalmente equipada con electrodomésticos incluidos, es perfecta para los amantes de la gastronomía. Además, el hall de entrada añade un toque de elegancia a la propiedad. Con su suelo de tarima, ventanas Climalit y puerta blindada, este piso combina seguridad y modernidad en un entorno clásico.  Ubicado en una zona privilegiada, estarás a pocos pasos de la estación de metro Antón Martín, con fácil acceso a paradas de taxis y líneas de autobús. La cercanía a centros comerciales como la Galería Canalejas, museos emblemáticos como el Museo del Prado y el Reina Sofía, así como teatros y parques, hacen de esta ubicación un lugar inmejorable para disfrutar de la vida urbana.  No dejes pasar la oportunidad de vivir en un piso que lo tiene todo: estilo, confort y una ubicación inigualable. ¡Ven a verlo y enamórate!",False,good,False,6623.0,False,False,False,False,[],False,False,510000.0,€,flat,,"Huertas-Cortes, Madrid",Piso,Destacado,,,1,True,False,Huertas-Cortes,,,,
108566738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/dd/02/1348652148.webp,RP2842025138739,8,122500.0,flat,sale,61.0,2,1,calle de Godella,Madrid,Madrid,Villaverde,es,40.3427786,-3.6899799,False,https://www.idealista.com/inmueble/108566738/,"Redpiso San Cristobal de los Ángeles, inscrito en el RAIN: 000517/20. En venta este inmueble de 61m², ubicado en una 4º planta SIN ASCENSOR. Consta de 2 dormitorios, salón, terraza, tendedero, cocina y baño. VEN A VISITARLO. San Cristóbal de los Ángeles es un barrio del extrarradio de Madrid, humilde y lleno de vida. Rodeado de grandes zonas verdes, como nuestro precioso parque, conocido por su estanque. Un lugar ideal para pasear, hacer deporte o celebraciones al aire libre. La zona cuenta con comercios muy variados, un amplio mercado y dos supermercados, además de zonas para practicar deporte, como son una cancha de baloncesto, pistas donde poder jugar al tenis y un gran campo de futbol donde los pequeños pueden practicar y aprender su deporte favorito. También cuenta con varios colegios cercanos y un centro de educación secundaria. El barrio tiene muy buena comunicación, dos líneas de autobuses de la EMT (59 Y 79) y Metro ( Linea 3) parada San Cristóbal de los Ángeles, a 15 minutos de Sol. También contamos con parada de Cercanías RENFE, tan solo a 11 minutos de la estación de Atocha y 14 minutos de Sol. Carretera salida a la avenida de Andalucía con salidas próximas a la M30, M40, M45, M50. En el barrio se encuentran situados el Centro de Salud San Cristóbal y el Hospital de día Villaverde. El hospital 12 de Octubre está a diez minutos.",False,good,False,2008.0,False,False,False,False,[],False,False,122500.0,€,flat,,"San Cristóbal, Madrid",Piso en calle de Godella,Destacado,,,4,True,False,San Cristóbal,,,,
107401507,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/37/6e/1311777413.webp,RP2742025135056,16,430000.0,penthouse,sale,140.0,3,2,Barrio Parque oeste - Fuente Cisneros,Madrid,Alcorcón,Parque oeste - Fuente Cisneros,es,40.3386693,-3.853685,False,https://www.idealista.com/inmueble/107401507/,"¿Estás pensando en dar el paso y comprar un precioso ático dúplex? ¡Estás de suerte! Ático dúplex exterior, muy luminoso, con 3 dormitorios, 2 baños, un aseo, salón independiente, cocina con tendedero y 3 terrazas. PLANTA BAJA: Cocina con tendedero cubierto, aseo, dormitorio, baño completo y salón independiente de 25 m2 con acceso a una terraza de 18 m2. Orientación Este, con vistas completamente despejadas. PLANTA SUPERIOR: Amplio recibidor con armario empotrado de 2 cuerpos, 2 dormitorios, con salida a terraza de 8 m2, siendo el más grande de 16 m2, con baño completo en suite. Orientación Oeste.  Todos los dormitorios cuentan con armarios empotrados y, adicionalmente, encontramos otro baño completo para dar servicio a los dormitorios secundarios. Toda la vivienda cuenta con sistema de aire acondicionado por conductos, calefacción individual de Gas Natural. En urbanización privada con amplias zonas comunes que incluye, piscina comunitaria con puente de madrera y piscina infantil, gimnasio, dos pistas de pádel, cancha de futbol y baloncesto, parque infantil y zonas ajardinadas, cuarto de basuras, servicio de limpieza y jardinería, buzones citibox para paquetería. seguridad 24h y video vigilancia, portero físico 24h. Amplias zonas verdes y deportivas alrededor, parques infantiles, colegios. Muy próximo, zona comercial X-Madrid, paradas de autobús, próximo a paradas de metro (Alcorcón central), cercanías (las retamas). No pierdas la oportunidad de visitar tu próxima vivienda, ¡NO TE ARREPENTIRÁS!  ¡SI NECESITAS FINANCIACIÓN, DISPONEMOS DE UN DEPARTAMENTO FINANCIERO QUE PUEDE OFRECERTE HASTA EL 100%! No dudes en contactar con nosotros para ampliar información.  “Redpiso, tu hogar nuestro compromiso” *El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,3071.0,False,False,False,False,[],False,False,430000.0,€,flat,penthouse,"Parque oeste - Fuente Cisneros, Alcorcón",Ático,Destacado,True,True,6,True,True,Parque oeste - Fuente Cisneros,440000.0,10000.0,2.0,
108406742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/90/6d/1343858643.webp,,10,4250000.0,flat,sale,257.0,3,4,Barrio Jerónimos,Madrid,Madrid,Retiro,es,40.4157958,-3.6892679,False,https://www.idealista.com/inmueble/108406742/,"Exclusiva residencia ubicada en el corazón del distinguido Barrio de los Jerónimos en Madrid, se presenta como una oportunidad de vivir en una propiedad elegante y original.  Situada en una de sus calles más emblemáticas y en una magnífica finca clásica con excelente fachada y buen portal, esta propiedad fusiona la sofisticación clásica con el lujo contemporáneo y vanguardista. La disposición de esta propiedad esta diseñada para obtener el máximo aprovechamiento de los espacios y con ello proporcionar un gran confort.  Esta propiedad esta situada en una segunda planta con casi altura de tercera planta, gracias a sus techos altos, se encuentra totalmente reformada con materiales de calidad y las vistas son realmente excepcionales y privilegiadas.  Hall entrada amplio con acceso a zona de recibo compuesta por un salón de buenas dimensiones con 3 balcones de estilo francés a la calle, con excelente orientación, otro ambiente de salón que puede ser tv room o comedor independiente.  Cocina junto ala zona de recibo pero situada en ambiente separado con un comedor de diario abierto, totalmente reformada y amueblada, orientada a un gran patio muy luminoso.  Aseo de invitados y lavandería independiente. La zona de descanso esta compuesta por 3 habitaciones en suite, todas amplias con armarios empotrados, siendo la principal de gran tamaño con zona de vestidor.  Edificio con calefacción central y portero físico.",False,good,False,16537.0,False,False,False,False,[],False,False,4250000.0,€,flat,,"Jerónimos, Madrid",Piso,Destacado,,,2,True,True,Jerónimos,,,,
107852161,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/b0/5c/1326245063.webp,,4,2250000.0,flat,sale,255.0,5,3,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,40.430142,-3.6985362,False,https://www.idealista.com/inmueble/107852161/,"Amplia vivienda a reformar en finca representativa en Trafalgar Se ofrece en venta una magnífica oportunidad en una de las zonas más codiciadas de Chamberí: el barrio de Trafalgar. La vivienda, ubicada en una quinta planta de 255 m², destaca por su excelente luminosidad en todas las estancias gracias a su altura y distribución exterior. El piso se encuentra completamente a reformar, lo que permite una gran versatilidad a la hora de redistribuir los espacios y adaptar el inmueble a las necesidades y gustos del comprador. Las posibilidades de reforma son excepcionales para crear una vivienda de lujo en una ubicación inmejorable. La finca, de carácter moderno, cuenta con servicio de portería y se encuentra en perfecto estado de conservación. Además, el precio incluye una plaza de garaje en el mismo edificio y un trastero, lo que aporta un valor añadido muy significativo en la zona. Una excelente inversión tanto para vivienda habitual como para proyecto de alta rentabilidad.",False,renew,False,8824.0,False,False,False,False,[],False,False,2250000.0,€,flat,,"Trafalgar, Madrid",Piso,Destacado,True,True,4,True,True,Trafalgar,,,,
108295282,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/3f/cf/1339843861.webp,RP1952025138192,12,154000.0,flat,sale,99.0,2,1,Centro,Madrid,Valdemoro,Centro,es,40.1905462,-3.6823355,False,https://www.idealista.com/inmueble/108295282/,"Redpiso vende esta estupenda vivienda con plaza de garaje en el Centro de Valdemoro. ESTA VIVIENDA SE ENCUENTRA ACTUALMENTE ALQUILADA CON CONTRATO EN VIGOR Y NO SE PUEDE VISITAR POR EL MOMENTO  En el anuncio se presentan fotos de la vivienda. La propiedad se vende con el inquilino dentro la cual puede ser una excelente opción para aquellos interesados en una inversión con ingresos positivos garantizados. El contrato de alquiler tiene vigencia hasta mayo del 2028 y actualmente la mensualidad es de 550€ En el Precio de Venta no se incluyen los gastos de Gestoría, Notaría, Registro, I. T. P. (Impuesto de Transmisiones Patrimoniales) y Honorarios de la Agencia por Intermediación Inmobiliaria. ***.",False,good,False,1556.0,False,False,False,False,[],False,False,154000.0,€,flat,,"Centro, Valdemoro",Piso,Destacado,True,True,3,True,False,,164000.0,10000.0,6.0,
106304905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/5c/a4/1278824584.webp,,9,3400000.0,flat,sale,330.0,4,4,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4244164,-3.67993,False,https://www.idealista.com/inmueble/106304905/,"Piso de lujo a tan solo unos pasos del icónico Parque del Retiro, en una de las ubicaciones más prestigiosas de Madrid. Con 330 metros catastrales, esta propiedad es ideal para una familia que busque un hogar amplio, moderno y lleno de luz natural. El piso se entrega completamente renovado y amueblado de diseño con calidades extraordinarias, destacando por su diseño contemporáneo y los más altos estándares de calidad. La vivienda dispone de cuatro amplios dormitorios, tres baños y un aseo de cortesía. Además dispone de zona de servicio en suite y puerta de servicio con montacargas.  La zona de día es uno de los principales atractivos de esta vivienda. Un amplio salón con terraza y cocina americana, abierta al salón, combinando estilo y funcionalidad, ideal para disfrutar de la vida diaria y recibir invitados. Además, la propiedad incluye una plaza de garaje y servicio de portería. *Para mas información póngase en contacto con nosotros, las fotos son de referencia y no corresponden al estado actual del piso.",False,good,False,10303.0,False,False,False,False,[],False,False,3400000.0,€,flat,,"Goya, Madrid",Piso,Destacado,True,True,5,True,True,Goya,,,,
108392936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/65/24/1342814243.webp,AG02323,35,620000.0,flat,sale,80.0,2,1,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,40.4551559,-3.6776819,False,https://www.idealista.com/inmueble/108392936/,"Look&Find Chamartin ofrece un atractivo piso exterior en venta en la codiciada zona de Hispanoamérica, Madrid. Este inmueble es una oportunidad excepcional para quienes buscan comodidad y modernidad en una de las áreas más demandadas de la capital. Ubicado en la primera planta de un buen edificio, con dos dormitorios, un baño amplio, cocina con office y salida a un patio de uso y disfrute, y un salón-comedor exterior, con luz.  El piso dispone de dos amplias habitaciones, ideales para una familia pequeña o para aquellas personas que deseen contar con un espacio adicional para invitados o como despacho. Cada habitación está diseñada para aprovechar al máximo la luz natural, garantizando un ambiente acogedor y agradable en toda la vivienda. Suelos de parquet, aire acondicionado, calefacción de gas natural y armarios empotrados vestidos.  La ubicación es uno de los puntos más fuertes de este piso. La zona de Hispanoamérica es bien conocida por sus excelentes conexiones de transporte, lo que facilita la movilidad tanto en transporte público como en vehículo privado. A escasos minutos a pie se encuentra una parada de metro de Colombia, y numerosas líneas de autobuses, permitiendo llegar al corazón de Madrid de manera rápida y eficiente. Tiene conexión directa con el Aeropuerto, y una excelente conexión con la M30 a escasos minutos del inmueble.  La zona ofrece una amplia gama de servicios y comodidades que complementan el atractivo de esta propiedad. Zona de moda y con una alta demanda, encontramos todo lo necesario para el día a día. Con comercios de siempre, y vanguardistas. Comercios, parques, farmacias, gimnasios, centros de yoga, centros estéticos, buenos colegios y guarderías, y junto al Mercado de Chamartín y el Hospital San Rafael. También a pocos minutos se encuentra el Parque de Berlín, para disfrutar de la naturaleza, con ambiente familiar. Hispanoamérica, reconocida por su tranquilidad y seguridad, convirtiéndola en un entorno ideal para vivir.  En definitiva, este inmueble es una excelente inversión tanto para vivir como para alquilar, dada la alta demanda de pisos en la zona de Hispanoamérica. Las características del piso, sumadas a su inigualable ubicación, hacen de esta, una oportunidad única que merece ser considerada por cualquier interesado en adquirir una propiedad en Madrid.   LOOK & FIND, empresa líder del sector. Más de 38 años asesorando en la Compra, Venta y Alquiler de todo tipo de inmuebles. Miembro fundador del MLS (Multiple Listing Service) con certificación de calidad ISO 9001:2015. Te esperamos en la calle Oruro Nº 4.  LOOK & FIND primera red inmobiliaria.",False,renew,False,7750.0,False,False,False,False,[],False,False,620000.0,€,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso,Destacado,,,1,True,True,Bernabéu-Hispanoamérica,,,,
105503917,,956582367,0,278000.0,studio,sale,28.0,0,1,calle de la Puebla,Madrid,Madrid,Centro,es,40.4215331,-3.703359,False,https://www.idealista.com/inmueble/105503917/,"ESRIV inmobiliaria tiene el placer de presentar en exclusiva este espectacular estudio en la zona más demandada de Madrid junto a la Gran Vía.  Es idóneo para inversores que busquen una alta rentabilidad en Madrid ya que la vivienda esta organizada de una forma donde cada metro cuadrado es especial, desde su entrada podrás acceder al salón-comedor en el que están todas las necesidades como mesa, sofá-cama y al final de este verás la cocina equipada con lavadora, placa y microondas. Al final de este salón accederás al baño con bañera incluida.  Todo esto mientras cuentas con la luminosidad que entra desde su ventanal que da a un patio interior y tranquilo. Contáctanos para tu visita!",True,good,False,9929.0,False,False,False,False,[],False,False,278000.0,€,flat,studio,"Malasaña-Universidad, Madrid",Estudio en calle de la Puebla,Destacado,,,2,False,False,Malasaña-Universidad,,,,
108491463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/48/52/1348437140.webp,RP392025138800,14,289000.0,duplex,sale,80.0,3,1,calle de Amparo Usera,Madrid,Madrid,Usera,es,40.3875865,-3.703,False,https://www.idealista.com/inmueble/108491463/,"REDPISO USERA MADRID RIO VENDE EN EXCLUSIVA oportunidad única en Calle Amparo Usera. Es un DUPLEX EN SEGUNDA PLANTA EXTERIOR CON ASCENSOR que consta de tres dormitorios, salón amplio, cocina equipada y un baño. Tiene calefacción individual y aire acondicionado. La vivienda está para entrar a vivir siendo tanto por ubicación como por características inmejorable para familias o inversores. Cercano a líneas EMT, comercios, centros educativos, a escasos minutos de Centro Comercial y Parque Madrid Rio. Glorieta de Cádiz a 5 minutos a pie. No pierda la oportunidad y venga a visitarlo.",False,good,False,3613.0,False,False,False,False,[],False,False,289000.0,€,flat,duplex,"Moscardó, Madrid",Dúplex en calle de Amparo Usera,Destacado,,,2,True,True,Moscardó,,,,
102390069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/e8/8a/1154081016.webp,RP3112023117852,20,99000.0,chalet,sale,232.0,3,1,calle de la Iglesia,Madrid,Cadalso de los Vidrios,,es,40.3026201,-4.4414536,False,https://www.idealista.com/inmueble/102390069/,"REDPISO MADRID SUROESTE le ofrece en venta casa adosada en Cadalso de los Vidrios, municipio de la Sierra Oeste de Madrid. La casa consta de 232m² distribuidos en dos plantas y buhardilla con dos salones de paso, tres habitaciones cocina y un baño. Casa con comercio en planta baja adherido a la vivienda.  Necesita reforma íntegra, pero es una muy buena oportunidad de negocio y vivienda. Oferta interesante por estar ubicada en pleno centro del pueblo, en zona céntrica rodeada de todos los servicios a su alcance. En una pequeña y encantadora localidad alejada del bullicio de la ciudad. ¡PRECIO NEGOCIABLE! La localidad de Cadalso de los Vidrios se encuentra a unos 80km. de Madrid. En un entorno natural que combina olivos y viñedos en un paisaje de abundante vegetación arbórea completa de pinos y encinas.  Población con varios bienes de interés cultural como es el Palacio de Villena y sus jardines, la Iglesia de Nuestra Señora de la Asunción, Fuente de los Álamos.. . En los alrededores de Cadalso de los Vidrios, también podrá encontrar interesantes y variadas rutas para la práctica del senderismo. No muy lejos se encuentra el Embalse de San Juan y el Valle de Iruelas, a orillas del Embalse de Burguillo.  A Cadalso de los Vidrios se llega por carretera: N-V hasta enlazar con la M-507. Vía secundaria: N-V, salida San José de Valderas, para coger la C-501 hasta enlazar con una de las siguientes: la M-541 a la altura de Pelayos de la Presa, la N-403 a la altura de San Martín de Valdeiglesias hasta enlazar con la M-542 o directamente por la M-542 pasado San Martín de Valdeiglesias.  Por transporte público: Autobús lineas 545 y 546 desde la estación de autobuses de Príncipe Pio de Madrid. ¡No dude en contactar con nosotros para ampliar la información o concertar una visita para conocer la vivienda!",False,renew,False,427.0,False,False,False,False,[],False,False,99000.0,€,chalet,independantHouse,Cadalso de los Vidrios,Casa independiente en calle de la Iglesia,Destacado,,,,,,,,,,
108404107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/11/f7/1352741442.webp,MAD186-25,20,257000.0,flat,sale,65.0,3,1,Barrio Fontarrón,Madrid,Madrid,Moratalaz,es,40.4000785,-3.643048,False,https://www.idealista.com/inmueble/108404107/,"Exclusivas Romero comercializa en Exclusiva vivienda en Moratalaz.  El inmueble cuenta con una superficie de 60m2 y se distribuye de la siguiente manera: Hall de entrada, cocina amueblada, salón-comedor de, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda exterior, con ascensor, fachada rehabilitada, muy luminosa, orientación norte y sur, suelos de tarima, ventanas de aluminio y aire acondicionado. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metro. Llame e infórmese!",False,good,False,3954.0,False,False,False,False,[],False,False,257000.0,€,flat,,"Fontarrón, Madrid",Piso,Destacado,,,4,True,True,Fontarrón,,,,
108618022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/d7/e1/1350098374.webp,20721-HOFI0686,27,290000.0,flat,sale,93.0,3,1,Barrio Águilas,Madrid,Madrid,Latina,es,40.3786889,-3.7800027,False,https://www.idealista.com/inmueble/108618022/,"100% home red inmobiliaria vende piso bajo en madrid, distrito latina, zona águilas. Dispone de amplio y luminosos salón con terraza, cocina, un baño y tres habitaciones. Con armarios empotrados y calefacción por gas natural. Posibilidad de adquirir plaza de garaje de concesión municipal por 8000€. Trastero incluído en el precio.",True,good,False,3118.0,False,False,False,False,[],False,False,290000.0,€,flat,,"Águilas, Madrid",Piso,Destacado,True,False,bj,True,False,Águilas,,,,8000.0
107905125,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/bb/4d/1327926697.webp,RP162025136689,8,250000.0,flat,sale,69.0,3,1,calle José Noriega,Madrid,Madrid,Ciudad Lineal,es,40.4273669,-3.6540941,False,https://www.idealista.com/inmueble/107905125/,"Vivienda alquilada, Redpiso ofrece vivienda de tres dormitorios, dos terrazas una cerrada con acceso desde la cocina y otra descubierta comunicada con el salón. Piso de tres dormitorios totalmente exterior y muy luminoso. Primera planta sin ascensor Ideal para inversores o particulares el contrato actual de alquiler está vigente hasta octubre de 2026 y la rentabilidad mensual es de 700€.  Zona de aparcamiento regulada SER, con acceso directo a la M30, metro La Elipa a 8 minutos no pierda la oportunidad de venir a visitarlo, llame para coordinar cita.",False,good,False,3623.0,False,False,False,False,[],False,False,250000.0,€,flat,,"Ventas, Madrid",Piso en calle José Noriega,Destacado,,,1,True,False,Ventas,,,,
107977600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/92/91/1337211647.webp,RP2892025136938,12,155000.0,flat,sale,55.0,3,1,Barrio Puerta Bonita,Madrid,Madrid,Carabanchel,es,40.3748281,-3.7387388,False,https://www.idealista.com/inmueble/107977600/,"Redpiso Puerta Bonita vende piso en una planta baja a solo 2 minutos del metro San Francisco (L11). Cuenta con 3 dormitorios, salón, cocina, baño y hall. Un espacio con mucho potencial para transformar en tu hogar ideal. No dejes pasar esta oportunidad de vivir en una zona bien conectada, a pocos pasos de todo lo que necesitas. ¡Hazlo tuyo y empieza tu reforma hoy! Además, contamos con el departamento financiero Dcredit, que te consigue el mejor tipo de interés. REDPISO, TU HOGAR, NUESTRO COMPROMISO. ¡Contáctanos para más detalles y visitas!",False,renew,False,2818.0,False,False,False,False,[],False,False,155000.0,€,flat,,"Puerta Bonita, Madrid",Piso,Destacado,,,bj,True,False,Puerta Bonita,159900.0,4900.0,3.0,
105362922,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/50/91/1249800867.webp,,9,1500000.0,flat,sale,135.0,1,2,calle de la Libertad,Madrid,Madrid,Centro,es,40.4222219,-3.6987659,False,https://www.idealista.com/inmueble/105362922/,"¡Descubre el encanto de vivir en el corazón de Justicia! Este espectacular piso reformado, ubicado en un edificio histórico de 1900, te ofrece 135 m² de pura elegancia y confort. Con cinco balcones que dan a la calle, disfrutarás de una vista inigualable y una luminosidad natural que baña cada rincón del hogar. La amplia zona social incluye un salón comedor y una cocina totalmente equipada, perfecta para tus reuniones y momentos especiales. El dormitorio principal cuenta con un vestidor y un baño en suite, brindándote un espacio privado y exclusivo. Además, dispone de un segundo baño adicional para mayor comodidad. Reformado con las mejores calidades, este piso combina el encanto clásico con las comodidades modernas como calefacción eléctrica, aire acondicionado y armarios empotrados que maximizan el espacio de almacenamiento. Situado en la tercera planta con ascensor, este inmueble destaca por su impresionante fachada clásica y su ubicación en una de las zonas más prestigiosas de Madrid. Rodeado de cultura, gastronomía y servicios, vivir aquí es sinónimo de calidad de vida. No pierdas la oportunidad de enamorarte de este piso único. ¡Ven a verlo y déjate sorprender!",False,good,False,11111.0,False,False,False,False,[],False,False,1500000.0,€,flat,,"Chueca-Justicia, Madrid",Piso en calle de la Libertad,Destacado,,,3,True,True,Chueca-Justicia,,,,
108361984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/74/76/1341833372.webp,RP232025138042,9,249900.0,flat,sale,41.0,2,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,40.3936735,-3.6928982,False,https://www.idealista.com/inmueble/108361984/,"¡Gran oportunidad en Paseo de las Delicias, Legazpi! Se vende piso de 41 m² en una de las zonas más dinámicas de Madrid, a solo unos pasos de la estación de Legazpi. Situado en la primera planta de una finca con ascensor, esta vivienda interior ofrece tranquilidad en medio de una zona muy bien conectada y con todos los servicios a tu alcance. La distribución actual incluye 2 habitaciones, 1 baño, cocina y salón, con muchas posibilidades de reforma para adaptarlo a tu gusto o como inversión. Ubicado en Paseo de las Delicias, rodeado de comercios, supermercados, colegios, restaurantes y transporte público (metro y autobuses), este piso es ideal tanto para vivir como para alquilar con buena rentabilidad. Vivienda a reformar, perfecta para personalizar y convertir en tu nuevo hogar o proyecto de inversión. ¡No pierdas esta oportunidad en una de las zonas más vivas y con más proyección de Madrid!",False,renew,False,6095.0,False,False,False,False,[],False,False,249900.0,€,flat,,"Delicias, Madrid",Piso en paseo de las Delicias,Destacado,,,1,False,True,Delicias,,,,
108860710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/13/ab/1357987309.webp,Jh7.25,10,949000.0,flat,sale,97.0,3,2,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,40.4333998,-3.6736034,False,https://www.idealista.com/inmueble/108860710/,"Extraordinaria y amplia casa con vistas espectaculares en 360; grados. Exterior, muy luminosa. Muy bien situada, frente a diego de león.",False,good,False,9784.0,False,False,False,False,[],False,False,949000.0,€,flat,,"Guindalera, Madrid",Piso en calle de Francisco Silvela,Destacado,,,11,True,True,Guindalera,,,,
108349229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/a2/51/1341448827.webp,RP1242025138226,4,450000.0,flat,sale,80.0,2,1,calle de Sancho Dávila,Madrid,Madrid,Barrio de Salamanca,es,40.4249161,-3.6611529,False,https://www.idealista.com/inmueble/108349229/,"Estupendo piso completamente reformado con el último diseño arquitectónico. Ubicado a un paso de Ventas, la plaza de Toros y el parque de la Quinta Fuente del Berro. Piso exterior muy luminoso con grandes ventanales. Distribuido en 80 metros cuadrados con dos dormitorios, un baño y amplio salón con cocina americana. Techos altos, ventanas climalit, suelos de baldosa, aire acondicionado por bomba de frio y calor. La zona cuenta con todos los servicios necesarios, todo tipo de ocio, restaurantes y comercio especializado. Próximo a metro y autobús. En Redpiso ponemos a su disposición nuestro departamento financiero, Dcredit, con asesoramientos gratuitos y posibilidad de financiación de hasta el 100%. Consúltenos sin compromiso. El presente anuncio puede estar sujeto a variaciones en la información.",False,good,False,5625.0,False,False,False,False,[],False,False,450000.0,€,flat,,"Fuente del Berro, Madrid",Piso en calle de Sancho Dávila,Destacado,,,bj,True,False,Fuente del Berro,,,,
108533092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/59/16/1354883863.webp,RP2312025138743,12,183500.0,duplex,sale,83.0,2,1,Valdeavero,Madrid,Valdeavero,,es,40.6298666,-3.3313242,False,https://www.idealista.com/inmueble/108533092/,"Descubre este estupendo dúplex reformado y listo para entrar a vivir.  PLAZA DE GARAJE INCLUIDA EN EL PRECIO. En planta baja dispone de amplio y acogedor salón, cocina y aseo.  En primera planta 2 dormitorios luminosos con armarios empotrados y baño completo.  Se encuentra a 15 minutos de Alcalá de Henares y 30 minutos de Madrid, excelente conexión con el transporte público y fácil acceso a las principales vías como la M-119, N-320 y R2. Rodeado de todo tipo de servicios como colegios, centro de salud, comercios, zonas de ocio, zonas verdes, etc…  No dudes en contactar para venir a visitarlo.  Disponemos de asesoramiento financiero gratuito para ayudarte a conseguir tu hipoteca hasta el 100%.",False,good,False,2211.0,False,False,False,False,[],False,False,183500.0,€,flat,duplex,Valdeavero,Dúplex,Destacado,True,True,1,True,False,,189000.0,5500.0,3.0,
