propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108865991,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/9f/ab/1357539185.webp,25,1,470000.0,duplex,sale,127.0,True,3,3,calle Ángel Alberquilla Polín,Madrid,Torrelodones,Casco Antiguo,es,,40.5748706,-3.9253447,False,https://www.idealista.com/inmueble/108865991/,"INMOTORRE VENDE ESTUPENDO PISO DÚPLEX EN EL CENTRO DE TORRELODONES PUEBLO. ACTUALMENTE EL INMUEBLE SE ENCUENTRA ALQUILADO, EXCELENTE OPCIÓN PARA INVERSORES. Le presentamos una excepcional oportunidad de adquirir un magnífico piso dúplex ubicado en una de las mejores urbanizaciones de Torrelodones. Este inmueble destaca por su inmejorable ubicación y por las comodidades que ofrece. El piso se distribuye en dos amplias plantas. En la primera planta, encontramos un acogedor hall de entrada que da paso a una amplia cocina completamente equipada y con acceso al tendedero cubierto. Además, cuenta con un aseo de cortesía y un gran salón-comedor que dispone de una terraza, perfecta para disfrutar de momentos al aire libre. En la segunda planta se encuentran tres luminosos dormitorios, de los cuales uno cuenta con baño en suite, además de un segundo baño completo que da servicio a los otros dormitorios. La urbanización cuenta con amplios espacios verdes y piscina. Adicionalmente, el inmueble incluye en su precio una plaza de garaje y un trastero. Ubicado en una zona estratégica, el piso se encuentra muy cerca de todos los servicios necesarios, así como de parada de autobús, facilitando así la movilidad.",False,good,False,False,3701.0,False,False,False,False,[],False,False,470000.0,€,flat,"Casco Antiguo, Torrelodones",Dúplex en calle Ángel Alberquilla Polín,True,True,013/25,duplex,,,
108783263,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/38/e0/1355073244.webp,36,,379000.0,chalet,sale,575.0,,6,4,calle Nogal,Madrid,Valdeavero,,es,,40.6155248,-3.3379073,False,https://www.idealista.com/inmueble/108783263/,"Espectacular chalet totalmente independiente en la urbanización “La Cardosa” una de las zonas más tranquilas y demandadas de Valdeavero. Ideal para familias que buscan amplitud, comodidad y contacto con la naturaleza. Características principales: . 6 dormitorios. 2 baños completos y 2 aseos • Parcela de 1.271 m² • 575 m² construidos • Construido en 1991 • 3 habitaciones • Calefacción de gasoil  Exterior: • Piscina y jardín  • cochera de 150 metros y otro parking dentro de la misma vivienda de 70metros • Varios porches para disfrutar del aire libre Una propiedad única, pensada para disfrutar todo el año con todas las comodidades en un entorno natural. ¡Contacta para más información o agendar una visita! FINANCIACIÓN HASTA EL 100%, PREGUNTANOS SIN COMPROMISO.",False,good,False,,659.0,False,False,False,False,[],False,False,379000.0,€,chalet,Valdeavero,Casa independiente en calle Nogal,True,True,,independantHouse,,,
103302262,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/f5/af/1185094423.webp,10,3,1339000.0,flat,sale,134.0,True,2,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.430796,-3.6743358,False,https://www.idealista.com/inmueble/103302262/,"Belton Real Estate ofrece esta espectacular propiedad la cual se encuentra en la zona de Salamanca-Lista. El piso tiene una superficie total de 134 m2 de superficie.  Dispone de dos habitaciones de gran tamaño ambas en suite, proporcionando privacidad y comodidad y un aseo de cortesía. La presencia de armarios empotrados proporciona soluciones de almacenamiento integradas, contribuyendo a la organización del espacio.  La presencia de un ascensor, especialmente en una propiedad en la tercera planta, agrega conveniencia y accesibilidad. Importante a destacar que cuenta con domótica que permite controlar el inmueble desde cualquier lugar.  El inmueble se entrega totalmente amueblado con muebles de diseño hechos a medida. Una característica destacada de este piso es su condición de exterior, lo que implica que sus residentes pueden disfrutar de vistas panorámicas y una sensación de conexión con el entorno. Además, la orientación exterior favorece la entrada continua de luz natural y una ventilación óptima. Esta propiedad ofrece un espacio cómodo y funcional, con características modernas y servicios que pueden adaptarse a las necesidades contemporáneas. Este piso destaca por la combinación de encanto y funcionalidad. Lista es considerado un barrio tranquilo y residencial, destaca por su elegancia, sus calles comerciales, su oferta cultural y su ambiente residencial, lo que lo convierte en una opción popular para aquellos que buscan vivir en una de las zonas más exclusivas de Madrid. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,9993.0,False,False,False,False,[],False,False,1339000.0,€,flat,"Lista, Madrid",Piso,,,SOG001,,,,
108881986,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/28/c5/1357830267.webp,40,,515000.0,chalet,sale,169.0,,5,3,calle Dulcinea,Madrid,Moralzarzal,Zona Polideportivo Colonia,es,,40.6756416,-3.9591509,False,https://www.idealista.com/inmueble/108881986/,"Sarago Servicios Inmobiliarios pone a la venta en exclusiva este magnífico chalet pareado con una bonita parcela en Moralzarzal, situado en una zona tranquila y con vistas a la sierra. Una vivienda exclusiva de 169 m² construidos en dos plantas sobre una parcela de 511 m². La propiedad se distribuye en dos plantas y cuenta con: - Amplio salón-comedor con chimenea, con salida al porche y al jardín, ideal para reuniones y momentos en familia y amigos. - Cocina independiente completamente equipada. - 5 dormitorios, uno de ellos en planta baja, perfectos para familias numerosas o para quienes necesiten espacio adicional para despacho, invitados, etc. - 3 baños completos, uno de ellos con ducha y en planta baja. - Porche delantero, porche trasero y terraza en la 1º planta. - Jardín  - Garaje  Construida con buenas calidades, esta vivienda ofrece espacios amplios, bien aprovechados y con abundante luz natural en todas sus estancias.  Ubicada en una zona residencial tranquila, pero a solo unos pasos de todos los servicios: comercios, centros educativos, transporte público y zonas verdes. Las excelentes conexiones permiten acceder fácilmente a cualquier punto. Una oportunidad única de vivir en un lugar tranquilo con espectaculares vistas a la sierra y con todas las comodidades y el espacio que necesitas. Si deseas visitarla o ampliar información, no dudes en contactar con nosotros.",True,good,False,,3047.0,False,False,False,False,[],False,False,515000.0,€,chalet,"Zona Polideportivo Colonia, Moralzarzal",Casa independiente en calle Dulcinea,True,True,SRG167,independantHouse,,,
108566692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/f2/75/1348651458.webp,30,1,250000.0,duplex,sale,199.0,True,3,2,calle Gobernador,Madrid,Parla,Reyes,es,,40.2351917,-3.7667726,False,https://www.idealista.com/inmueble/108566692/,"Agencia inmobiliaria de PARLA zona PARLA REYES - LAS AMÉRICAS Oficina Tecnocasa VENDE PISO CON LOCAL, situado en zona de Reyes, cercano al centro de salud 'Isabel II', colegios e institutos y centro comercial 'El Ferial'. + Piso junto local con acceso a almacén comunicado mediante escalera de caracol + Versatilidad en la distribución + Buena oportunidad para usarlo como comercio con vivienda arriba desde la que tener tu negocio más cerca que nunca + Cajas fuertes + Muy espacioso por sus metros útiles distribuidos en: almacén, planta baja a pie de calle y planta superior (1ºpiso) + 2 Grandes escaparates exteriores + Baño completo en primera planta + Aseo en almacén + Puertas con cierres eléctricos en planta baja + Ubicación estratégica y transitada + Variedad de servicios y/o puntos de interés cercanos El piso con local se caracteriza por su buena distribución, excelente ubicación y sobre todo por su AMPLITUD. ZONA REYES - LAS AMÉRICAS El inmueble en venta se ubica en zona de Reyes, rodeada de una amplia variedad de comercios, tales como galerías de alimentación, restauración y textil. También está cercano al centro de salud, farmacias, biblioteca municipal “Gloria Fuertes” bancos y cajeros, colegios, institutos, y grandes zonas verdes con parques infantiles. TECNOCASA, red inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 11 países, 900 oficinas a nivel nacional y con 400 oficinas en la Comunidad de Madrid. Realizamos valoraciones de su hogar totalmente gratuitas; gestionamos el proceso de post-venta (tanto para comprador como para el vendedor); además, les daremos toda la información que necesiten sobre hipotecas, les ayudaremos a tramitar herencias, certificados, cambios de titularidad, plusvalías, permiso de venta, etc. Contamos con la colaboración del departamento de financiación de KÍRON, su experto intermediario que le asesorará gratuitamente sin ningún compromiso. Nuestros servicios: - Hipoteca “primera vivienda”. - Hipoteca “cambio de vivienda”. - Hipoteca 100%. Disponemos de las mejores viviendas del mercado. NO DUDE EN VISITARNOS.",False,renew,False,False,1256.0,False,False,False,False,[],False,False,250000.0,€,flat,"Reyes, Parla",Dúplex en calle Gobernador,,,,duplex,,,
105110496,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/52/9e/1242013231.webp,28,ss,390000.0,flat,sale,49.0,False,2,1,"calle del Alcalde Sainz de Baranda, 8",Madrid,Madrid,Retiro,es,Ibiza,40.4167817,-3.6773579,True,https://www.idealista.com/inmueble/105110496/,"Piso a estrenar, totalmente nuevo, en Alcalde Sainz de Baranda, junto al Parque de el Retiro, dispone de dos dormitorios, baño, salón con cocina americana y patio de uso y disfrute, aunque es un semi sótano a patio de manzana es totalmente luminoso, con luz directa del sol todo el día, mejor verlo en persona, ideal para vivir o como inversión, está completamente nuevo a estrenar, en una de las mejore zonas de Madrid, con todos los servicios comerciales, de ocio, deporte, educativos, sanitarios y de transporte, y a 20 metros del parque de el Retiro, no pierdas esta oportunidad. Recién reformado y tratado contra humedades por Murprotec, con una garantía de 30 años.",False,good,False,True,7959.0,False,False,False,False,[],False,False,390000.0,€,flat,"Ibiza, Madrid","Piso en calle del Alcalde Sainz de Baranda, 8",,,asb8nu,,,,
108704768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/1c/a1/1352661937.webp,31,2,285000.0,flat,sale,96.0,False,3,1,avenida de la Constitución,Madrid,Torrejón de Ardoz,Noreste,es,,40.4607055,-3.4579708,False,https://www.idealista.com/inmueble/108704768/,"Piso Reformado en Constitución: Tu Nuevo Hogar Espera por Ti Descubre este espectacular piso en la zona de Constitución, con una superficie de 96 m² construidos y 82 m² útiles. Totalmente reformado, este hogar cuenta con tres amplios dormitorios (antes 4), ideales para disfrutar de momentos de tranquilidad y descanso. La cocina, en concepto abierto, está completamente amueblada y equipada con electrodomésticos de calidad, perfecta para los amantes de la gastronomía. Además, el piso incluye un baño moderno y funcional (antes 2), así como aire acondicionado para los días calurosos y calefacción comunitaria para el invierno. Cuenta con una terraza de 4 m² acristalada con salida desde el dormitorio principal. Las puertas interiores lacadas en blanco y los radiadores nuevos añaden un toque contemporáneo y acogedor a cada rincón. Ubicado en una segunda planta con ascensor, este inmueble es apto para personas con movilidad reducida. La cercanía a servicios de primera necesidad hace que la ubicación sea aún más atractiva. ¡No dejes pasar la oportunidad de vivir en un espacio que combina confort y estilo! Se queda tal como se muestra en las fotos, listo para entrar a vivir. ¡Contáctanos y ven a verlo!",False,good,False,True,2969.0,False,False,False,False,[],False,False,285000.0,€,flat,"Noreste, Torrejón de Ardoz",Piso en avenida de la Constitución,,,1554,,,,
108258639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/81/b1/1354277773.webp,9,4,720000.0,flat,sale,155.0,,6,2,"plaza de la Beata María Ana de Jesús, 5",Madrid,Madrid,Arganzuela,es,Delicias,40.394077,-3.6939419,True,https://www.idealista.com/inmueble/108258639/,"¡Descubre este amplio y luminoso piso de 155 m² en el corazón de Madrid, en la vibrante zona de Embajadores!  Situado en una finca con ascensor, este hogar cuenta con 6 dormitorios, perfecto para familias numerosas o para aquellos que buscan espacio adicional para trabajar desde casa. La propiedad, construida en 1950, ha sido cuidada y se encuentra en buen estado, con la última Inspección Técnica del Edificio (ITE) realizada en 2022 con resultado favorable. Al entrar, te recibe un acogedor hall que da paso a un salón-comedor exterior con salida a una encantadora terraza, ideal para disfrutar de momentos al aire libre. Dos de los dormitorios (los mas grandes) son exteriores y el resto dan a patios luminosos.  Además, cuenta con 2 cuartos de baño que garantizan comodidad para todos los miembros de la familia. La calefacción individual de gas natural y el aire acondicionado en toda la vivienda aseguran un ambiente agradable durante todo el año.  La ubicación es inmejorable: a menos de 5 minutos caminando de la estación de metro ""Legazpi"" (líneas 3 y 6) y con varias líneas de autobús cercanas, tendrás acceso rápido a toda la ciudad. La zona está rodeada de servicios esenciales como supermercados, centros educativos y comercios, así como espacios verdes y culturales como el Matadero Madrid. No pierdas la oportunidad de vivir en este maravilloso piso en una de las zonas más dinámicas de la capital.",False,good,False,True,4645.0,False,False,False,False,[],False,False,720000.0,€,flat,"Delicias, Madrid","Piso en plaza de la Beata María Ana de Jesús, 5",,,60785746,,740000.0,20000.0,3.0
108821907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/5e/a7/1356133946.webp,27,1,195000.0,flat,sale,65.0,True,3,1,calle Geranio,Madrid,Getafe,Universidad,es,,40.3162663,-3.7255753,False,https://www.idealista.com/inmueble/108821907/,"Agencia inmobiliaria de GETAFE  zona GETAFE UNIVERSIDAD- LAS MARGARITAS. - CENTRO   Ubicada en pleno núcleo Universitario de Getafe, la vivienda cuenta con todos los servicios, transportes y centros públicos posibles. La Universidad Carlos III como epicentro de la zona fue inaugurada entre los años 1989 y 1990. Des entonces la zona fue creciendo y acomodándose como una de las zonas mejor comunicada y dotada de los servicios. La vivienda se encuentra a 5 minutos de la estación RENFE LAS MARGARITAS 2 minutos de autobuses conectado con Madrid y urbanos. 5 minutos de la estación de metro de juan de la cierva Zonas verdes, parques infantiles, colegios cerca de la vivienda. Se ubica enfrente de la Universidad Carlos III y cuenta con 65 m2 que se distribuye en 3 dormitorios, salón, comedor cocina y baño. Piso en la zona Universidad. Buen estado para entrar a vivir. Calefaccion de gas natural. 1º PLANTA La zona consolidada dispone de colegios e institutos. Comercios de barrio y grandes supermercados. En pleno centro Universitario de Getafe.  VEN A VISITARLA no te arrepentirás, sin compromiso. SEGURO LA TENDRAS EN CUENTA A LA HORA DE DECIDIR Y COMPARAR A LA HORA COMPRAR UNA VIVIENDA.",False,good,False,False,3000.0,False,False,False,False,[],False,False,195000.0,€,flat,"Universidad, Getafe",Piso en calle Geranio,,,UNIVERSIDAD,,,,
106863317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/00/a4/1300511830.webp,95,,1000000.0,chalet,sale,412.0,,5,4,calle Puerto de Canencia,Madrid,Galapagar,Puerto de Galapagar-Las Cuestas,es,,40.5568372,-3.9623678,False,https://www.idealista.com/inmueble/106863317/,"Inmobiliaria VOhome propiedades Collado Villalba vende: Impresionante chalet independiente de 5 dormitorios, diseñado para disfrutar del confort y la naturaleza en un entorno privilegiado.  Con 412m² construidos sobre una parcela de 2046m² en Galapagar, esta propiedad ofrece espacios amplios y luminosos, perfectos para toda la familia. La planta baja te recibe con un hall acogedor con armario empotrado y un salón comedor con chimenea, ideal para relajarse en los meses más fríos. Las grandes ventanales permiten disfrutar de la luz natural y ofrecen acceso directo al porche y al jardín. La cocina office, totalmente equipada, es el corazón de la casa y cuenta con una práctica terraza. Además, encontrarás un dormitorio en planta baja y un baño completo. En la primera planta encontramos 3 dormitorios, todos ellos con armarios empotrados, y 2 baños completos, uno de ellos en suite. El dormitorio principal destaca por su amplitud y sus armarios de cuatro cuerpos y con acceso a terraza privada con espectaculares vistas a la sierra. El sótano, se distribuye en zona de garaje con capacidad para 4 coches, otro salón de ocio y una habitación, haz de este espacio tuyo. La parcela, de 2046m², es un verdadero oasis. Rodeada de vegetación, cuenta con una piscina cubierta con jacuzzi, y un baño completo para utilizar en verano sin entrar en la casa, una pista de pádel y amplias zonas ajardinadas perfectas para disfrutar al aire libre. Este inmueble cuenta con calefacción por aerotermia, ventanas de PVC oscilobatientes con cristales de climalit con rotura de puente térmico, suelos de tarima, y suelos de mármol en los baños y paredes, puertas de madera, puerta principal blindada. Inmejorable ubicación, con un amplio abanico de transportes públicos que hacen de esta localidad de fácil y rápido acceso a Madrid. Por todo ello, Galapagar es la mejor de las opciones si buscas ubicación, tranquilidad, accesibilidad y todo tipo de servicios en la sierra de Madrid. En el precio de venta no están incluidos los gastos de compra ( Impuestos de transmisiones patrimoniales/ Notaría - Gestoría / Registro / Intermediación inmobiliaria y/o Financiera). ¡Te financiamos tu vivienda! Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Pásate a conocernos por nuestra oficina en Collado Villalba (28400) C/ Real, nº48 en el horario de L–V de 09:30h a 14:00h / 17:00h a 20:00h o sábados de 10:00h a 14:00h. Además, en nuestra página web podrás conocer todos los servicios, propios y externalizados, que tenemos a disposición. En VOhome, te ayudamos a cumplir tu sueño. Te facilitamos todas las gestiones relacionadas con la compraventa.",False,good,False,,2427.0,False,False,False,False,[],False,False,1000000.0,€,chalet,"Puerto de Galapagar-Las Cuestas, Galapagar",Casa independiente en calle Puerto de Canencia,,,IDE1181224,independantHouse,,,
107605677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/0e/3b/1317406768.webp,27,bj,384000.0,flat,sale,95.0,True,3,2,calle de Santiago Cordero,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4664517,-3.7015346,False,https://www.idealista.com/inmueble/107605677/,"VIVIENDA DE TRES DORMITORIOS Y DOS BAÑOS EN VALDEACEDERAS. Vivienda Madrid ofrece en exclusiva amplia y luminosa vivienda de 95 m2, en una de las mejores zonas de Valdeacederas. La vivienda se distribuye en tres dormitorios y dos baños. El dormitorio principal dispone de baño en suite y ventilación natural, los tres dormitorios cuentan con armarios empotrados. La cocina independiente, se encuentra totalmente equipada y amueblada ofreciendo un espacio funcional y cómodo. El salón es de gran tamaño con techos altos aportando mayor amplitud y luminosidad a la estancia. También cuenta con plaza de garaje y ascensor. Tiene suelos de tarima, puertas de roble y ventanas de climalit, que garantizan excelente aislamiento térmico. Además, dispone de aire acondicionado con bomba de calor y calefacción individual de gas natural, puerta principal blindada y acorazada para mayor seguridad. El inmueble se encuentra en perfecto estado para entrar a vivir. Excelente ubicación cerca de la estación de metro Valdeacederas (Línea 1) y Plaza Castilla (Líneas 1, 9 y 10) varias líneas de autobuses (49, 66, 124, N-22, N-24) y acceso directo a la M-30 y M-40. En las proximidades encontramos varios parques infantiles y centros de salud (José Marva y Tetuán) además de centros educativos como Colegio ""San José"" y el Instituto ""Nuestra señora de la Almudena"" Muy cerca de la Plaza comercial ""La Remonta"", con todo tipo de comercios, farmacias, estancos, fruterías, peluquerías, centros de alimentación como LIDL, Mercadona, Día y Grupo Unide.",False,good,False,True,4042.0,False,False,False,False,[],False,False,384000.0,€,flat,"Valdeacederas, Madrid",Piso en calle de Santiago Cordero,True,True,,,,,
106634282,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/f2/ba/1289384210.webp,14,3,3000000.0,flat,sale,268.0,True,4,3,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.439532,-3.6885758,False,https://www.idealista.com/inmueble/106634282/,"Belton Real Estate ofrece amplia vivienda con 268 metros cuadrados, en una tercera planta exterior con dos terrazas. Se trata de un piso que consta de cuatro habitaciones, tres baños, una cocina, salón y comedor. La finca cuenta con trastero y ascensor. Existe la posibilidad de plaza de garaje en alquiler en la finca de enfrente. Se sitúa en Salamanca - Castellana, una zona privilegiada con variedad de servicios y comodidades, tiendas de lujo, restaurantes gourmet, centros de cultura y ocio, y muy bien conectada con toda la ciudad. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,renew,False,True,11194.0,False,False,False,False,[],False,False,3000000.0,€,flat,"El Viso, Madrid",Piso,,,PIS2199,,,,
108565824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/69/82/1348629006.webp,5,7,2750000.0,penthouse,sale,126.0,True,2,3,PS GENERAL MARTINEZ CAMPOS,Madrid,Madrid,Chamberí,es,Almagro,40.435671,-3.6998171,False,https://www.idealista.com/inmueble/108565824/,"Ático exclusivo en el corazón del barrio de Almagro, situado en la séptima planta de un edificio representativo en el Paseo de General Martínez Campos, una de las avenidas más emblemáticas del distrito. Esta luminosa vivienda de ha sido reformada con un estilo contemporáneo y elegante, conservando el encanto clásico de la zona y ofreciendo espacios amplios y funcionales. La propiedad cuenta con dos amplias habitaciones y tres cuartos de baño, además de una espectacular terraza privada de 65 metros cuadrados orientada al sur, ideal para disfrutar del sol y el aire libre durante todo el año. Incluye una plaza de garaje y dispone de portero físico, lo que aporta comodidad y seguridad a la vivienda. Una oportunidad única para vivir en un ático singular, con luz natural todo el día, en uno de los barrios más exclusivos y demandados de Madrid.",False,good,False,True,21825.0,True,False,False,False,[],False,False,2750000.0,€,flat,"Almagro, Madrid",Ático en Ps General Martinez Campos,True,True,,penthouse,,,
108752217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/37/e5/1354083132.webp,38,,515000.0,chalet,sale,245.0,,3,4,calle Río Segre,Madrid,Alcalá de Henares,Rinconada,es,,40.4715042,-3.3683059,False,https://www.idealista.com/inmueble/108752217/,"Chalet de esquina con piscina, jardín y barbacoa – Tu hogar ideal te espera en una de las mejores zonas de Alcalá de Henares (Nueva Rinconada). Descubre este magnífico chalet adosado de esquina, de 245 m² en 4 plantas, parcela de 160 m² libres, perfecto para quienes buscan confort, espacio y calidad de vida. Ubicado en una zona tranquila y bien comunicada, esta vivienda ofrece todo lo que necesitas para disfrutar en familia: Características principales: 3 amplias habitaciones (una de ellas en buhardilla con aseo incorporado), ideales para toda la familia o para adaptar como despacho o sala de juegos. Salón independiente con chimenea y porche trasero, amplia cocina amueblada y equipada 2 baños completos, 2 aseos, cómodos y funcionales. Jardín privado, perfecto para disfrutar al aire libre, hacer barbacoas o relajarte al sol. Piscina privada, ideal para refrescarte en verano sin salir de casa. Garaje privado y trasteros, para que nunca te falte espacio. Construido en 1999, con excelente conservación y materiales de calidad. Además, la vivienda no dispone de ascensor, lo cual proporciona mayor independencia y privacidad al ser un inmueble unifamiliar. Este chalet es la combinación perfecta de espacio, tranquilidad y comodidad. Una oportunidad única para vivir rodeado de naturaleza sin renunciar a las ventajas de estar cerca de la ciudad. Parada de autobús Río Arlanza - Río Záncara 0,175 km Escuela Infantil Galatea - Calle Fuente del Sol 0,118 km Educación infantil Instituto De Educación Secundaria Atenea - Calle Río Arlanza 0,244 km Escuela/Instituto ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita.",False,good,False,,2102.0,False,False,False,False,[],False,False,515000.0,€,chalet,"Rinconada, Alcalá de Henares",Chalet pareado en calle Río Segre,True,True,HH0726,semidetachedHouse,,,
108734246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/e0/ff/1353570250.webp,33,,520000.0,chalet,sale,207.0,,4,3,calle de Marcelino Capelo,Madrid,Galapagar,La Navata,es,,40.5941185,-3.9861699,False,https://www.idealista.com/inmueble/108734246/,"TECNOCASA GALAPAGAR VENDE EN EXCLUSIVA: ¡Descubre tu nuevo hogar en La Navata, Galapagar! Este encantador chalet adosado, con una superficie construida de 207 m² y una parcela de 340 m², ofrece un estilo de vida cómodo y accesible. Ubicado a tan solo 10 minutos a pie de la estación de tren Galapagar-La Navata y a menos de 5 minutos de la parada de autobús hacia Madrid, disfrutarás de la tranquilidad de la zona sin renunciar a la cercanía con la ciudad. En la planta alta, el dormitorio principal cuenta con armarios empotrados y un baño en suite que brinda privacidad y confort. Además, hay dos dormitorios adicionales, también con armarios empotrados, uno de ellos con acceso a una terraza ideal para relajarse al aire libre.  La planta baja destaca por su cocina luminosa y reformada, aseo, sala de estar un amplio, amplio salón-comedor con chimenea que se abre a una terraza exterior, ideal para disfrutar de momentos en familia o con amigos. El sótano cuenta con un amplio trastero, bodega y garaje para mayor comodidad. La propiedad también cuenta con acceso a una piscina comunitaria, perfecta para refrescarse en los días calurosos. Con 4 dormitorios y 3 baños, este chalet es perfecto para familias que buscan espacio y comodidad. No pierdas la oportunidad de visitar esta maravillosa propiedad en una de las mejores zonas de Galapagar. ¡Tu nuevo hogar te está esperando!",False,good,False,,2512.0,False,False,False,False,[],False,False,520000.0,€,chalet,"La Navata, Galapagar",Chalet adosado en calle de Marcelino Capelo,True,True,La Navata,terracedHouse,,,
108080431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/50/f3/1333216855.webp,33,,595000.0,chalet,sale,162.0,,4,3,calle Galicia,Madrid,Paracuellos de Jarama,Casco Urbano,es,,40.5049058,-3.5264783,False,https://www.idealista.com/inmueble/108080431/,"REF. 2209/47. ALFA VENDE EN EXCLUSIVA  FANTASTICO CHALET PAREADO EN EL CASCO URBANO DE PARACUELLOS DE JARAMA Si lo que estas buscando es poder disfrutar de un precioso jardín con piscina y un porche movible donde poder reunirte con tus familiares y amigos a revivir momentos inolvidables,   ESTA ES TU CASA,  Situada en una de las mejores zonas del casco urbano del pueblo de Paracuellos de Jarama, cercano a la calle paseo del radar que ahora mismo es la calle mas comercial del municipio, a pocos metros del polideportivo municipal y con la facilidad de tener varias paradas de autobuses muy cercanas a la vivienda. Distribuida en dos plantas y buhardilla, dispone en su primera planta con cocina con zona de despensa, un aseo de 2 piezas y el salón con dos grandes ventanales que nos dan acceso directo al jardin y la piscina.  Nada mas salir del salón nos encontramos un porche cerrado en PVC y metacrilato de paneles separados y movibles. La segunda planta esta distribuida con 4 amplios dormitorios y 2 baños completos. Uno de los baños se encuentra en suite en el dormitorio principal, el otro baño es el que da servicio al resto de dormitorios de esta planta. Todos los dormitorios tienen armarios empotrados de puertas correderas y en el vestíbulo disponemos también de otro armario para almacenaje y revestidos completamente en su interior. La zona abuhardillada de la vivienda nos ofrece dos zonas, una de ellas es un armario vestidor con una ventana velúx en el techo para mayor luminosidad y el resto de la estancia es un espacio polivalente con salida a la terraza de la fachada frontal del chalet. En la primera planta y con puerta corredera automatizada se encuentra el garaje de la vivienda con gran zona de estanterias y muebles.  ¿ QUIERES VERLO TE ENAMORARÁ?",False,good,False,,3673.0,False,False,True,False,[],False,False,595000.0,€,chalet,"Casco Urbano, Paracuellos de Jarama",Chalet pareado en calle Galicia,True,True,2209/47,semidetachedHouse,610000.0,15000.0,2.0
