propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
108688458,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/6e/0e/1352198719.webp,,33,775000.0,flat,sale,118.0,5,1,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,40.4256818,-3.7121434,False,https://www.idealista.com/inmueble/108688458/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa EN VENTA: Vivienda exterior con tres balcones a la calle Martín de los Heros, junto a la Plaza de España, distribuida en 5 dormitorios, cocina independiente y un cuarto de baño. Consta de 118 metros cuadrados, y necesita de una reforma integral. Tiene muchas posibilidades de renovación y reestructuración, ya que prácticamente todos los tabiques se pueden derribar, y los dos muros de carga tienen diversos huecos que permiten modificar la distribución actual. Tiene una zona exterior a la calle (salón y comedor o dormitorio), y otra a un patio de manzana (cocina, cuarto de baño y dormitorios), ambos con muy buena luz natural, teniendo orientación suroeste por la parte exterior y noreste por la interior. Se encuentra en una zona privilegiada, en Argüelles, junto a la Plaza de España, en una calle tranquila donde se encuentra el Paseo de la Fama de Madrid, con los cines Renoir y Golem, cerca de teatros ubicados en Gran Vía, y además está rodeada de pequeños comercios de barrio, grandes superficies comerciales como Corte Inglés, Zara, Centro Comercial Príncipe Pio, y otros. El barrio cuenta con buenas comunicaciones. M30 hacia todas direcciones, Metro en Plaza de España, Príncipe Pio, Ventura Rodríguez, Autobuses urbanos e interurbanos, Cercanías Renfe, etc.",False,renew,False,6568.0,True,False,False,False,[],False,False,775000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Martín de los Heros,1,True,Argüelles,False,,,,,
107978393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/ac/b6/1330050804.webp,WGI00904,31,565000.0,duplex,sale,140.0,3,3,calle de la Torrecilla del Leal,Madrid,Madrid,Centro,es,40.4095294,-3.7001396,False,https://www.idealista.com/inmueble/107978393/,"WGI VENDE esta INCREÍBLE VIVIENDA MULTIFAMILIAR en una ÚNICA FINCA REGISTRAL, dividida en DOS VIVIENDAS DÚPLEX TOTALMENTE INDEPENDIENTES + UNA TERCERA ESTANCIA habilitada como OFICINA, con múltiples posibilidades de uso. El inmueble consta de tres unidades independientes, completamente equipadas, AMUEBLADAS y LISTAS PARA ENTRAR A VIVIR o RENTABILIZAR desde el primer día. Se distribuye de la siguiente manera: - VIVIENDA DÚPLEX 1: dispone de un ACOGEDOR salón comedor, COCINA abierta totalmente equipada, un dormitorio y un BAÑO COMPLETO. Ideal como vivienda principal o para alquiler. - VIVIENDA DÚPLEX 2: también cuenta con un LUMINOSO salón comedor, COCINA abierta, dormitorio independiente y un baño COMPLETO. Perfecta como segunda vivienda, para invitados o para rentar. - OFICINA/ESTANCIA 3: actualmente acondicionada como oficina, esta tercera unidad cuenta con COCINA propia y un BAÑO COMPLETO. Un espacio versátil, ideal para despacho profesional, coworking o incluso reconvertir en un tercer apartamento. La propiedad ofrece una EXCELENTE OPORTUNIDAD para INVERSORES, familias con necesidades de espacios independientes, o profesionales que deseen trabajar desde casa con privacidad. TODO está diseñado con CALIDADES MODERNAS, en una zona TRANQUILA y bien comunicada, con acceso a todos los servicios necesarios a pocos minutos. ¡No dejes pasar esta ocasión ÚNICA de adquirir una propiedad versátil, con múltiples posibilidades de rentabilidad o uso personal! Contacta con nosotros para agendar tu visita y contarás con el respaldo de nuestros EXPERTOS inmobiliarios, asesoría legal y fiscal durante todo el proceso. ¡CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN!",True,good,False,4036.0,True,False,False,False,[],False,False,565000.0,€,,,flat,duplex,"Lavapiés-Embajadores, Madrid",Dúplex en calle de la Torrecilla del Leal,bj,False,Lavapiés-Embajadores,False,,,,,
108912450,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/76/2e/3c/1358731970.webp,g784,12,175000.0,flat,sale,70.0,2,1,Moraleja de Enmedio,Madrid,Moraleja de Enmedio,,es,40.25787,-3.8556328,False,https://www.idealista.com/inmueble/108912450/,"¡Tu nuevo hogar te espera en Moraleja de Enmedio! Ven a descubrir este encantador piso de 2 dormitorios y 1 baño, ideal para quienes buscan comodidad y tranquilidad. Este inmueble cuenta con las mejores características para que disfrutes al máximo de tu espacio: Suelos de gres en toda la vivienda, fáciles de mantener y con una estética moderna. Carpintería de aluminio blanca que garantiza aislamiento y máxima luminosidad. Armario empotrado, aprovechando al máximo el espacio. Puerta blindada resto de puertas interior en roble. Despensa en el tendedero, perfecta para almacenar lo que necesites sin ocupar espacio adicional en el resto de la casa.  Orientación este, lo que permite disfrutar de luz natural durante todo el día. ¡No pierdas la oportunidad de vivir en un lugar tranquilo, bien comunicado y con todos los servicios cerca! Llama para más información o para agendar una visita.",False,good,False,2500.0,False,False,False,False,[],False,False,175000.0,€,,,flat,,Moraleja de Enmedio,Piso,bj,True,,True,,,,,
106796498,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/a9/0d/1294276855.webp,,22,176500.0,flat,sale,60.0,1,1,calle Sebastián de la Plaza,Madrid,Alcalá de Henares,Casco Histórico,es,40.4873517,-3.3610979,False,https://www.idealista.com/inmueble/106796498/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA DE TECNOCASA VENDE EXCELENTE APARTAMENTO ¡Descubre tu nuevo hogar en el corazón de la ciudad! Este encantador piso de 60 m² te ofrece una vida cómoda y práctica, rodeado de todos los servicios que puedas necesitar. Situado en una ubicación inmejorable, a solo 3 minutos a pie de la estación de tren y con fácil acceso a la nacional A-2, este inmueble es perfecto para quienes buscan comodidad y conectividad. Al entrar, te recibe un hall con un armario empotrado de dos cuerpos, ideal para mantener todo en orden. El amplio salón comedor, bañado por luz natural, se abre a una acogedora terraza donde podrás disfrutar de momentos de relax. La cocina está completamente amueblada y equipada, lista para que prepares tus platos favoritos. El dormitorio cuenta con un armario empotrado de tres cuerpos, ofreciendo espacio de sobra para tus pertenencias. Cuenta con un cuarto de baño completo.  Este piso en la planta 5, con ascensor, se encuentra en buen estado y dispone de calefacción central para tu bienestar. No pierdas la oportunidad de hacer de este lugar tu hogar, con la posibilidad de conseguir hasta el 100% de financiación. ¡Ven a visitarlo y enamórate de sus detalles!",False,good,False,2942.0,False,False,False,False,[],False,False,176500.0,€,,,flat,,"Casco Histórico, Alcalá de Henares",Piso en calle Sebastián de la Plaza,5,True,,True,199000.0,22500.0,11.0,,
103409009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/1e/c0/1188610502.webp,2672,24,929000.0,flat,sale,86.0,3,3,calle de José Ortega y Gasset,Madrid,Madrid,Barrio de Salamanca,es,40.4299517,-3.6729742,False,https://www.idealista.com/inmueble/103409009/,"Piso en venta en la céntrica Calle José Ortega y Gasset. Esta luminosa vivienda se encuentra en la 3ª planta de un edificio con ascensor. Con una orientación exterior, disfruta de una gran luminosidad y vistas despejadas. Ref-2672 El piso cuenta con tres dormitorios, dos de ellos en suite, perfectos para disfrutar de la máxima privacidad. Además, dispone de dos balcones que dan a la calle, ideales para relajarse y disfrutar del aire fresco. La vivienda ha sido reformada con un diseño moderno y elegante, utilizando materiales de primeras marcas. Se entrega completamente amueblada, listo para entrar a vivir.  La finca y el portal se encuentran en buen estado de conservación, lo que garantiza una agradable estancia. Además, cuenta con una excelente comunicación con el transporte público y se encuentra cerca de comercios de la zona.  No pierdas la oportunidad de adquirir este encantador piso en una ubicación privilegiada. ¡Contáctanos para más información! ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid"".",False,good,False,10802.0,True,False,False,False,[],False,False,929000.0,€,,,flat,,"Lista, Madrid",Piso en calle de José Ortega y Gasset,4,True,Lista,True,,,,,
107191314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/6c/d2/1354773326.webp,VIVEXROB012,30,98000.0,flat,sale,65.0,3,1,Robledo de Chavela,Madrid,Robledo de Chavela,,es,40.4995872,-4.2396237,False,https://www.idealista.com/inmueble/107191314/,"¡VENDE CON NOSOTROS DESDE SOLO EL 1,9 %!  ¡CONSEGUIMOS HASTA EL 100 % DE FINANCIACIÓN! LOCATIVO tiene el placer de presentar esta vivienda en Robledo de Chavela, un hogar lleno de luz y encanto, donde la tranquilidad de la sierra se une a la comodidad de un entorno bien comunicado.  La vivienda cuenta con un amplio salón-comedor, perfecto para disfrutar en familia o con amigos, con acceso directo a un espectacular balcón que ofrece unas vistas despejadas y privilegiadas de la naturaleza que rodea la zona. Desde aquí, cada amanecer y atardecer se convierten en un espectáculo único.  Dispone de tres habitaciones que ofrecen amplitud y comodidad, ideales tanto como dormitorios como para adaptarlos a otras necesidades, como despacho o zona de ocio.  Ubicada en una de las zonas más atractivas de Robledo de Chavela, esta vivienda permite disfrutar de la paz y el entorno natural, sin renunciar a la cercanía de los servicios esenciales del municipio. Una oportunidad ideal tanto para primera residencia como para segunda vivienda, perfecta para desconectar del ritmo de la ciudad.  CONSULTE NUESTRA PÁGINA WEB  TENEMOS MÁS VIVIENDAS QUE NO ESTÁN EN LOS PORTALES.  SÍGANOS EN NUESTRAS REDES SOCIALES PARA NO PERDERSE NADA:  Instagram: @Locativoinmobiliariamadrid  TikTok: @Locativoinmobiliaria  AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1  QUIJORNA 28693  TELÉFONO:  PARQUE EMPRESARIAL “LA FINCA”  PASEO CLUB DEPORTIVO 1, EDIFICIO 4  POZUELO 28223  TELÉFONO: [IW].",False,good,False,1508.0,False,False,False,False,[],False,False,98000.0,€,,,flat,,Robledo de Chavela,Piso,2,True,,False,,,,,
107844977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/aa/39/1326038045.webp,LEG-832457,28,1165000.0,flat,sale,207.0,3,2,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,40.4600226,-3.6584811,False,https://www.idealista.com/inmueble/107844977/,"Exclusiva vivienda en la zona de Arturo Soria, Madrid  En RE/MAX Legend presentamos esta magnífica vivienda ubicada en una de las zonas más prestigiosas y residenciales de Madrid, perfecta para quienes buscan espacio, confort y privacidad.  Con una superficie de 207 m², esta propiedad ofrece una distribución funcional y detalles cuidadosamente diseñados.  Al entrar, nos recibe un amplio y elegante hall que marca la bienvenida a esta excepcional vivienda.  La cocina, con zona de office, está perfectamente diseñada para disfrutar del día a día. Además, cuenta con una práctica zona de lavandería, despensa y un cuarto de almacenaje que también puede utilizarse como habitación de servicio con su propio baño. Desde la cocina, se accede a una terraza exterior de aproximadamente 20 m², un espacio ideal para relajarse o disfrutar de momentos al aire libre.  El salón-comedor, amplio y luminoso, tiene salida directa a una segunda terraza. Este espacio incluye una zona acristalada, integrada en la vivienda, de 20 m², actualmente utilizada como estudio o jardín de invierno, que aporta luz natural, versatilidad y funcionalidad al diseño del hogar.  La zona de descanso ofrece tres dormitorios (anteriormente, cuatro), todos diseñados para maximizar la comodidad. El dormitorio principal cuenta con un baño en suite, ofreciendo un oasis privado dentro de la vivienda. Además, hay otro baño completo para dar servicio a los otros dos cómodos dormitorios.  La vivienda está equipada con aire acondicionado, proporcionando confort térmico durante todo el año. La calefacción y agua caliente son centralizados. Los suelos de madera de roble añaden un toque de calidez y elegancia a cada espacio. Su orientación sureste y suroeste garantiza una excelente entrada de luz natural durante el día, haciendo de esta vivienda un lugar luminoso y acogedor. La propiedad incluye una plaza de garaje muy accesible, proporcionando comodidad y seguridad para los residentes.  Ubicada en el exclusivo entorno de Arturo Soria, esta vivienda combina la tranquilidad de una zona residencial con la cercanía a servicios, ambulatorio, clínicas y hospitales cercanos, colegios internacionales, sucursales bancarias, oficina de correos, restaurantes y supermercados. Resaltar la excelente comunicación con el resto de Madrid, M30 y acceso a líneas de autobús y al metro de Arturo Soria a pocos minutos andando. Gracias a las empresas del GRUPO LEGEND, aportamos Asesoramiento Fiscal, Financiero y un Arquitecto a su disposición para cualquier consulta, cambios de distribución, presupuestos de reforma, asesoramiento de obra o servicio que necesite. Todo incluido sin coste adicional a nuestros clientes. NO COBRAMOS HONORARIOS AL COMPRADOR.  ¡No pierdas la oportunidad de vivir en este maravilloso piso con una ubicación inmejorable! Contáctanos para más información y para concertar una visita. ¡Te esperamos! ** La información que se detalla en este anuncio se muestra a título informativo y no es contractual ni vinculante **.",True,good,False,5628.0,True,False,False,False,[],False,False,1165000.0,€,True,True,flat,,"Colina, Madrid",Piso en calle de Arturo Soria,1,True,Colina,True,,,,,
107315748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/8b/83/1309821938.webp,3433-02768,42,825000.0,flat,sale,209.0,4,2,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,40.4425612,-3.7036541,False,https://www.idealista.com/inmueble/107315748/,"¡OPORTUNIDAD! EXCLUSIVO ESPACIO CON POSIBILIDAD DE CONVERSIÓN A VIVIENDA DE 209 M2, EN LA PRESTIGIOSA CALLE SANTA ENGRACIA, EN LA ZONA DE NUEVOS MINISTERIOS-RIOS ROSAS.  ¡IMAGINA TU NUEVO HOGAR EN EL CORAZÓN DE MADRID!  IDEAL PARA REFORMARLO ÍNTEGRAMENTE A TU GUSTO PARA CREAR TU NUEVO HOGAR O COMO INVERSIÓN PARA HACER FLIPPING INMOBILIARIO Y HACER 1 o 2 NUEVOS PISOS, YA QUE SON DOS FINCAS INDEPENDIENTES UNIDAS. ¡NO COBRAMOS HONORARIOS AL COMPRADOR! ¿Buscas un hogar en una ubicación privilegiada? Este espacio único en la calle Santa Engracia te ofrece la posibilidad de crear la vivienda de tus sueños en una de las zonas más cotizadas de Madrid. Ubicación:  Inmejorable, en el corazón de Nuevos Ministerios, una de las zonas más dinámicas y exclusivas de Madrid, con alta demanda de viviendas. Versatilidad:  El espacio se compone de 2 oficinas registrales independientes, lo que permite adaptarlo a diferentes diseños de vivienda, incluso con la posibilidad de segregarlas en dos viviendas independientes. Sujeto a las normas aplicables, optimizando su configuración original y aprovechando el amplio patio de luz. Potencial de inversión:  La alta demanda de viviendas en esta zona garantiza una excelente rentabilidad si deseas alquilar la propiedad. Edificio representativo:  Edificio mixto de viviendas y oficinas, con portero físico y 3 ascensores. Portal y zonas comunes en excelente estado. CARACTERISTICAS DESTACADAS:  Ubicación privilegiada: En el corazón de Nuevos Ministerios, con excelente conectividad y rodeado de servicios, comercios y restaurantes.  Flexibilidad: El espacio se adapta a tus necesidades y te permite crear la vivienda que siempre has deseado.  Luminosidad: La sala de reuniones, que podría convertirse en un amplio salón, cuenta con abundante luz natural gracias a un amplio patio de luz de 30 m2. CALIDADES Aire acondicionado y calefacción en todas las estancias. Puerta de entrada acorazada. Mamparas dobles de aluminio y madera. Suelos de parquet y mármol. Alicatados de gres en cocina y baños (con posibilidad de actualizar). GASTOS Gasto de comunidad mensual, 252 €. IBI anual, 1.528 €. Tasas de basura anual, 232 €. ITE favorable en 2024. PRIVILEGIADA UBICACIÓN Y COMUNICACIONES Excelente conectividad:  Múltiples estaciones de metro y paradas de autobús cercanas, así como fácil acceso por carretera a las principales arterias de Madrid. Gran oferta de servicios:  Rodeado de comercios, restaurantes, bares y todo tipo de servicios. ¡No pierdas esta oportunidad única de crear tu hogar en el corazón de Madrid! Llámanos para obtener más información y concertar una visita.",True,renew,False,3947.0,True,True,False,False,[],False,False,825000.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Santa Engracia,5,False,Nuevos Ministerios-Ríos Rosas,True,,,,,
108746816,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/db/e1/1353914855.webp,,39,1495000.0,chalet,sale,314.0,6,6,Barrio Zona Pueblo,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4405588,-3.8095562,False,https://www.idealista.com/inmueble/108746816/,"Este chalet es una excelente oportunidad para quienes desean vivir en una de las zonas más demanda y que destaca por su amplitud, diseño contemporáneo, eficiencia energética y excelentes calidades, perfecta para familias que buscan estrenar una casa con espaciosa y cómoda. Características principales: Con una superficie construida de 314 m² y útiles de 295 m², ofrece un amplio salón, amplia cocina, seis dormitorios y cinco baños, además de un aseo, distribuidos en cuatro plantas que aprovechan cada metro de manera funcional. En la planta baja, de 90 m², se dispone una zona de entrada, aseo de cortesía, salón-comedor de 64 m² y cocina independiente de 21 m² con comedor de diario, salida directa al jardín privado. El espacio exterior cuenta con dos jardines (de 102 m² el posterior y 51 m² el anterior) y una piscina exterior perfecta para disfrutar en los meses de verano. La primera planta alberga el dormitorio principal, con baño incorporado y terraza, además de dos dormitorios adicionales y otro baño, sumando un total de 90 m² en esta planta. En la buhardilla, se encuentra un espacioso dormitorio-salón con baño y una terraza de 44 m², ideal como zona de ocio, despacho o sala de invitados.  El sótano ofrece múltiples posibilidades con 90 m² dedicados a distribuidor, salón o dormitorio con baño, otro dormitorio con baño, cuarto de lavandería/cuarto de máquinas, brindando funcionalidad y espacio extra para distintos usos familiares o de almacenaje. Calidades y equipamientos: La vivienda ha sido totalmente reformada en 2025, con acabados modernos y de alta calidad. Destaca la carpintería exterior de aluminio Climalit, la carpintería interior de madera lacada y suelos de porcelánico en salón, cocina, dormitorios y baños, lo que garantiza durabilidad y fácil mantenimiento. Además, cuenta con sistema de climatización mediante aerotermia, proporcionando calefacción y agua caliente eficiente y sostenible. Dispone también de aire acondicionado por suelo radiante y refrigerante, placas solares, Ethernet en todas las estancias y sistema de alarma para mayor seguridad. La orientación noreste asegura luminosidad constante, siendo una vivienda muy luminosa y agradable. Entorno y ubicación: Ubicado en una de las zonas más consolidadas y mejor comunicadas de Pozuelo de Alarcón, con todos los servicios a mano: comercios, colegios, transporte público y espacios verdes, lo que convierte este chalet en una opción ideal para familias que buscan calidad de vida cerca de Madrid. Si quieres saber más sobre Pozuelo de Alarcón, puedes visitar este artículo en Wikipedia.",True,good,False,4761.0,True,False,False,False,[],False,False,1495000.0,€,True,True,chalet,terracedHouse,"Zona Pueblo, Pozuelo de Alarcón",Chalet adosado,,,Zona Pueblo,,1525000.0,30000.0,2.0,,
108828493,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/c4/5b/1356333563.webp,11274,26,329000.0,duplex,sale,124.0,3,2,CL TORRELODONES,Madrid,Galapagar,Casa Amarilla,es,40.5784837,-4.00166,False,https://www.idealista.com/inmueble/108828493/,"Se vende Atico duplex en galapagar, reformado integralmente hace 3 años, dos plantas; en planta tercera, un esplendido salón comedor con cocina abierta al salón e isla, con electrodomésticos y calidades especiales y acceso directo a una coqueta terraza con vistas espectaculares a las sierra madrileña, un baño completo con plato de ducha, un amplísimo dormitorios con un gran armario de almacenaje y acceso a la planta superior en escalera volada de roble donde nos encontrados dos magníficos y amplísimos dormitorios abuhardillados con iluminación natural con velux, y otro cuarto de baño con plato de ducha y armario de obra, que da servicio a la parte de arriba, dándole carácter personalizado a este magnifico duplex. Las ventanas con de climalit, el suelo porcelánico de gres /tarima, pintura lisa. La finca dispone de zonas ajardinadas con dos piscinas de adultos y niños, así como portero y plaza de garaje subterránea de 5 x 2´4 m y con acceso directo desde la misma urbanización. No lo dude y no pierda esta oportunidad de vivir y disfrutar este mismo verano de estas espléndidas instalaciones y esta especial vivienda. La zona está muy bien comunicada, con fácil acceso a la carretera a6 y a la estación de tren de cercanías, lo que facilita los desplazamientos tanto a Madrid como a otros puntos de la sierra. Además, cuenta con colegios, supermercados, zonas verdes y todos los servicios necesarios para el día a día, todo ello en un entorno natural privilegiado. Se hacen visitas en fines de semana.",False,good,False,2653.0,True,False,False,False,[],False,False,329000.0,€,True,True,flat,duplex,"Casa Amarilla, Galapagar",Dúplex en Cl Torrelodones,4,True,,True,,,,,
100081886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/30/22/1068374179.webp,28-02130,19,115000.0,flat,sale,38.0,2,1,calle de Tomás Esteban,Madrid,Madrid,Puente de Vallecas,es,40.3919958,-3.6654093,False,https://www.idealista.com/inmueble/100081886/,"ALQUILER PROTEGIDO-REAL ESTATE pone a su disposición esta coqueta vivienda en una excelente ubicación. Totalmente reformada recientemente. IDEAL PARA INVERSORES  ACTUALMENTE ALQUILADO  Esta distribuido de la siguiente manera    Vivienda en una primera planta sin ascensor de 2 habitaciones, una doble completa con 2 armarios otra habitación un poco más pequeña completamente vacía con un armario, salón con cocina americana completa y equipada con todos los electrodomésticos, baño completo con plato de ducha. Buena comunicación parada de metro a escasos minutos, parada de autobuses en la puerta.",False,good,False,3026.0,False,False,False,False,[],False,False,115000.0,€,,,flat,,"San Diego, Madrid",Piso en calle de Tomás Esteban,1,True,San Diego,False,,,,,
103308525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/1e/6e/966353603.webp,at,3,407000.0,penthouse,sale,66.0,1,1,"calle Rafael Vega, 7, 9",Madrid,Madrid,Hortaleza,es,40.4658748,-3.6342984,True,https://www.idealista.com/obra-nueva/103308525/,"Vivienda de obra nueva de 1 dormitorio con una superficie de 66,32 m² construidos (44,70m² útiles) y con una amplia terraza de 41,10m² con acceso desde la habitación y el salón. Las diferentes zonas tienen luz y ventilación natural.",False,newdevelopment,True,6167.0,True,False,False,False,[],False,False,407000.0,€,True,True,flat,penthouse,"Canillas, Madrid","Ático en calle Rafael Vega, 7, 9",3,True,Canillas,True,,,,,True
108652197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/84/30/1351124170.webp,01//2613,38,230000.0,flat,sale,60.0,3,1,CL CGDOR RODRIGO RODRIGUEZ,Madrid,Madrid,Moratalaz,es,40.4099652,-3.6584658,False,https://www.idealista.com/inmueble/108652197/,"ALPHA ARTILLEROS INMOBILIARIA te ofrece una excelente oportunidad de adquirir esta vivienda planta baja (ENTREPLANTA, ALTURA ENTRE UN BAJO Y UN PRIMERO), CON ASCENSOR, PARADA A LA ENTRADA DE LA FINCA Y EN LA PUERTA DE LA VIVIENDA, los sotanos del edificio les han hecho el vaciado incluyendo cámara de aire, la ITE pasada este año 2025, resultado FAVORABLE, próxima ITE, año 2035. Los gastos de comunidad son de 55€ incluida el agua. Este inmueble de 60 m² distribuidos: Hall, salon – comedor con terraza acristalada, cerramiento de aluminio y suelo de gres, distribuidor con altillo, acceso desde el baño y uno de los dormitorios, tres dormitorios, un baño completo con ventana al exterior y cocina amueblada incluidos electrodomésticos (lavadora y frigorífico). Calefacción individual de gas natural. Los suelos son de gres en toda la casa, doble orientación Este – Oeste, que nos proporciona ventilación cruzada. La ubicación es ideal, pocos minutos de la estación de metro de la línea 9 ESTRELLA, líneas de autobús,30,32,20,71,113, centro comercial ALCAMPO y gran variedad de comercios, colegios y entidades financieras…………………… Este entorno residencial combina una excelente conectividad y una variada oferta de servicios, haciendo de esta vivienda el lugar perfecto para aquellos que buscan comodidad y accesibilidad. En Alpha Artilleros, además, te ofrecemos un asesoramiento financiero y fiscal gratuito, asegurando que puedas realizar tu compra con confianza. ¡Contáctanos sin compromiso! Con nosotros tiene de forma TOTALMENTE GRATUITA, el Asesoramiento Financiero y Fiscal. Además de una infraestructura creada con AUTÉNTICOS PROFESIONALES, dedicados por entero a garantizar un buen servicio para que compre con total confianza y garantía. En Alpha Hogares, nos encargamos de que el buen trato, la profesionalidad y una perfecta gestión estén a la orden del día, lo cual nos hace ser grandes profesionales. Consúltenos sin compromiso alguno, será un placer atenderle y ayudarle a encontrar, no solo su vivienda perfecta, ya que será su mejor inversión. ¡ESTAREMOS ENCANTADOS DE ATENDERLE! Gastos de escrituración y honorarios por intermediación no incluidos. Con nosotros tiene de forma TOTALMENTE GRATUITA, el Asesoramiento Financiero y Fiscal. Además de una infraestructura creada con AUTÉNTICOS PROFESIONALES, dedicados por entero a garantizar un buen servicio para que compre con total confianza y garantía. En Alpha Hogares, nos encargamos de que el buen trato, la profesionalidad y una perfecta gestión estén a la orden del día, lo cual nos hace ser grandes profesionales. Consúltenos sin compromiso alguno, será un placer atenderle y ayudarle a encontrar, no solo su vivienda perfecta, ya que será su mejor inversión. LLAMA SIN COMPROMISO. ¡ESTAREMOS ENCANTADOS DE ATENDERLE!",False,good,False,3833.0,True,False,False,False,[],False,False,230000.0,€,,,flat,,"Media Legua, Madrid",Piso en Cl Cgdor Rodrigo Rodriguez,bj,True,Media Legua,True,,,,,
108505338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/92/20/1346903489.webp,FPV PLZ Gavia,26,700000.0,flat,sale,127.0,4,2,PZ CONDESA DE GAVIA,Madrid,Madrid,Tetuán,es,40.4491122,-3.7002851,False,https://www.idealista.com/inmueble/108505338/,"**Piso en Venta en Cuatro Caminos - Plaza Condesa de Gavia** ¡Descubre tu nuevo hogar en la vibrante zona de Cuatro Caminos! Este luminoso piso en la primera planta exterior se encuentra en una ubicación privilegiada, a pocos pasos de la calle Bravo Murillo y del Mercado de Maravillas y de Azca. Con una orientación este, disfrutarás de luz natural, creando un ambiente acogedor y cálido. El inmueble cuenta con una distribución funcional que incluye un pasillo de entrada que te lleva a una cocina equipada, un aseo y un amplio salón que conecta con una habitación versátil, ideal como sala de estar, dormitorio o despacho. Además, dispone de tres cómodas habitaciones que ofrecen el espacio perfecto para toda la familia, junto con un baño completo que garantiza comodidad y privacidad. Con 127 m² construidos, este piso tiene un gran potencial y se presenta como una excelente oportunidad para reformar a tu gusto. También cuenta con un armario trastero en el pasillo distribuidor de los dormitorios, lo que proporciona un espacio adicional para almacenamiento.  La propiedad está bien comunicada gracias a la cercanía del metro (Cuatro Caminos) y diversas líneas de autobuses, facilitando el acceso a cualquier punto de la ciudad. Además, la zona está dotada de todos los servicios necesarios para una vida cómoda y práctica. No dejes pasar la oportunidad de visitar este encantador piso y convertirlo en el hogar que siempre has soñado. ¡Contáctanos para más información y agenda tu cita hoy mismo!",True,renew,False,5512.0,True,False,False,False,[],False,False,700000.0,€,,,flat,,"Cuatro Caminos, Madrid",Piso en Pz Condesa De Gavia,1,True,Cuatro Caminos,True,,,,,
