propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
103999349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/74/d2/1366486099.webp,121-00306,57,430000.0,chalet,sale,270.0,5,3,"calle de las Moreras, 56",Madrid,Aranjuez,es,40.0345909,-3.5831551,True,https://www.idealista.com/inmueble/103999349/,"CENTURY21 Homeplace presenta esta gran oportunidad de compra para este precioso chalet adosado en urbanización privada en la calle Moreras, situado cerca del centro de Aranjuez y rodeado de paradas de autobús, colegios, restaurantes, comercios etc. Entrando por la puerta principal del chalet nos encontramos con un amplio hall, que distribuye a una luminosa cocina totalmente equipada y al cuarto de baño que da cobertura a un amplio salón con salida a un exclusivo y amplio jardin. La zona exterior del salón tiene una extensión de cerca de 100 m2 de los cuales, la mitad se componen de una plataforma con un toldo corredizo a modo de cenador (perfecto para recepción de reuniones o sencillamente para comer o cenar con la familia en una gran parcela privada. Subiendo por las escaleras nos encontramos con la zona de descanso, compuesta por cuatro amplias habitaciones y dos baños, uno de ellos en suit con la principal. El inmueble esta provisto de un sótano a modo de sala multiusos o habitación con su cuarto de baño, y comunica con un garaje en el que pueden estacionar 2 coches (de manera holgada). Tiene una zona aboardillada que se podría habilitar y tener una cuarta planta. Aire acondicionado en toda la vivienda. Gas natural. La urbanización tiene amplios jardines en las zonas comunes y cuenta con una piscina y pista de tenis. Cuenta además con un parking común con plazas de garaje individuales para cada vecino. La entrada a la urbanización puede ser por la puerta peatonal o por la puerta automática del garaje. La urbanización esta ocupada por 28 vecinos. Interesados dejen teléfono y nombre para poder contactar. CENTURY21 Homeplace NO COBRA HONORARIOS AL COMPRADOR.",False,good,False,1593.0,False,False,True,False,[],False,False,430000.0,€,True,True,chalet,terracedHouse,"Foso-Moreras, Aranjuez","Chalet adosado en calle de las Moreras, 56",Foso-Moreras,,,,,450000.0,20000.0,4.0,
109217724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/90/51/1367772608.webp,JL2098900,3,750000.0,flat,sale,114.0,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,es,40.4226463,-3.7034516,False,https://www.idealista.com/inmueble/109217724/,"GILMAR Consulting Inmobiliario pone a su disposición este magnífico piso de 114 metros cuadrados, una joya de alta gama que combina elegancia y funcionalidad. En una finca construida en 1980, este inmueble destaca por su luminosidad y su diseño exterior, que invita a disfrutar de la vida urbana en uno de los barrios más vibrantes de la capital. Situado en la séptima planta de un edificio con ascensor, el piso está diseñado para satisfacer las necesidades más exigentes, ofreciendo dos amplios dormitorios principales y dos baños completos, ideales para una familia o para quienes buscan espacios cómodos y bien distribuidos. Este piso, además, cuenta con características que lo hacen único: aire acondicionado para los días más cálidos, conserje, una terraza de 8 metros cuadrados con vistas despejadas y un garaje privado, una auténtica rareza en el centro de Madrid. El portal, de estilo lujo, refleja la categoría y exclusividad del inmueble, mientras que su luminosidad aporta calidez y bienestar en cada rincón. A pocos pasos se encuentra la Puerta del Sol, epicentro de la ciudad y punto de encuentro de visitantes y locales. En las inmediaciones, destaca el colegio bilingüe ""San Ildefonso"", ubicado a menos de 10 kilómetros, y el centro comercial ""El Corte Inglés de Preciados"", que ofrece una amplia gama de tiendas y servicios. En términos de transporte público, la estación de metro más cercana es Sol, servida por las líneas 1, 2 y 3, mientras que la estación de cercanías Renfe de Sol conecta con las líneas C3 y C4. Además, diversas líneas de autobuses como la 3, 50 y 51 aseguran una excelente conectividad con el resto de Madrid. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños. Con décadas de experiencia en el sector inmobiliario, nuestra compañía se distingue por su compromiso, profesionalidad y atención personalizada. Si deseas ampliar información sobre este exclusivo piso, te invitamos a contactar con nuestro equipo en la oficina de Centro, ubicada en Plaza de Herradores, 4.",False,good,False,6579.0,False,False,False,False,[],False,False,750000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,Centro,Malasaña-Universidad,2,True,False,,,,
108367597,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/5f/f4/1342000483.webp,W-0302Y6,30,970000.0,penthouse,sale,145.0,4,2,Barrio Arroyo del Fresno,Madrid,Madrid,es,40.4895165,-3.7176725,False,https://www.idealista.com/inmueble/108367597/,"Ático exclusivo en urbanización de prestigio Engel & Völkers Mirasierra - Puerta de Hierro ( ) tiene el placer de presentar en exclusiva esta soberbio ático de 4 dormitorios que destaca por su luminosidad excepcional, gracias a su orientación y altura, que permite disfrutar de luz natural durante todo el día.  El gran salón - amplio, luminoso y con acceso directo a una terraza soleada de buen tamaño - se abre a una elegante zona de comedor, ideal para el día a día o para reuniones especiales. Desde aquí se accede a dos estancias adicionales que aportan gran versatilidad: una zona abuhardillada con encanto, perfecta como sala de juegos o rincón de lectura, y un cómodo despacho independiente.  La cocina y tres dormitorios están ubicados en la otra parte de la vivienda, destacando el dormitorio principal con baño en suite, mientras que los otros dos comparten otro baño completo.  Situado en una prestigiosa urbanización, este piso disfruta además de una ubicación privilegiada con muchas tiendas y servicios. Incluye 1 plaza de garaje y trastero.  En definitiva, una auténtica joya, tan escasa como demandada en el mercado inmobiliario actual. Arroyo del Fresno es una zona residencial consolidada con amplias y generosas zonas verdes, muy tranquila, que linda con la exclusiva Colonia Mirasierra. Comenzó a desarrollarse a mediados de los 90, con conjuntos de chalets adosados y viviendas de pocas alturas y urbanizaciones con amplias zonas verdes. Está idealmente comunicado por Metro, red de autobuses urbanos, M-30 a 2 minutos y M-40 a 5 minutos en vehículo.",True,good,False,6690.0,True,False,True,False,[],False,False,970000.0,€,True,True,flat,penthouse,"Arroyo del Fresno, Madrid",Ático,Fuencarral,Arroyo del Fresno,3,True,True,1010000.0,40000.0,4.0,
109219312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/14/d7/1367815625.webp,CORREDERAINTERIOR,27,390000.0,flat,sale,80.0,2,2,Corredera Baja de San Pablo,Madrid,Madrid,es,40.4236924,-3.7058545,False,https://www.idealista.com/inmueble/109219312/,"NOVA TE ASESORA AGENCIA INMOBILIARIA GESTIONA LA VENTA de este piso con algo de reforma del 2012, pero para reformar, interior a dos patios, con luz, en una primera planta de una finca sin ascensor, muy céntrico, en pleno barrio de Malasaña. Se trata de una vivienda de 80 m2 construidos distribuidos en un salón interior, pero luminoso, 2 dormitorios, 1 baño y 1 aseo, además de cocina.  Dispone de agua caliente por gas butano, ventanas de aluminio, suelo de terrazo y de gres. La finca no cuenta con ascensor. Si está interesado/a no dude en ponerse en contacto con nosotros estaremos encantados de ayudarle.",True,renew,False,4875.0,True,False,False,False,[],False,False,390000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en Corredera Baja de San Pablo,Centro,Malasaña-Universidad,1,False,False,,,,
107767510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/f5/8d/1339659678.webp,,20,295000.0,chalet,sale,252.0,4,3,avenida de los Pinos,Madrid,San Martín de Valdeiglesias,es,40.3923903,-4.3807837,False,https://www.idealista.com/inmueble/107767510/,"Chalet independiente en San Martín de Valdeiglesias. Situado en una ubicación privilegiada con preciosas vistas. La vivienda está compuesta por tres plantas: La planta principal cuenta con un amplio y luminoso salón que conecta con otra sala y estas dos a su vez con una gran terraza. La cocina está totalmente equipada y conecta con otra terraza que da al jardín trasero. La planta también cuenta con tres dormitorios, uno de ellos con baño en suite y vestidor, 2 baños. Hay un cuarto de baño adicional que da servicio a la otra habitación. La segunda planta cuenta con 3 dormitorios de gran tamaño, 2 baños completos. La planta baja tiene garaje con capacidad para dos/tres vehículos y trastero. La urbanización tiene una gran piscina y cuenta con otras instalaciones, como pistas de pádel y zonas de recreo para niños.",True,good,False,1171.0,True,False,False,False,[],False,False,295000.0,€,True,True,chalet,independantHouse,San Martín de Valdeiglesias,Casa independiente en avenida de los Pinos,,,,,,,,,
107725291,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/27/25/1320954354.webp,,46,190000.0,flat,sale,84.0,3,1,Centro,Madrid,Aranjuez,es,40.0308369,-3.6014469,False,https://www.idealista.com/inmueble/107725291/,"ARANGESTION INMOBILIARIA PONE A LA VENTA EN EXCLUSIVA  ¡Descubre tu nuevo hogar en el corazón de Aranjuez! Este magnífico piso de 84 m², recientemente reformado, te ofrece un espacio moderno y acogedor. Con tres amplios  dormitorios, es perfecto para familias o para quienes buscan espacio adicional. El baño cuenta con una elegante ducha, y el salón, de grandes dimensiones, te invita a relajarte con acceso directo a una terraza donde disfrutar del aire libre. Los suelos de tarima añaden un toque cálido y elegante, mientras que la calefacción de gas natural y la bomba de frío/calor garantizan el confort durante todo el año. Además, las luces de bajo consumo contribuyen a un hogar más sostenible. La finca dispone de ascensor y rampa de acceso, haciendo que sea apta para personas con movilidad reducida. Situado en una de las mejores zonas de Aranjuez, estarás rodeado de todos los servicios necesarios: colegios, supermercados, centro médico y una vibrante zona de vida social. No pierdas la oportunidad de vivir en un entorno privilegiado con todas las comodidades al alcance de tu mano. ¡Ven a visitarlo y enamórate de este encantador piso! NO DUDE EN CONCERTAR UNA VISITA. DISPONEMOS DE DEPARTAMENTO FINANCIERO QUE LE AYUDARA A BUSCAR  LA HIPOTECA A SU MEDIDA. S. E. O. U.",True,good,False,2262.0,True,False,True,False,[],False,False,190000.0,€,,,flat,,"Centro, Aranjuez",Piso,Centro,,1,True,True,195000.0,5000.0,3.0,
104644500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/f0/ca/1227185493.webp,EM/2410,29,285000.0,flat,sale,57.0,2,2,calle de Mota del Cuervo,Madrid,Madrid,es,40.4640405,-3.6302331,False,https://www.idealista.com/inmueble/104644500/,"GLOBAL VADEAÍN ofrece un piso a estrenar de 2 dormitorios en Mota del Cuervo, junto al Polideportivo Luis Aragonés. La vivienda cuenta con 2 dormitorios, salón conn cocina integrada, un baño y un aseo a estrenar. La vivienda se entrega con la cocina amueblada y equipada y cuenta con nuestra garantía y calidad. Incluye todos los electrodomésticos: lavavajillas, lavadora, secadora, frigorífico combi, horno, microondas, etc. Aire acondicionado y calefacción individual eléctrica. Actualmente se encuentra en proceso de reforma, pero estará lista para entrar a vivir en octubre. Las fotos y vídeo muestran como quedará la vivienda una vez finalizada con un ejemplo de decoración (no incluido).  Posibilidad de plaza de garaje muy próxima al edificio, tanto en venta como en alquiler. Ideal tanto para vivir en zona residencial con todos los servicios, como para inversionistas por su rentabilidad. Excelente ubicación y comunicaciones: M-40, M-11, A-2, próximo a metro Canillas (línea 4) y Mar de Cristal (líneas 4 y 8). Muy próximo a IFEMA y Parque Juan Carlos I. A su vez, dispondrá de todo tipo de servicios a su alcance, gracias a su proximidad a los centros comerciales Palacio de Hielo, El Corte Inglés y Gran Vía de Hortaleza. La zona cuenta con todo tipo de servicios: colegios, institutos, supermercados, farmacias, restauración, iglesias… Con la experiencia, garantía y confianza de Global Vadeaín. SL, empresa pionera especializada en construcción, transformación y remodelación completa de bienes inmuebles. NO COBRAMOS COMISIONES AL COMPRADOR. TRATO DIRECTO CON LA PROPIEDAD, TOTAL TRANSPARENCIA. Para más información, no dude en contactarnos.",True,good,False,5000.0,True,False,False,False,[],False,False,285000.0,€,,,flat,,"Canillas, Madrid",Piso en calle de Mota del Cuervo,Hortaleza,Canillas,bj,True,True,,,,
109213731,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/d1/26/1367635959.webp,,56,200000.0,flat,sale,41.0,1,1,CL PICO COLLARADA,Madrid,Madrid,es,40.3897494,-3.6671028,False,https://www.idealista.com/inmueble/109213731/,"Tu nuevo hogar en Vallecas – San Diego ✨ ¿Buscas un piso que no te pida reformas, ni obras, ni dolores de cabeza? Este apartamento 100% reformado está listo para entrar a vivir desde el primer día. Ubicado en un portal moderno de 2009, con ascensor y sin derramas a la vista, este piso es una apuesta segura y tranquila. � Características principales 1 habitación luminosa, perfecta como dormitorio principal o como espacio multifuncional. Salón exterior con gran entrada de luz natural. Cocina totalmente equipada, moderna y práctica, lista para estrenar. Baño reformado, con acabados actuales que combinan diseño y comodidad. Todo el piso está impecable, con materiales de calidad y pensado al detalle. � Ubicación estratégica A pocos minutos andando de metro Nueva Numancia y Portazgo, y varias líneas de autobús. En apenas 10 minutos en transporte llegas a Atocha, y en poco más estás en pleno centro de Madrid. Zona con todos los servicios: supermercados, colegios, comercios, bares y restaurantes de barrio con ese toque auténtico que hace de Vallecas un lugar tan buscado. � Ventajas que marcan la diferencia Edificio joven, construido en 2009: olvídate de derramas durante mucho tiempo. Piso reformado de arriba abajo: entra con tu maleta y nada más. Ideal como primera vivienda, como inversión para alquilar o como un estudio urbano de lujo. � Un piso así no aparece todos los días: moderno, reformado, en una finca reciente, con ascensor y excelente comunicación con el centro de Madrid.",True,good,False,4878.0,True,False,False,False,[],False,False,200000.0,€,,,flat,,"San Diego, Madrid",Piso en CL Pico Collarada,Puente de Vallecas,San Diego,2,True,True,,,,
106627740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/50/36/1289178941.webp,AC-DP01769,20,269000.0,flat,sale,50.0,1,1,"calle del Divino Pastor, 31",Madrid,Madrid,es,40.4277187,-3.7047236,True,https://www.idealista.com/inmueble/106627740/,"**Piso en Venta en el Corazón de Malasaña, Madrid** ¡Descubre este encantador piso en el vibrante barrio de Malasaña! Con una superficie de 50 m², este acogedor inmueble se encuentra en un edificio histórico de 1900, que combina el encanto clásico con la modernidad. Situado en un bajo interior, ofrece un salón-comedor luminoso y una cocina americana funcional, perfecta para disfrutar de momentos inolvidables. El dormitorio es un refugio ideal para descansar después de un día explorando las calles llenas de vida de la zona. Además, cuenta con un baño completo y armarios empotrados que optimizan el espacio. La calefacción individual a gas natural garantiza confort durante todo el año. Ubicado a un paso de la Gran Vía y la calle Fuencarral, este piso está rodeado de plazas emblemáticas como la Glorieta de Bilbao, Alonso Martínez y Dos de Mayo. El barrio es conocido por su ambiente vibrante, con bares, cafés y mercadillos de artesanía que invitan a disfrutar del día a día. Este inmueble es ideal tanto para vivir como para invertir en alquiler. ¡Listo para entrar a vivir y disfrutar de todo lo que Malasaña tiene para ofrecer! Avant Real Estate es una consultora inmobiliaria de reconocido prestigio en el sector, formada por un equipo de profesionales con más de veinte años de experiencia. No dude en consultar como podemos ayudarle a gestionar su patrimonio.",False,good,False,5380.0,True,False,True,False,[],False,False,269000.0,€,,,flat,,"Malasaña-Universidad, Madrid","Piso en calle del Divino Pastor, 31",Centro,Malasaña-Universidad,bj,False,True,,,,
108011270,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/2f/f6/1367310808.webp,,62,850000.0,flat,sale,149.0,5,2,"calle de Segovia, 10",Madrid,Madrid,es,40.4137298,-3.7106496,True,https://www.idealista.com/inmueble/108011270/,"GRUPO SIMMA CONSULTORES INMOBILIARIOS""  Nos complace ofrecerles esta gran vivienda, situada en el centro del Madrid de los Austrias, con dos magníficos balcones a la calle Segovia y al jardín de Travesía del Conde. La distribución del inmueble consta de un buen hall de entrada, que nos da a un despacho/dormitorio y al pasillo de acceso al resto de la vivienda, desde el llegamos a un baño de cortesía y al segundo de los dormitorios, para inmediatamente tener el baño principal y un poco más adelante nos encontramos la cocina, seguidamente tenemos dos dormitorios, uno a cada lado del pasillo, estando en uno de ellos el primero de los balcones con vistas a la calle Segovia y orientación sur, lindando con el encontraremos el salón con una ventana a la misma calle Segovia y el otro balcón, el cual nos sorprenderá con sus espectaculares vistas sobre los jardines de Ana Orantes y el jardín del Palacio de Anglona, desde el salón recorreremos un pequeño pasillo que nos llevara hasta el último de los dormitorios. Todas las estancias tienen ventilación propia con ventanas a los patios interiores.  La vivienda se encuentra para reformar y el que todas las separaciones sean de tabiquería nos da unas grandes posibilidades de distribución para adecuarlas a sus necesidades. La finca data de 1970, es uno de los muchos proyectos residenciales diseñados por Antonio Lamela Martinez, un destacado arquitecto españoles del siglo XX. Una finca moderna dentro del entorno en el que está situada, siguiendo las características de este arquitecto, con líneas limpias y formas geométricas. Fue construida con materiales de la época, hormigón, acero y fachada de ladrillo. Diseñada con grandes ventanales y balcones espaciosos. Los interiores del inmueble son estancias amplias y luminosas, disponiendo de ventanas todas las estancias. Con diseños funcionales y espacios abiertos. La finca inicialmente se construyó con un ascensor que comenzaba desde la primera planta donde se encuentra la recepción del edificio y la portería del conserje. Actualmente la comunidad de vecinos acometió la obra de mejora para disponer de un ascensor elevador desde la planta calle para facilitar el acceso a las personas de movilidad reducida. Los suministros de gas son centralizados y ya se adaptó a la nueva normativa de eficiencia energética para individualizarlos. No pierda la oportunidad de vivir en uno de los mejores barrios de Madrid y póngase en contacto con nosotros para poder visitarlo.",False,renew,False,5705.0,True,False,True,False,[],False,False,850000.0,€,,,flat,,"Palacio, Madrid","Piso en calle de Segovia, 10",Centro,Palacio,3,True,True,,,,
108802881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/5d/9e/1355617783.webp,VIS-403,76,695000.0,chalet,sale,390.0,7,5,calle de Valti,Madrid,Paracuellos de Jarama,es,40.5278232,-3.54337,False,https://www.idealista.com/inmueble/108802881/,"VISTA HOMES presenta un estupendo CHALET PAREADO de 7 HABITACIONES, GRAN PISCINA PRIVADA Y PLACAS SOLARES de reciente instalación, en la urbanización Altos del Jarama, una de las mejores zonas de Paracuellos del Jarama. La vivienda cuenta con amplias estancias a las que se suma un agradable jardín privado. Construido en el año 1999, consta de una superficie de 390 m² en parcela de 430 m² distribuidos en cuatro plantas: PLANTA BAJA Un luminoso salón con chimenea que invita a relajarse y crear momentos cálidos en familia. Comedor independiente, perfecto para cenas especiales y reuniones con amigos. Cocina completamente amueblada y moderna, lista para inspirar tus mejores recetas. Aseo con zona de lavandería, funcional y bien pensado para tu día a día. PRIMERA PLANTA Dormitorio principal con vestidor y baño en suite, un refugio de tranquilidad y privacidad. Cuatro dormitorios adicionales, ideales para la familia o invitados, que comparten dos baños completos. SEGUNDA PLANTA Una buhardilla diáfana de 80 m², llena de luz natural gracias a los velux y a la terraza que la acompaña, y es perfecta para convertir en gimnasio, sala de juegos, estudio o incluso un spa con sauna. La versatilidad de este espacio te permite adaptarlo a tus necesidades y estilo de vida.  PLANTA -1 Un amplio salón de verano con comedor y cocina americana, ideal para disfrutar en cualquier estación del año desde el que se accede a un agradable porche techado con acceso directo a la zona de piscina. Habitación de servicio y un baño completo, pensados para mayor comodidad. Un trastero de 25 m², perfecto para almacenar todo lo que necesitas tener a mano. Un AMPLIO JARDÍN DE 430 M² que rodea toda la vivienda, con zonas verdes y espacio para el ocio, donde encontramos una PISCINA PRIVADA DE 37 M², perfecta para refrescarse en verano y disfrutar con amigos y familiares. La vivienda se climatiza mediante calefacción individual por gas natural y chimenea en el salón. 12 PLACAS SOLARES DE RECIENTE INSTALACIÓN. La vivienda está ubicada en la urbanización Altos del Jarama con servicio de autobús directo al centro de la localidad y un rápido acceso en coche a la R2. Paracuellos de Jarama es un municipio de España situado en la Comunidad de Madrid muy próximo al Aeropuerto Adolfo Suárez. La localidad está ubicada a unos 26 km al nordeste de la capital limitando con Madrid, Alcobendas y San Sebastián de los Reyes al oeste, con San Sebastián de los Reyes al norte, con Ajalvir y Cobeña al este y con Torrejón de Ardoz y San Fernando de Henares al sur. Dispone de ocho líneas de autobús interurbanas, de las cuales cinco conectan con Madrid en el intercambiador de Canillejas y una en Barajas, y tres líneas urbanas. ¡Contacta con nosotros y programa tu visita ahora! En VISTA HOMES, estamos comprometidos a convertir tus aspiraciones en una realidad extraordinaria. Disponemos de Viviendas en Venta Privada, ¡pregunta al responsable de la zona que buscas para visitarlas!",False,good,False,1782.0,True,False,True,True,[],False,False,695000.0,€,True,True,chalet,semidetachedHouse,"Altos de Jarama, Paracuellos de Jarama",Chalet pareado en calle de Valti,Altos de Jarama,,,,,,,,
108917996,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/13/aa/1358896563.webp,hermosilla,25,465000.0,flat,sale,55.0,2,1,calle de Hermosilla,Madrid,Madrid,es,40.4252272,-3.6783771,False,https://www.idealista.com/inmueble/108917996/,"Excelente piso para reformar con patio de uso y disfrute situado en una buena finca, en la mejor calle de la zona del distrito Goya, Barrio de Salamanca incluye plaza de garaje en el precio. Para visitarlo, contacte con nosotros, estaremos encantados de atenderle, en Hermosilla nº 72, tlf  Trabajamos los sábados. Exclusive World Home by inmomar es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. EWH, es una inmobiliaria especializada principalmente en los distritos del Barrio de Salamanca, Retiro, Chamberí y Chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,renew,False,8455.0,True,False,True,False,[],False,False,465000.0,€,True,True,flat,,"Goya, Madrid",Piso en calle de Hermosilla,Barrio de Salamanca,Goya,bj,False,True,,,,
108252084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/6e/fd/1367619339.webp,PIS_158,44,369000.0,flat,sale,116.0,3,2,"avenida de La Rioja, 4",Madrid,Villanueva de la Cañada,es,40.4400618,-4.0002879,True,https://www.idealista.com/inmueble/108252084/,"Vive con luz y tranquilidad en Villanueva de la Cañada! Barchan Inmobiliaria presenta este luminoso piso ubicado en una zona agradable y tranquila, rodeado de parques y zonas ajardinadas, ideales para disfrutar del aire libre en familia. La vivienda dispone de tres dormitorios una con armario empotrado, el dormitorio principal tiene baño en suite y el segundo baño da servicio a los otros dos dormitorios garantizando comodidad y privacidad para toda la familia, cocina con patio amplio y salón independiente exterior además da a una zona ajardinada muy tranquila, cocina amplia con patio, incluye plaza de garaje y un amplio trastero en el precio ofreciendo un amplio espacio adicional muy practico. Edificios con pocos gastos de comunidad, lo que lo convierte en una excelente opción tanto como vivienda habitual o como inversión. Ventanas de climalit blancas. Gastos de comunidad: 72,62 No pierdas la oportunidad de vivir en un entorno residencial cerca de todos los servicios y con excelente calidad de vida. ¡ VEN A VISITARLO!  ref: PIS_158.",False,good,False,3181.0,True,False,False,False,[],False,False,369000.0,€,True,True,flat,,"Villanueva de la Cañada, Villanueva de la Cañada","Piso en avenida de La Rioja, 4",Villanueva de la Cañada,,,True,True,,,,
109076450,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/65/61/1366071986.webp,BAS_GETAF,102,615000.0,flat,sale,180.0,4,2,CL MADRID,Madrid,Getafe,es,40.3171961,-3.7284681,False,https://www.idealista.com/inmueble/109076450/,"****BASTIA INMOBILIARIA vende piso de 4 dormitorios con terrazas y zonas comunes frente a la Universidad Carlos III, Getafe**** Descripción BASTIA INMOBILIARIA pone a la venta este exclusivo piso en calle Madrid (Getafe), ubicado justo enfrente de la Universidad Carlos III. Una vivienda amplia, luminosa y moderna, ideal para familias o como inversión segura en una zona de alta demanda. Situada en una primera planta con altura de segunda, la vivienda se distribuye en: •Amplio salón comedor independiente con salida a dos terrazas, una orientada hacia calle Madrid y otra hacia calle Siemens. •Cocina independiente y espaciosa, totalmente amueblada, con vitrocerámica de inducción y horno, y acceso a terraza. •Cuatro dormitorios, todos con armarios empotrados:  *Dormitorio principal con vestidor y baño en suite.  *Dos dormitorios con acceso directo a terraza.  *Dormitorio adicional versátil. •Dos baños completos, ambos con plato de ducha y mamparas de vidrio templado. La vivienda incluye plaza de garaje y trastero, además de disfrutar de unas zonas comunes de 4.000 m² con: piscina, pista de pádel, zona deportiva, gimnasio, sala multiusos y gastrobar. Construida en 2019, la finca dispone de acceso adaptado para personas con movilidad reducida. La vivienda cuenta con suelo de tarima, puertas de madera, calefacción individual de gas natural y aire acondicionado centralizado individual. Orientación norte-este, lo que garantiza luminosidad y confort durante todo el año. Transporte y conectividad Excelente comunicación mediante Cercanías (Estación Getafe Central y Las Margaritas-Universidad, C4), Metro (Estación Getafe Central y Juan de la Cierva, L12) y varias líneas de autobuses urbanos e interurbanos. Acceso rápido a autopistas A-42 y M-45, facilitando la conexión con Madrid capital y el resto del área metropolitana. Servicios cercanos Ubicación privilegiada en el corazón de Getafe, rodeada de zona comercial, supermercados, restaurantes, cafeterías, centros educativos, instalaciones deportivas y la propia Universidad Carlos III, lo que convierte a esta vivienda en una oportunidad única tanto para vivir como para invertir. No deje pasar esta ocasión. Para más información o para concertar una visita, contacte con BASTIA INMOBILIARIA. Estaremos encantados de atenderle con la profesionalidad y cercanía de siempre.",True,good,False,3417.0,True,False,True,False,[],False,False,615000.0,€,True,True,flat,,"Universidad, Getafe",Piso en CL Madrid,Universidad,,1,True,True,,,,
107240745,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/ea/6e/1307143840.webp,1182,35,1560000.0,flat,sale,173.0,3,3,calle de Écija,Madrid,Madrid,es,40.4309725,-3.7245803,False,https://www.idealista.com/inmueble/107240745/,"1950 – ""El Estilo Atemporal de Christian Dior en Argüelles, Madrid"" En 1950, Christian Dior definía la elegancia con su icónico ""New Look"", mientras este piso nacía en Argüelles. Sus líneas limpias, amplios ventanales y detalles sofisticados reflejan el glamour de una década que revolucionó el diseño. Un espacio donde la belleza clásica y la modernidad se encuentran. Este luminoso piso encarna la sofisticación del ""New Look"" de Dior.   Imagina abrir la puerta de tu nuevo hogar y encontrar un espacio listo para entrar a vivir, donde cada detalle ha sido cuidadosamente diseñado para ofrecerte confort, elegancia y funcionalidad. Situada en una finca clásica de 1950, perpendicular a Pintor Rosales, esta exclusiva vivienda de 173 metros combina el encanto de la arquitectura señorial con una reforma de lujo y mobiliario de diseño, creando un ambiente sofisticado y acogedor. Desde el primer instante, te envolverá la luminosidad de su amplio salón, un espacio perfecto para disfrutar de momentos de relax o compartir reuniones inolvidables. La terraza de 15 metros, orientada a un amplio y tranquilo patio de manzana, te ofrece un rincón privado para empezar el día con un café o desconectar tras una jornada intensa. Cada estancia está pensada para tu comodidad. La vivienda cuenta con tres habitaciones, ideales para descansar, trabajar o adaptarlas a tu estilo de vida. Sus tres baños modernos con acabados de alta calidad aportan un extra de confort y sofisticación. La cocina completamente equipada se integra perfectamente en el espacio, ofreciendo practicidad sin renunciar al diseño. Además, disfrutarás de calefacción individual, aire acondicionado en cuatro zonas, suelos de roble, armarios empotrados y domótica en persianas, garantizando una experiencia de bienestar en cada rincón. Ubicada en uno de los barrios más exclusivos de Madrid, Argüelles combina la tranquilidad residencial con la vitalidad de una zona repleta de comercios, restaurantes de prestigio y excelentes conexiones de transporte. Esta es una oportunidad única para quienes buscan un hogar elegante, funcional y listo para entrar a vivir. No dejes pasar esta oportunidad. Precio de venta: 1.675. 000 €. Contáctanos y descubre por qué esta vivienda es la elección perfecta.",False,good,False,9017.0,True,False,True,False,[],False,False,1560000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Écija,Moncloa,Argüelles,3,True,True,1649000.0,89000.0,5.0,
