propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108290531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/f0/35/1339678956.webp,16,305000.0,flat,sale,93.0,3,2,avenida de la Virgen de Loreto,Madrid,Torrejón de Ardoz,Noroeste,es,40.4610549,-3.4757187,False,https://www.idealista.com/inmueble/108290531/,"VOhome Torrejón de Ardoz te presenta esta encantadora vivienda en muy buena zona de Torrejón de Ardoz   Una oportunidad única para disfrutar de la comodidad y la funcionalidad en una de las zonas más demandadas del noroeste de Madrid. La vivienda tiene una superficie de 70 m², esta propiedad cuenta con 3 acogedores dormitorios y 2 baños, perfectos para adaptarse a tus necesidades familiares. La cocina, amplia con tendedero, es un espacio funcional donde podrás dar rienda suelta a tu creatividad culinaria. Además dispone de un gran salón acogedor independiente con bonitos ventanales para disfrutar de la luz natural.  Este piso es exterior y luminoso, con ventanas climalit que aseguran un excelente aislamiento. Es un hogar que ofrece características que garantizan tu confort. La seguridad está garantizada con una puerta blindada, el aire acondicionado y la calefacción de gas natural central te permitirán mantener la temperatura ideal durante todo el año  Además, cuenta con armarios empotrados que ofrecen un amplio espacio de almacenamiento y suelos de parquet   Accede sin problemas gracias a su acceso para personas con movilidad reducida y disfruta de la comodidad del ascensor y un sistema de cámaras de seguridad, mientras que el videoportero te proporcionará tranquilidad adicional. Próximamente nuevo reportaje fotográfico    La zona donde se encuentra ubicado el piso tiene colegios (CEIP Buen Gobernador, Jaby, ALBA), escuela de educación infantil Loreto, parque Paseo de la Chopera, cerca del centro de información de la seguridad social y al centro de salud Las Veredillas. Cercano además el teatro José María Rodero, Centro Cultural, Gimnasio Go Fit, supermercados y todos los comercios de primera necesidad. A escasos pasos de la Plaza Mayor, Ayuntamiento, Cercanías RENFE, Terminal de Autobuses Urbanos e Interurbanos y Paradas de Taxi. Muy próximo al parque comercial ON PLAZA. Fácil y rápido acceso a la avenida Madrid, calle Madrid y Avenida de Las Fronteras  Las líneas principales donde se encuentra el piso son L1B, 5B y más adelante se encuentra el 226 hacia Madrid  Torrejón de Ardoz es un municipio que supera ya los 135 mil habitantes, se encuentra a tan solo 25 km de su capital (Madrid) y a 14 km del aeropuerto. cuenta con una parada central de autobuses interurbanos que nos acercan al aeropuerto con la línea 824, hacia San Fernando la línea 220 y 226, hacia Madrid – Av. America la línea 224 y 224 A, hacia Alcalá de Henares la línea 251 y 252 y la línea de autobús 340 hacia Mejorada del Campo. Cuenta también con los buses urbanos L1 A y B, L2, L3 y L5 que nos acercan a todas las zonas de la ciudad y sus dos estaciones de tren cercanías parada Torrejón de Ardoz (C-1, C-2, C-7) y parada Soto del Henares – Hospital (C-2, C-7)."" Póngase en contacto con VOhome Propiedades para solicitar una visita o cualquier tipo de información sobre éste o cualquiera de nuestros inmuebles y servicios. Ponemos a su entera disposición el servicio de Departamento Financiero. Dicho departamento le podrá gestionar su hipoteca con las mejores condiciones del mercado, le gestionará la tasación y se encargará de organizar la firma de su operación. Le informamos que contamos con servicios propios y externalizados que se encargan de reformas y decoración. Ellos podrán realizar los presupuestos que necesite sin ningún tipo de compromiso. ¡No dude en llamarnos! También puede contactarnos en nuestra oficina de calle Hospital, 26, al  Le atenderemos con mucho gusto.",True,good,False,3280.0,False,False,False,False,[],False,False,305000.0,€,,,flat,,"Noroeste, Torrejón de Ardoz",Piso en avenida de la Virgen de Loreto,Destacado,GZG-12042128,6,True,,True,,,,
108760155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/02/9e/1360571644.webp,2,760000.0,chalet,sale,335.0,5,5,paseo de Emilia Alarcos s/n,Madrid,Torrelodones,Las Marías,es,40.576287,-3.939892,True,https://www.idealista.com/inmueble/108760155/,"Encantada de saludarte. Mi nombre es Patricia Delgado. Te invito, antes de leer el texto, a ver el video que hemos preparado.  Probablemente estés aquí porque llevas tiempo buscando la casa ideal donde comenzar a crear recuerdos inolvidables en familia, construir un hogar, vuestro refugio.  Hoy quiero invitarte a imaginar cómo sería tu vida aquí, en Zafira Home, a través de un pequeño ejercicio de visualización, juntos:  Es sábado por la mañana. Abres los ojos, la luz entra por el ventanal y tienes ganas de comenzar este nuevo día. Sales a la terraza de tu habitación. Espera, hagamos una pausa. Todo es mejor con una taza de café entre las manos. ¿Listo?  Bien, regresas a la terraza, aún es pronto. Se ha convertido en vicio observar la sierra de Guadarrama, parece un cuadro. Sí, es el monasterio de El Escorial lo que se divisa al fondo. Respiras profundo. La sensación de paz y tranquilidad es absoluta. Ahora sí, es hora de desayunar con los tuyos y los peques parece que ya han amanecido. ¡Vaya! Parece que alguien se te ha adelantado y el delicioso desayuno ya está listo en la mesa del porche...  Piensas la suerte que es poder compartir ese momento, todos juntos, con el jardín al frente. Precioso, cuidado. En frente, zona verde. Privacidad. Intimidad.  Te reconforta confirmar lo bien que hicisteis escogiendo este chalet. Sí, la urbanización Torrealta es de las más deseadas (por no decir la que más) de Torrelodones, pero hay más. La ubicación estratégica del chalet: lejos de la carretera (ausencia de ruidos) y lo suficientemente lejos de la zona de baño para no escuchar ni el más mínimo ruido desde tu hogar. Inteligente elección, lo sabes. Te replanteas el plan de la mañana… Estáis a gusto, apetece quedarse en casa.  ¿Lectura en el jardín o revancha en la pista de tenis? Empecemos por un paseo por la urbanización. Que apetecible resulta la zona de baño, con sus espléndidas piscinas de agua cristalina y fondo turquesa.  Ya te imaginas la tarde, chapoteando con tus hijos, entre risas y agua fresca. ¿Un partido de tenis después? Esta pista pide a gritos un partido, ¿invitamos a algún amigo? Sabes que es la envidia de todos, es difícil encontrar una pista así.  Al cruzar la puerta de la urbanización, saludas al personal de seguridad, presente las 24 horas del día para garantizar tu seguridad y la de los tuyos. Tu familia es tu tesoro, de eso no cabe duda. Y sí, el importe de la urbanización no es bajo, pero tu tranquilidad y paz mental no son negociables.  Día y noche tu hogar y tu familia están protegidos, estéis dentro o de vacaciones. A dos minutos en coche el acceso directo a la carretera A-6.  Muy cerca de la puerta de la vivienda: supermercados, hospital, centro de salud, el entorno natural de Las Marías e incluso uno de los senderos mejor valorados de la zona, te daremos más detalles en tu visita si lo deseas. Además, marquesina de autobús en frente de casa con conexión directa a Madrid y tren cercanías. Regresas a casa tras el paseo; los peques juegan en el jardín. Tu jardín privado, en forma de L, muy aprovechable.  L de lujo, de luz, de libertad. Una forma que permite crear rincones distintos, llenos de vegetación y privacidad. La tarde cae despacio, tiñendo el cielo de tonos cálidos. Cenita en el porche, luz suave, brisa veraniega, conversaciones que se alargan y se graban para siempre en la memoria. Cae la noche, los peques ya han caído. Descansan cada uno en su propio cuarto. Así se llevan mejor. Junto a tu pareja, un brindis. Por el verano. Por la familia. Por haber encontrado, al fin, vuestro hogar. Y piensas, sin decirlo en voz alta: Ahora sí. Aquí empieza todo. El texto se termina aquí. Pero tu historia puede comenzar allí. Contáctanos y descubre cómo suena el comienzo de tu nueva historia. GRACIAS. Por leer, imaginar y sentir. Att; Patricia Delgado.rrama.",True,good,False,2269.0,False,False,False,False,[],False,False,760000.0,€,True,True,chalet,semidetachedHouse,"Las Marías, Torrelodones",Chalet pareado en paseo de Emilia Alarcos s/n,Destacado,Zafira Home,,,,,,,,
108367826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/9f/24/1342006111.webp,63,950000.0,chalet,sale,315.0,8,4,El Guijo - Colonia España - Colonia San Antonio,Madrid,Galapagar,El Guijo - Colonia España - Colonia San Antonio,es,40.6140103,-4.0122335,False,https://www.idealista.com/inmueble/108367826/,"Villas de Bravante gestiona en exclusiva y sin honorarios para el comprador la venta de este espectacular chalet independiente con 315 m² construidos sobre una parcela de 1.218 m², ubicado en una de las mejores zonas residenciales entre Galapagar y Collado Villalba, a tan solo 5 minutos de la estación de tren, colegios, supermercados y centros de salud.  La vivienda cuenta con dos plantas:  Planta Baja:  • Acceso desde un zaguán acristalado que da paso a un elegante recibidor con doble altura.  • Amplio salón-comedor con ventanal al jardín y piscina, chimenea en esquina y salida directa al porche cubierto, equipado con barbacoa, horno, fregadero y mesa de granito.  • Cocina de 14 m², completamente equipada, con acceso directo al garaje.  • Tres habitaciones con diferentes usos actuales: sala de estar, gimnasio y dormitorio de servicio.  • Un baño completo y un aseo, ambos en excelente estado y con ventilación natural.  Planta Primera:  • Dormitorio principal tipo suite, con:    Entrada independiente desde el distribuidor de escalera.    Amplio baño privado con doble lavabo, ducha con mampara de vidrio y luz natural.    Vestidor con armarios empotrados forrados y con puertas correderas de espejo.     Dormitorio con techos altos, ventanas a dos fachadas y excelente aislamiento térmico y acústico (paredes de ladrillo de doble hueco).  • Cuatro dormitorios adicionales, amplios y luminosos, con ventanas oscilobatientes, armarios empotrados y suelos en perfecto estado.  • Un baño compartido de más de 5 m², completamente equipado y con ventana al exterior.  Exterior y Parcela  • Jardín con orientación Este-Oeste, cuidado al detalle con plantas aromáticas, árboles como cipreses, mimosas, palmeras y cedros, césped natural y una casa de madera para bricolaje.  • Piscina de 16 x 5 metros, rodeada de bloques de granito con cascada, creando un entorno natural y elegante.  • Zona de porche muy completa y decorada con mobiliario de forja y elementos en latón.  • Iluminación estratégica en el jardín para disfrutar del espacio también por la noche.  • Zona de aparcamiento para hasta 8 vehículos (4 cubiertos y 4 descubiertos), con puerta motorizada.  • Fachada con diseño moderno, combinando piedra natural, monocapa y teja árabe.  Este chalet destaca por su amplitud, luminosidad, diseño elegante y privacidad, ideal para familias que buscan confort, espacio y conexión con la naturaleza sin renunciar a la cercanía con servicios y transporte público.  En Colonia de San Antonio, a 5 minutos de la estación de tren y autobuses de Collado Villalba, a 5 minutos del colegio Mariano Benlliure. Supermercados (a 7 minutos del Mercadona), centro de salud y centros deportivos. La mejor zona residencial entre Galapagar y Collado Villalba.",True,good,False,3016.0,False,False,False,False,[],False,False,950000.0,€,True,True,chalet,independantHouse,"El Guijo - Colonia España - Colonia San Antonio, Galapagar",Casa independiente,Destacado,1657,,,,,,1012000.0,62000.0,6.0
108835556,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/0a/86/1356538306.webp,9,129000.0,chalet,sale,25.0,1,1,CL AJALVIR,Madrid,Torrejón de Ardoz,Noroeste,es,40.4608199,-3.4817837,False,https://www.idealista.com/inmueble/108835556/,"ÉLITE ALCALÁ INMOBILIARIA presenta esta magnífica casa adosada de una planta en una de las zonas más demandadas de Torrejón de Ardoz. -Vivienda completamente reformada hace 2 años. -Alquilada actualmente por 750 €/mes con seguro de impago. -Único gasto: IBI anual de solo 380 €.  Distribución (43 m² construidos de uso real): – Salón con cocina americana – Baño completo con plato de ducha – Dormitorio tipo altillo en altura - Aire acondicionado con bomba de calor.  Ubicación excelente, rodeada de servicios: – Supermercados, comercios, farmacias – Hospital Universitario de Torrejón y Hospital Quirón – Autobuses urbanos e interurbanos – Renfe Cercanías – Acceso directo a la autovía A-2 Perfecta para inversores que buscan rentabilidad desde el primer día, o como futura primera vivienda en zona bien comunicada. ¡Contacta con nosotros y ven a conocerla!",True,good,False,5160.0,False,False,False,False,[],False,False,129000.0,€,,,chalet,terracedHouse,"Noroeste, Torrejón de Ardoz",Chalet adosado en CL Ajalvir,Destacado,,,,,,,,,
108091090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/9f/b0/1346124014.webp,8,1050000.0,penthouse,sale,110.0,2,2,calle de Ibiza,Madrid,Madrid,Retiro,es,40.4174473,-3.6750557,False,https://www.idealista.com/inmueble/108091090/,"¡En venta este espectacular ático en Ibiza! Situado en la sexta planta, este luminoso y moderno espacio de 110 m² completamente reformado y amueblado, listo para que lo disfrutes desde el primer día. Con dos acogedoras habitaciones y dos baños elegantes, este hogar ofrece la combinación perfecta de comodidad y estilo. La joya de esta propiedad es su impresionante terraza, donde podrás relajarte y disfrutar de las vistas al exterior. La orientación este garantiza luz natural durante las mañanas, creando un ambiente cálido y acogedor. Además, el edificio cuenta con ascensor, facilitando el acceso a tu nuevo hogar. Este ático es ideal tanto para parejas como para pequeñas familias que buscan un refugio en el corazón de Madrid. No dejes pasar la oportunidad de vivir en uno de los barrios más vibrantes de la ciudad.  ¡Contáctanos para más información y hacer una visita!",False,good,False,9545.0,False,False,False,False,[],False,False,1050000.0,€,,,flat,penthouse,"Ibiza, Madrid",Ático en calle de Ibiza,Destacado,,6,True,Ibiza,True,,,,
108917456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/88/09/1358880873.webp,7,240000.0,flat,sale,104.0,3,1,avenida de la Constitución,Madrid,Coslada,Coslada Pueblo,es,40.4239213,-3.56537,False,https://www.idealista.com/inmueble/108917456/,"¡EXCELENTE OPORTUNIDAD A REFORMAR en Coslada! Este amplio piso de 104 metros cuadrados construidos te ofrece un espacio ideal para crear tu hogar perfecto. Con tres dormitorios y un baño, cuenta con un diseño exterior que proporciona mucha luz natural. La propiedad está lista para reformar, permitiéndote personalizarla a tu gusto y adaptarla a tus necesidades. Entre sus características destacadas se encuentran las grandes posibilidades de distribución, el aire acondicionado y una terraza perfecta para disfrutar del buen tiempo. Situado en una zona tranquila del distrito de Coslada, cerca de todos los servicios y comunicaciones, esta vivienda es una oportunidad que no debes dejar pasar para invertir o vivir en una de las áreas más demandadas de la ciudad. Cuando el detalle realmente importa.",False,renew,False,2308.0,False,False,False,False,[],False,False,240000.0,€,,,flat,,"Coslada Pueblo, Coslada",Piso en avenida de la Constitución,Destacado,1025,2,True,,False,,,,
108965484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/9b/f9/1360285554.webp,9,90000.0,flat,sale,68.0,3,1,TR PINTOR SOROLLA,Madrid,Parla,Pintores-Ferial,es,40.2389101,-3.7607386,False,https://www.idealista.com/inmueble/108965484/,"Inmueble Sin Posesión – Oportunidad de Inversión   Operación no hipotecable, solo al contado. INMUEBLE DE SUBASTA. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente en el marco del proceso de Subasta Judicial en el que se encuentra, a través de Cesión de Remate. Al no tratarse de una compraventa directa, el importe publicado ha de ser considerado como una orientación al precio por el cual puede adjudicarse el inmueble. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Le asesoraremos en todo el proceso, pida información sin compromiso.",False,good,False,1324.0,False,False,False,False,[],False,False,90000.0,€,,,flat,,"Pintores-Ferial, Parla",Piso en Tr Pintor Sorolla,Destacado,AXA-7000389505,2,True,,False,,,,
108695924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/2d/6f/1352423354.webp,4,1560000.0,flat,sale,269.0,6,2,avenida del General Perón,Madrid,Madrid,Tetuán,es,40.4530096,-3.6961337,False,https://www.idealista.com/inmueble/108695924/,"¡Descubre este impresionante piso en venta! Con 269 m² construidos, este amplio inmueble cuenta con 6 habitaciones, perfectas para familias numerosas o para quienes buscan espacio adicional. Situado en la séptima planta, disfrutarás de luminosidad y vistas despejadas gracias a su orientación este.  El piso incluye 2 baños, armarios empotrados y un trastero, ofreciendo todo lo necesario para una vida cómoda. Además, la plaza de garaje, lo que añade un gran valor a esta propiedad. Con calefacción central y aire acondicionado  Ubicado cerca del metro Bernabéu y del Paseo de la Castellana, tendrás acceso fácil a transporte público y a una variedad de servicios. No dejes pasar la oportunidad de visitar este magnífico piso que combina espacio, comodidad y una ubicación inmejorable. ¡Contáctanos para más información y ven a verlo!",False,good,False,5799.0,False,False,False,False,[],False,False,1560000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso en avenida del General Perón,Destacado,,7,True,Cuatro Caminos,True,,,,
109089549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/f1/7d/1364035001.webp,11,310000.0,flat,sale,50.0,1,1,calle Guadalix,Madrid,Madrid,Tetuán,es,40.4555515,-3.7093456,False,https://www.idealista.com/inmueble/109089549/,"CONTACTAR A TRAVÉS DEL FORMULARIO DE IDEALISTA, NO ATENDEMOS LLAMADAS. La vivienda destaca por su reforma integral (está a estrenar) hecha con materiales y muebles de gama alta.  Ubicado cerca de Ciudad Universitaria y a un paso de la zona financiera de Madrid es ideal tanto para invertir como para vivienda habitual. La vivienda se distribuye en: -Gran cocina americana con electrodomésticos. -Dormitorio doble con armario empotrado. -Cuarto de baño. La vivienda se ubica cerca de la Dehesa de la Villa, uno de los parques más bonitos de Madrid.  En cuanto a sus comunicaciones, está a escasos 5 minutos del metro Francos Rodríguez y con numerosas líneas de autobús. Consulte las condiciones.",False,good,False,6200.0,False,False,False,False,[],False,False,310000.0,€,,,flat,,"Berruguete, Madrid",Piso en calle Guadalix,Destacado,GUADA,2,False,Berruguete,False,,,,
106038644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/90/96/1270674651.webp,31,332000.0,flat,sale,100.0,3,2,Pintores-Ferial,Madrid,Parla,Pintores-Ferial,es,40.2383892,-3.7586265,False,https://www.idealista.com/inmueble/106038644/,"OPORTUNIDAD! AMR INMOBILIARIA vende PISO CON TERRAZA Y PISCINA en PARLA"" TIPOLOGÍA: PISO CON GARAJE Y TRASTERO. DESCRIPCIÓN: Dispone de 3 dormitorios, 2 baños, cocina, y salón: suelos de gres, AEROTERMIA, cocina totalmente amueblada, pintura lisa, ventanas abatibles, gran terraza de 90m2, vivienda lista para entrar a vivir! . UBICACIÓN-ORIENTACIÓN: Vivienda REFORMADA para entrar a vivir, se encuentra en una zona privilegiada SOLEADA, a 3 minutos de la estación de RENFE y de la parada de TRANVIA, con todos los servicios a su alcance, supermercados, biblioteca, parques, gimnasio, centro de salud, zonas de ocio, a escasos metros del centro de PARLA. COMUNIDAD: 85€. SOLICITE INFORMACIÓN SIN COMPROMISO. Atendemos también WhatsApp, comercial encargado Rosa:  SERVICIOS AL COMPRADOR: - Estudio de financiación GRATUITO. - Nos ocupamos de tú financiación, a través de financieros con titulación cualificada y con la colaboración de distintas entidades bancarias y centros hipotecarios. - Nosotros nos ocupamos de todo lo relacionado con la compra de tu vivienda, desde la primera visita, hasta la entrega de llaves. AMR PROFESIONALES INMOBILIARIOS CON MÁS DE 18 AÑOS DE EXPERIENCIA. Gestionamos todo tipo de inmuebles: herencias, inversiones, segunda mano y obra nueva.",False,good,False,3320.0,False,False,False,False,[],False,False,332000.0,€,True,True,flat,,"Pintores-Ferial, Parla",Piso,Destacado,AMR - DT1068,4,True,,True,,,,
108975984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/42/fa/1360611180.webp,30,335000.0,flat,sale,80.0,3,2,Barrio Casco Histórico de Vallecas,Madrid,Madrid,Villa de Vallecas,es,40.3731934,-3.6209145,False,https://www.idealista.com/inmueble/108975984/,"¡Piso a estrenar completamente reformado de 3 habitaciones con ascensor y plaza de garaje! Descubre este espectacular piso totalmente reformado a estrenar, con acabados de alta calidad y una distribución moderna y funcional. Situado en una finca con ascensor, este inmueble es ideal tanto para familias como para quienes buscan comodidad y estilo en su nuevo hogar. Cuenta con 3 amplias habitaciones, todas con excelente iluminación natural, 1 baño y 1 aseo. La cocina, de diseño contemporáneo, está equipada con electrodomésticos nuevos y se integra perfectamente con un amplio salón-comedor, creando un espacio abierto y acogedor. Cuenta con un espacio para tender y lavar ropa, lo que lo hace cómodo y funcional para las tareas domésticas.  La reforma ha incluido instalaciones nuevas (electricidad y fontanería), suelos de parquet y climatización central. Ubicado en una zona tranquila y bien comunicada, con todos los servicios a tu alcance: metro, autobuses supermercados, colegios, transporte público y zonas verdes. ¡Listo para entrar a vivir! No dejes pasar esta oportunidad única.",False,good,False,4188.0,False,False,False,False,[],False,False,335000.0,€,,,flat,,"Casco Histórico de Vallecas, Madrid",Piso,Destacado,RP202025140701,1,True,Casco Histórico de Vallecas,True,,340000.0,5000.0,1.0
108111624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/b1/91/1334177049.webp,15,300000.0,flat,sale,128.0,3,2,calle Cádiz,Madrid,Alcalá de Henares,Val,es,40.4887702,-3.3408996,False,https://www.idealista.com/inmueble/108111624/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES BARRIO JUAN DE AUSTRIA - EL VAL OFRECE EN VENTA EXCELENTE PISO DE 3 DORMITORIOS Y 2 BAÑOS: Tecnocasa VENDE Piso de esquina en una urbanización inmejorable, en zona cercana al centro y segura, un excelente piso de 3 dormitorios y 2 baños, orientado a zona tranquila y luminosa, con una amplísima entrada y en una Ubicación inmejorable. El Piso Cuenta con una superficie aproximada de 128 m2, distribuidos en: Gran Hall de entrada, Cocina Amueblada con acceso a tendedero anexo, Salón-comedor con ventanas climalit, 3 amplios dormitorios que anteriormente eran 4 Dormitorios los cuales actualmente cuentan con armarios empotrados revestidos. También contamos 2 Cuartos de Baños Completos con duchas de muy buena calidad y con aires acondicionados distribuidos en la casa. La vivienda cuenta con suelos de tarima AC5 en perfectas condiciones.  Ventanas climalit correderas y Calefacción individuales. La Zona es céntrica e inmejorable y está dotada de todos los servicios a su alcance, Centro de Salud Juan de Austria, Galería Comercial ""Juan De Austria"", Bancos, Supermercados, Renfe a 10-15 min andando y Autobús en la puerta. También contamos con farmacias, colegios, institutos y el Centro Histórico situado a menos de 10 min. andando. En el barrio también contamos con parques, la rivera del río Henares y la Ciudad Deportiva ""El Val"" que incluye todos los polideportivos municipales, piscina municipal cubierta, piscina municipal de verano y el campo de fútbol de la R. S. D. Alcalá a 10-15 min andando. Visítelo sin compromiso.",False,good,False,2344.0,False,False,False,False,[],False,False,300000.0,€,True,True,flat,,"Val, Alcalá de Henares",Piso en calle Cádiz,Destacado,Piso300k,2,True,,False,,,,
107658560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/a0/d6/1318969317.webp,12,479900.0,chalet,sale,235.0,3,4,calle de Grove,Madrid,Arroyomolinos,Las Castañeras - Bulevar,es,40.2854499,-3.9122103,False,https://www.idealista.com/inmueble/107658560/,"REDPISO ARROYOMOLINOS VENDE FANTASTICO CHALET ADOSADO DE RENTA LIBRE Este fabuloso chalet se encuentra en una zona residencial de fácil acceso a todo tipo de comercios, colegios, institutos, parada de autobús, zonas verdes, etc. La vivienda se distribuye en cuatro plantas en las que encontramos: PLANTA PRINCIPAL: nos encontramos con un hall recibidor, del cual pasamos a una amplia y luminosa cocina, donde cocinar será todo un placer para los sentidos. A continuación damos paso al salón con acceso a una terraza acristalada con dos ambientes diferentes que te proporcionará un espacio de confort e intimidad. Ambos espacios están separados por una chimenea funcional de leña. Esta planta también dispone de un aseo de cortesía. PRIMERA PLANTA: disponemos de 3 confortables dormitorios con armarios empotrados y aire acondicionado, además el dormitorio principal cuenta con baño en suite. Esta planta también tiene un baño completo común para el resto de habitaciones. SEGUNDA PLANTA: nos encontramos con una buhardilla diáfana con 1 ventana velux. PLANTA SOTANO: en esta planta se encuentra el GARAJE con espacio para un coche. Además, cuenta con trastero, cocina y aseo. A través de esta planta se accede directamente al maravilloso jardín de césped natural y una fantástica piscina de agua salada, en la que podrás pasar los calurosos días de verano.   ESTA EXCLUSIVA VIVIENDA TE ESTA ESPERANDO, NO DUDES EN VENIR A VISITARNOS, ¡ESTAREMOS ENCANTADOS DE ATENDERTE! Financiación ofrecida por nuestro departamento financiero DCREDIT. Según el Real Decreto de 218/2005 de 11 de octubre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",False,good,False,2042.0,False,False,False,False,[],False,False,479900.0,€,True,True,chalet,terracedHouse,"Las Castañeras - Bulevar, Arroyomolinos",Chalet adosado en calle de Grove,Destacado,RP1712025135899,,,,,,,,
108356642,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/ed/35/1341679915.webp,15,114900.0,flat,sale,68.0,2,1,calle del Pintor Rafael Boti,Madrid,San Martín de la Vega,,es,40.2066754,-3.5803229,False,https://www.idealista.com/inmueble/108356642/,"EN VENTA: OPORTUNIDAD DE INVERSIÓN EN CIEMPOZUELOS – SAN MARTÍN DE LA VEGA Si buscas una propiedad con alta rentabilidad y en una ubicación excelente, este piso en San Martin de la Vega es la oportunidad que estabas esperando. Situado cerca de zonas verdes, colegios, parques y con fácil acceso a la parada de autobús, esta propiedad se vende con inquilinos, lo que garantiza una rentabilidad inmediata desde el primer día. Rentabilidad Garantizada desde el Primer Momento Este magnífico piso está actualmente alquilado, con una renta mensual de 530 euros, lo que lo convierte en una opción ideal para inversores que buscan una fuente constante de ingresos pasivos. Con un contrato de arrendamiento vigente, podrás empezar a obtener beneficios desde el momento de la compra, sin necesidad de buscar inquilinos. El piso cuenta con una distribución práctica y funcional, pensada para ofrecer comodidad tanto a los inquilinos como a ti como propietario. La cocina es independiente y está completamente equipada, ideal para aquellos que buscan un espacio cómodo y funcional. El salón-comedor es amplio y luminoso, creando un ambiente acogedor para los inquilinos. En cuanto a la zona de descanso, la propiedad dispone de dos dormitorios espaciosos, diseñados para ofrecer la máxima comodidad. Además, cuenta con un baño completo que proporciona comodidad para todos los residentes. Inversión con Financiación al 100%: Una Oportunidad Única Ofrecemos la posibilidad de financiación al 100%, lo que facilita esta excelente oportunidad de inversión. No solo estarás adquiriendo una propiedad con rentabilidad garantizada, sino que también podrás financiar la compra sin necesidad de grandes desembolsos iniciales. No dejes pasar esta oportunidad de obtener una propiedad que te genere ingresos constantes. Contacta con nosotros para más información y para programar una visita. Estaremos encantados de ayudarte a conocer todos los detalles y a facilitarte el proceso de compra. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,1690.0,False,True,False,False,[],False,False,114900.0,€,,,flat,,San Martín de la Vega,Piso en calle del Pintor Rafael Boti,Destacado,,4,True,,False,,,,
108657617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/8b/1c/1351322837.webp,4,580000.0,flat,sale,82.0,3,1,calle de Juan de Vera,Madrid,Madrid,Arganzuela,es,40.3952251,-3.6943692,False,https://www.idealista.com/inmueble/108657617/,"Piso en Venta en Delicias Descubre este espectacular piso de 82 m² construidos, perfecto para quienes buscan comodidad y funcionalidad. Se vende reformado y amueblado. Con acabados de calidad. Con 3 amplias habitaciones, este hogar ofrece el espacio ideal para una familia o para aquellos que desean disfrutar de un ambiente acogedor. La luminosidad inunda cada rincón gracias a su ubicación en la cuarta planta, y su exterior permite disfrutar de vistas agradables desde el balcón. Este inmueble cuenta con un baño bien distribuido y armarios empotrados que optimizan el espacio de almacenamiento. La propiedad, construida en 1970. El edificio dispone de ascensor y portero, brindando seguridad y comodidad. También incluye un trastero y garaje, lo que facilita la organización y el aparcamiento. Aunque no cuenta con calefacción central, el aire acondicionado garantiza un ambiente fresco durante los meses más cálidos. Buena comunicación, cercano a la M-30 y metros Delicias y Arganzuela-planetario.",False,good,False,7073.0,False,False,False,False,[],False,False,580000.0,€,,,flat,,"Delicias, Madrid",Piso en calle de Juan de Vera,Destacado,,4,True,Delicias,True,,,,
